[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	0.442	100.0%	0.002	100.0%	144.9	24.6%	0.848	100.0%	100.00%	26.6%	34.1%	39.2%	[1-0.91 0]
1	H	(3)	39.27	0.224	100.0%	0.002	100.0%	145.4	35.7%	0.427	100.0%	100.00%	26.5%	34.1%	39.5%	[1-0.91 0]
2	H	(3)	58.98	0.148	100.0%	0.002	100.0%	145.2	46.8%	0.283	100.0%	100.00%	26.6%	33.7%	39.7%	[1-0.91 0]
3	H	(3)	79.85	0.144	100.0%	0.003	100.0%	146.4	40.2%	0.274	100.0%	83.19%	31.2%	28.7%	40.1%	[1-0.91 0]
4	H	(3)	100.68	0.198	100.0%	0.006	100.0%	141.2	36.5%	0.390	100.0%	61.95%	36.7%	24.7%	38.6%	[1-0.91 0]
5	H	(3)	119.23	0.300	95.8%	0.010	95.8%	126.8	36.4%	0.657	88.6%	47.04%	45.6%	20.0%	34.5%	[1-0.91 0]
6	H	(3)	142.36	0.342	62.0%	0.014	62.0%	105.0	32.4%	0.905	52.8%	37.05%	49.6%	22.0%	28.5%	[1-0.91 0]
7	H	(3)	160.89	0.371	44.3%	0.017	44.3%	103.0	17.1%	1.002	40.9%	33.52%	53.4%	19.2%	27.4%	[1-0.91 0]
8	H	(3)	180.61	0.306	45.1%	0.015	45.1%	83.1	16.2%	1.022	42.2%	30.97%	52.6%	25.5%	21.9%	[1-0.91 0]
9	H	(3)	202.65	0.219	46.8%	0.012	46.8%	62.3	14.7%	0.975	44.4%	29.22%	49.0%	35.2%	15.7%	[1-0.91 0]
10	H	(3)	222.36	0.172	48.6%	0.011	48.6%	52.0	15.3%	0.921	46.1%	27.96%	41.4%	45.9%	12.7%	[1-0.91 0]
11	H	(3)	242.08	0.177	43.5%	0.012	43.5%	49.4	13.8%	0.996	41.2%	25.46%	37.3%	50.9%	11.8%	[1-0.91 0]
12	H	(3)	260.62	0.103	36.8%	0.007	36.8%	27.3	13.0%	1.048	34.4%	23.47%	33.6%	60.6%	5.8%	[1-0.91 0]
13	H	(3)	281.51	0.080	35.3%	0.006	35.3%	21.9	8.2%	1.011	34.3%	22.88%	32.4%	63.6%	4.0%	[1-0.91 0]
14	H	(3)	302.37	0.088	35.3%	0.007	35.3%	24.0	8.9%	1.021	34.2%	22.00%	31.4%	63.8%	4.8%	[1-0.91 0]
15	H	(3)	319.75	0.095	33.4%	0.008	33.4%	25.0	7.4%	1.055	32.5%	20.93%	31.1%	63.8%	5.1%	[1-0.91 0]
16	H	(3)	341.75	0.099	30.3%	0.009	30.3%	24.4	8.1%	1.125	29.2%	19.55%	32.7%	62.3%	4.9%	[1-0.91 0]
17	H	(3)	359.16	0.112	26.2%	0.011	26.2%	25.5	8.1%	1.226	24.9%	18.09%	34.2%	60.6%	5.1%	[1-0.86 2]
18	H	(3)	380.03	0.112	24.1%	0.012	24.1%	25.4	7.5%	1.222	22.9%	17.79%	35.7%	59.3%	5.0%	[1-1.00 1]
19	H	(3)	399.73	0.120	21.0%	0.013	21.0%	26.5	7.8%	1.258	19.5%	17.06%	36.0%	58.7%	5.3%	[1-1.00 2]
20	H	(3)	419.44	0.133	19.6%	0.016	19.6%	29.0	8.4%	1.276	17.7%	16.55%	37.0%	56.8%	6.2%	[1-0.86 2]
21	H	(3)	440.32	0.162	18.8%	0.020	18.8%	34.2	7.2%	1.316	17.4%	16.18%	39.4%	52.8%	7.8%	[1-1.00 1]
22	H	(3)	460.06	0.171	18.7%	0.022	18.7%	35.1	7.0%	1.353	17.4%	15.69%	41.4%	50.4%	8.2%	[1-1.00 1]
23	H	(3)	479.78	0.186	19.3%	0.025	19.3%	37.8	8.4%	1.371	17.4%	15.31%	41.8%	48.9%	9.2%	[1-0.98 2]
24	H	(3)	499.48	0.188	19.8%	0.026	19.8%	38.7	8.3%	1.350	18.0%	15.22%	43.3%	47.2%	9.6%	[1-0.98 2]
25	H	(3)	520.33	0.179	19.1%	0.026	19.1%	35.8	8.3%	1.386	17.2%	14.74%	44.7%	46.8%	8.6%	[1-0.96 2]
26	H	(3)	540.03	0.156	18.1%	0.023	18.1%	31.1	8.6%	1.398	15.9%	14.29%	45.3%	47.7%	7.0%	[1-0.85 2]
27	H	(3)	559.73	0.158	18.0%	0.024	18.0%	30.8	10.0%	1.421	15.0%	14.01%	46.6%	46.7%	6.7%	[1-1.00 1]
28	H	(3)	579.43	0.174	16.4%	0.028	16.4%	33.0	8.5%	1.468	14.1%	13.52%	46.9%	45.8%	7.2%	[1-1.00 1]
29	H	(3)	600.31	0.175	15.7%	0.029	15.7%	32.6	8.3%	1.493	13.3%	13.16%	47.6%	45.3%	7.1%	[1-1.00 1]
30	H	(3)	620.01	0.196	15.8%	0.034	15.8%	34.9	9.3%	1.565	12.7%	12.73%	48.4%	43.7%	7.9%	[1-1.00 1]
31	H	(3)	639.71	0.240	15.1%	0.043	15.1%	41.8	8.5%	1.593	12.4%	12.44%	47.4%	42.7%	9.9%	[1-1.00 1]
32	H	(3)	660.57	0.261	14.2%	0.048	14.2%	44.5	7.4%	1.629	12.0%	12.06%	45.9%	43.3%	10.8%	[1-1.00 1]
33	H	(3)	680.27	0.249	14.6%	0.047	14.6%	42.4	8.3%	1.631	12.0%	11.89%	47.2%	42.6%	10.2%	[1-1.00 1]
34	H	(3)	699.97	0.244	14.1%	0.047	14.1%	41.1	7.7%	1.648	11.8%	11.66%	47.0%	43.3%	9.7%	[1-1.00 1]
