[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.819	94.3%	0.004	94.3%	202.1	20.4%	1.126	92.1%	88.07%	32.2%	12.6%	55.2%	[1-0.43 0]
1	H	(3)	39.45	0.895	78.1%	0.010	78.1%	203.6	17.6%	1.221	76.1%	71.82%	31.7%	12.8%	55.5%	[1-0.43 0]
2	H	(3)	59.14	0.295	100.0%	0.005	100.0%	155.4	18.1%	0.527	100.0%	65.92%	25.3%	31.7%	43.0%	[1-0.43 0]
3	H	(3)	83.48	0.172	100.0%	0.004	100.0%	123.8	17.9%	0.385	100.0%	64.64%	22.6%	43.3%	34.1%	[1-0.43 0]
4	H	(3)	100.84	0.149	100.0%	0.004	100.0%	104.4	17.6%	0.395	100.0%	55.72%	21.7%	49.8%	28.6%	[1-0.43 0]
5	H	(3)	120.57	0.100	100.0%	0.003	100.0%	69.4	16.5%	0.401	99.9%	50.72%	24.8%	56.7%	18.4%	[1-0.43 0]
6	H	(3)	140.27	0.058	83.7%	0.002	83.7%	43.7	22.3%	0.370	80.7%	50.22%	26.4%	62.3%	11.3%	[1-0.43 0]
7	H	(3)	159.98	0.071	86.0%	0.003	86.0%	54.1	22.4%	0.365	83.0%	48.69%	30.5%	55.5%	14.0%	[1-0.43 0]
8	H	(3)	180.86	0.083	84.5%	0.004	84.5%	59.3	23.9%	0.387	81.1%	46.67%	40.1%	44.8%	15.1%	[1-0.43 0]
9	H	(3)	199.42	0.131	61.1%	0.007	61.1%	64.6	22.5%	0.564	56.8%	38.80%	50.1%	33.5%	16.4%	[1-0.43 0]
10	H	(3)	219.13	0.158	54.4%	0.010	54.4%	71.9	20.0%	0.612	50.6%	36.05%	53.1%	28.3%	18.6%	[1-0.43 0]
11	H	(3)	240.04	0.139	52.2%	0.009	52.2%	64.8	16.4%	0.595	49.5%	35.56%	58.4%	25.2%	16.4%	[1-0.43 0]
12	H	(3)	259.74	0.106	47.4%	0.008	47.4%	50.4	12.7%	0.583	45.6%	35.27%	66.0%	22.2%	11.8%	[1-0.43 0]
