[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	22.07	0.623	93.1%	0.004	93.1%	85.7	30.0%	2.020	88.1%	60.06%	47.5%	30.4%	22.1%	[1-0.43 0]
1	H	(3)	40.68	1.315	56.5%	0.015	56.5%	119.1	17.8%	3.066	53.6%	34.40%	34.7%	33.2%	32.1%	[1-0.43 0]
2	H	(3)	59.18	1.316	51.1%	0.022	51.1%	127.3	14.0%	2.870	49.1%	29.47%	31.5%	34.5%	34.0%	[1-0.43 0]
3	H	(3)	80.03	1.493	39.5%	0.033	39.5%	125.5	12.2%	3.306	37.6%	23.71%	30.8%	35.5%	33.7%	[1-0.43 0]
4	H	(3)	99.72	1.271	37.8%	0.035	37.8%	113.3	11.5%	3.114	36.0%	21.62%	30.4%	39.1%	30.5%	[1-0.43 0]
5	H	(3)	119.41	1.294	30.2%	0.043	30.2%	117.8	8.3%	3.050	29.1%	19.71%	27.8%	40.0%	32.2%	[1-0.43 0]
6	H	(3)	140.27	1.277	23.5%	0.050	23.5%	111.8	7.1%	3.173	22.4%	18.14%	32.3%	37.4%	30.3%	[1-1.00 1]
7	H	(3)	159.98	1.234	21.3%	0.055	21.3%	108.9	6.5%	3.147	20.3%	17.19%	35.3%	35.1%	29.6%	[1-1.00 1]
8	H	(3)	179.68	1.220	20.3%	0.061	20.3%	109.0	6.2%	3.110	19.3%	16.42%	38.3%	32.3%	29.4%	[1-0.83 2]
9	H	(3)	200.56	1.299	19.5%	0.072	19.5%	115.6	6.6%	3.121	18.4%	15.72%	41.0%	27.8%	31.1%	[1-0.90 2]
10	H	(3)	220.25	1.158	17.9%	0.071	17.9%	100.5	6.0%	3.202	16.9%	14.77%	42.2%	31.2%	26.6%	[1-0.84 2]
11	H	(3)	239.94	0.921	17.3%	0.061	17.3%	82.2	6.1%	3.114	16.2%	14.21%	41.8%	36.7%	21.5%	[1-0.85 2]
12	H	(3)	260.81	0.761	18.3%	0.055	18.3%	70.0	7.8%	3.018	16.6%	13.56%	39.8%	41.8%	18.4%	[1-0.48 2]
13	H	(3)	280.56	0.573	19.3%	0.045	19.3%	55.0	9.1%	2.897	17.0%	13.21%	38.5%	46.8%	14.7%	[1-0.46 2]
14	H	(3)	301.43	0.662	21.3%	0.055	21.3%	64.4	7.8%	2.854	19.8%	12.88%	37.8%	45.0%	17.2%	[1-0.53 2]
15	H	(3)	321.12	0.754	21.9%	0.067	21.9%	72.2	8.6%	2.900	20.1%	12.51%	37.4%	43.3%	19.3%	[1-0.84 2]
16	H	(3)	340.81	0.778	22.5%	0.074	22.5%	75.3	9.2%	2.870	20.5%	12.12%	36.6%	43.0%	20.4%	[1-0.55 2]
17	H	(3)	361.66	0.804	21.9%	0.081	21.9%	76.7	8.5%	2.910	20.1%	11.77%	37.7%	41.7%	20.6%	[1-0.69 2]
18	H	(3)	381.34	0.860	21.6%	0.091	21.6%	80.8	9.3%	2.956	19.5%	11.42%	37.8%	40.6%	21.7%	[1-0.75 2]
19	H	(3)	401.04	0.677	20.1%	0.075	20.1%	63.9	11.3%	2.944	16.6%	11.08%	38.2%	44.6%	17.3%	[1-0.94 2]
20	H	(3)	421.90	0.654	19.5%	0.077	19.5%	61.8	11.1%	2.941	16.0%	10.82%	39.0%	43.9%	17.1%	[1-0.97 2]
21	H	(3)	441.60	0.651	19.7%	0.080	19.7%	61.5	12.3%	2.943	15.4%	10.60%	39.5%	43.4%	17.1%	[1-1.00 1]
22	H	(3)	461.28	0.589	19.3%	0.075	19.3%	55.5	12.8%	2.950	14.4%	10.37%	41.4%	43.1%	15.5%	[1-1.00 1]
23	H	(6)	480.99	0.575	18.9%	0.077	18.9%	53.6	13.1%	2.980	13.6%	10.11%	42.5%	42.6%	14.8%	[1-1.00 1]
24	H	(6)	500.70	0.579	18.5%	0.081	18.5%	53.4	12.9%	3.015	13.2%	9.89%	43.2%	42.3%	14.5%	[1-1.00 1]
25	H	(6)	520.41	0.543	17.9%	0.078	17.9%	50.5	12.8%	2.985	12.6%	9.75%	44.2%	42.4%	13.4%	[1-1.00 1]
26	H	(6)	541.29	0.573	16.7%	0.086	16.7%	52.8	11.3%	3.015	12.3%	9.55%	45.1%	40.9%	13.9%	[1-1.00 1]
27	H	(6)	559.83	0.600	16.4%	0.093	16.4%	54.9	11.6%	3.040	11.6%	9.36%	45.5%	40.1%	14.3%	[1-1.00 1]
28	H	(6)	580.71	0.618	15.8%	0.100	15.8%	56.1	11.1%	3.055	11.2%	9.20%	45.5%	39.7%	14.8%	[1-1.00 1]
29	H	(6)	600.40	0.647	14.7%	0.108	14.7%	59.4	9.6%	3.027	11.1%	9.10%	45.6%	38.5%	15.9%	[1-1.00 1]
30	H	(6)	620.10	0.654	14.8%	0.113	14.8%	60.2	10.3%	3.016	10.6%	8.96%	45.1%	38.7%	16.1%	[1-1.00 1]
31	H	(6)	639.81	0.645	14.6%	0.115	14.6%	59.4	10.6%	3.013	10.1%	8.81%	44.8%	39.3%	15.9%	[1-0.98 1]
32	H	(6)	660.69	0.652	14.2%	0.120	14.2%	60.1	10.1%	3.015	9.9%	8.66%	44.2%	39.7%	16.1%	[1-0.94 2]
33	H	(6)	680.38	0.616	14.3%	0.116	14.3%	57.5	10.4%	2.977	9.8%	8.55%	44.1%	40.6%	15.3%	[1-0.83 2]
34	H	(6)	700.07	0.566	14.7%	0.110	14.7%	52.9	11.5%	2.970	9.1%	8.38%	43.5%	42.5%	13.9%	[1-0.80 2]
35	H	(6)	720.91	0.601	14.0%	0.120	14.0%	55.6	10.6%	3.003	9.1%	8.24%	43.4%	41.8%	14.8%	[1-0.82 2]
36	H	(6)	740.61	0.627	13.0%	0.129	13.0%	57.8	9.2%	3.013	9.2%	8.12%	43.1%	41.5%	15.4%	[1-0.83 2]
37	H	(6)	760.32	0.636	12.1%	0.134	12.1%	58.5	8.1%	3.023	9.0%	8.02%	43.3%	41.0%	15.7%	[1-0.90 2]
38	H	(6)	780.04	0.649	10.9%	0.141	10.9%	59.6	6.5%	3.024	8.7%	7.89%	42.7%	41.3%	16.0%	[1-0.77 2]
39	H	(6)	800.91	0.662	10.6%	0.147	10.6%	60.4	6.1%	3.044	8.6%	7.77%	42.6%	41.1%	16.3%	[1-0.82 2]
40	H	(6)	820.61	0.632	10.2%	0.144	10.2%	58.7	5.7%	2.995	8.4%	7.70%	41.6%	42.7%	15.7%	[1-0.80 2]
41	H	(6)	840.31	0.601	9.8%	0.140	9.8%	56.4	5.5%	2.957	8.2%	7.65%	41.0%	43.9%	15.1%	[1-0.85 2]
42	H	(6)	859.98	0.559	9.7%	0.134	9.7%	53.4	5.6%	2.910	8.0%	7.57%	39.7%	46.1%	14.1%	[1-0.76 2]
43	H	(6)	881.06	0.564	9.6%	0.138	9.6%	53.7	5.5%	2.915	7.9%	7.46%	39.3%	46.5%	14.2%	[1-0.70 2]
44	H	(6)	900.75	0.543	9.4%	0.136	9.4%	52.2	5.3%	2.889	7.8%	7.38%	38.6%	47.6%	13.9%	[1-0.63 2]
45	H	(6)	920.43	0.552	9.3%	0.141	9.3%	53.2	5.1%	2.880	7.8%	7.31%	38.3%	47.7%	14.1%	[1-0.66 2]
46	H	(6)	940.13	0.561	9.3%	0.147	9.3%	53.7	5.0%	2.901	7.8%	7.23%	38.3%	47.4%	14.3%	[1-0.76 2]
47	H	(6)	960.98	0.594	9.5%	0.159	9.5%	56.4	5.3%	2.928	7.9%	7.10%	38.2%	46.6%	15.1%	[1-0.64 2]
48	H	(6)	980.67	0.587	9.5%	0.160	9.5%	55.3	5.4%	2.945	7.8%	7.00%	38.2%	46.9%	14.9%	[1-0.66 2]
49	H	(6)	1000.39	0.614	9.7%	0.171	9.7%	57.1	5.9%	2.987	7.7%	6.91%	38.3%	46.2%	15.4%	[1-0.82 2]
50	H	(6)	1021.25	0.620	9.7%	0.176	9.7%	57.1	6.1%	3.019	7.5%	6.80%	38.2%	46.2%	15.5%	[1-0.80 2]
51	H	(6)	1040.96	0.614	10.0%	0.178	10.0%	56.5	6.8%	3.020	7.4%	6.72%	37.9%	46.8%	15.3%	[1-0.74 2]
52	H	(6)	1060.67	0.600	9.8%	0.177	9.8%	54.9	6.8%	3.037	7.1%	6.63%	38.1%	47.1%	14.8%	[1-0.70 2]
53	H	(6)	1080.37	0.620	9.7%	0.186	9.7%	56.5	6.8%	3.051	6.9%	6.56%	38.0%	46.8%	15.2%	[1-0.74 2]
54	H	(6)	1101.22	0.599	9.8%	0.183	9.8%	55.0	7.0%	3.024	6.9%	6.52%	37.6%	47.7%	14.7%	[1-0.76 2]
55	H	(6)	1120.91	0.587	10.2%	0.183	10.2%	54.0	7.6%	3.020	6.8%	6.46%	37.8%	47.7%	14.4%	[1-0.76 2]
56	H	(6)	1140.62	0.599	9.9%	0.190	9.9%	55.1	7.3%	3.018	6.8%	6.41%	37.7%	47.7%	14.6%	[1-0.80 2]
57	H	(6)	1161.47	0.606	9.8%	0.196	9.8%	55.6	7.2%	3.029	6.7%	6.35%	38.0%	47.2%	14.8%	[1-0.81 2]
58	H	(6)	1181.17	0.584	9.8%	0.192	9.8%	53.7	7.2%	3.019	6.7%	6.30%	38.3%	47.5%	14.2%	[1-0.76 2]
59	H	(6)	1200.87	0.606	9.1%	0.202	9.1%	55.3	6.3%	3.042	6.6%	6.25%	38.6%	46.8%	14.5%	[1-0.82 2]
60	H	(6)	1220.57	0.589	8.5%	0.200	8.5%	53.6	5.5%	3.053	6.5%	6.19%	39.1%	46.8%	14.1%	[1-0.85 2]
61	H	(6)	1241.43	0.601	9.1%	0.207	9.1%	54.6	6.3%	3.054	6.6%	6.14%	39.2%	46.4%	14.5%	[1-0.82 2]
62	H	(6)	1261.12	0.594	8.8%	0.208	8.8%	54.1	6.0%	3.051	6.5%	6.09%	38.9%	46.7%	14.3%	[1-0.77 2]
63	H	(6)	1280.83	0.612	9.0%	0.218	9.0%	55.6	6.3%	3.055	6.5%	6.03%	38.6%	46.6%	14.8%	[1-0.75 2]
64	H	(6)	1301.70	0.627	9.2%	0.227	9.2%	56.7	6.6%	3.071	6.4%	5.96%	38.7%	46.0%	15.3%	[1-0.77 2]
65	H	(6)	1321.39	0.681	9.0%	0.250	9.0%	61.5	6.3%	3.076	6.4%	5.93%	38.4%	45.0%	16.5%	[1-0.84 2]
66	H	(6)	1341.08	0.688	8.1%	0.256	8.1%	62.1	5.2%	3.078	6.3%	5.89%	38.6%	44.6%	16.8%	[1-0.84 2]
67	H	(6)	1360.79	0.714	8.2%	0.270	8.2%	64.4	5.4%	3.080	6.2%	5.85%	38.8%	43.7%	17.5%	[1-0.85 2]
68	H	(6)	1381.65	0.709	8.0%	0.272	8.0%	63.4	5.1%	3.104	6.2%	5.80%	39.4%	43.4%	17.2%	[1-0.89 2]
69	H	(6)	1401.34	0.698	7.9%	0.272	7.9%	62.2	5.0%	3.113	6.2%	5.76%	39.7%	43.4%	16.9%	[1-0.89 2]
70	H	(6)	1421.05	0.676	8.0%	0.267	8.0%	60.5	5.0%	3.106	6.2%	5.72%	39.7%	43.9%	16.4%	[1-0.88 2]
71	H	(6)	1441.93	0.677	8.1%	0.271	8.1%	60.1	5.2%	3.127	6.2%	5.67%	39.8%	43.8%	16.3%	[1-0.91 2]
72	H	(6)	1461.63	0.665	8.2%	0.270	8.2%	59.1	5.4%	3.125	6.2%	5.62%	39.7%	44.2%	16.1%	[1-0.87 2]
73	H	(6)	1481.34	0.668	8.3%	0.275	8.3%	59.4	5.5%	3.124	6.2%	5.59%	39.5%	44.2%	16.3%	[1-0.86 2]
74	H	(6)	1501.06	0.661	8.4%	0.276	8.4%	59.2	5.7%	3.106	6.1%	5.55%	39.0%	44.8%	16.2%	[1-0.83 2]
75	H	(6)	1521.95	0.669	8.5%	0.283	8.5%	59.8	6.0%	3.106	6.0%	5.50%	38.5%	45.1%	16.4%	[1-0.81 2]
76	H	(6)	1541.65	0.659	8.6%	0.282	8.6%	58.8	6.2%	3.111	5.9%	5.44%	38.0%	46.0%	16.1%	[1-0.84 2]
77	H	(6)	1561.36	0.669	8.5%	0.290	8.5%	59.8	6.2%	3.104	5.8%	5.41%	37.5%	46.3%	16.3%	[1-0.86 2]
78	H	(6)	1581.05	0.697	8.1%	0.306	8.1%	62.0	5.8%	3.123	5.7%	5.37%	37.3%	45.9%	16.8%	[1-0.92 2]
79	H	(6)	1601.91	0.711	8.3%	0.316	8.3%	62.6	6.0%	3.154	5.7%	5.31%	37.5%	45.5%	17.0%	[1-0.95 2]
80	H	(6)	1621.61	0.702	8.4%	0.316	8.4%	61.7	6.2%	3.162	5.7%	5.27%	37.7%	45.6%	16.7%	[1-0.93 2]
81	H	(6)	1641.32	0.711	8.3%	0.324	8.3%	61.9	6.1%	3.191	5.6%	5.23%	37.9%	45.4%	16.7%	[1-0.96 2]
82	H	(6)	1662.17	0.679	8.2%	0.314	8.2%	59.0	6.0%	3.199	5.6%	5.19%	38.0%	46.1%	15.8%	[1-0.97 2]
83	H	(6)	1681.86	0.663	8.5%	0.310	8.5%	57.7	6.4%	3.195	5.5%	5.14%	38.0%	46.7%	15.4%	[1-0.89 2]
84	H	(6)	1701.58	0.646	8.3%	0.305	8.3%	56.0	6.2%	3.203	5.5%	5.10%	38.0%	47.1%	14.9%	[1-0.87 2]
85	H	(6)	1721.29	0.616	8.2%	0.295	8.2%	53.4	6.2%	3.206	5.5%	5.07%	38.5%	47.2%	14.3%	[1-0.82 2]
86	H	(6)	1742.17	0.584	8.3%	0.283	8.3%	50.8	6.2%	3.192	5.5%	5.04%	38.6%	48.0%	13.5%	[1-0.82 2]
87	H	(6)	1761.87	0.590	8.3%	0.289	8.3%	50.6	6.3%	3.241	5.4%	4.98%	39.5%	47.2%	13.3%	[1-0.83 2]
88	H	(6)	1781.60	0.561	7.9%	0.278	7.9%	48.0	5.8%	3.250	5.4%	4.96%	40.2%	47.1%	12.7%	[1-0.81 2]
89	H	(6)	1801.31	0.547	7.8%	0.274	7.8%	46.4	5.7%	3.275	5.3%	4.92%	40.9%	46.9%	12.2%	[1-0.85 2]
90	H	(6)	1822.18	0.554	8.3%	0.280	8.3%	46.7	6.4%	3.291	5.3%	4.89%	41.1%	46.8%	12.1%	[1-0.86 2]
91	H	(6)	1841.88	0.559	8.7%	0.286	8.7%	47.0	6.9%	3.308	5.3%	4.86%	41.7%	46.0%	12.3%	[1-0.84 2]
92	H	(6)	1861.58	0.562	9.4%	0.291	9.4%	47.1	7.8%	3.315	5.2%	4.83%	41.6%	46.0%	12.3%	[1-0.87 2]
93	H	(6)	1882.43	0.565	9.6%	0.295	9.6%	47.3	8.0%	3.313	5.2%	4.80%	41.6%	46.0%	12.4%	[1-0.84 2]
94	H	(6)	1902.12	0.573	9.7%	0.303	9.7%	47.9	8.2%	3.326	5.2%	4.77%	41.4%	46.0%	12.5%	[1-0.88 2]
95	H	(6)	1921.81	0.565	9.2%	0.302	9.2%	47.1	7.6%	3.338	5.1%	4.73%	41.6%	46.0%	12.4%	[1-0.87 2]
96	H	(6)	1941.51	0.571	8.3%	0.308	8.3%	47.5	6.6%	3.337	5.1%	4.70%	41.6%	45.7%	12.6%	[1-0.82 2]
97	H	(6)	1962.37	0.574	7.6%	0.313	7.6%	47.7	5.6%	3.340	5.1%	4.67%	41.5%	45.8%	12.7%	[1-0.78 2]
98	H	(6)	1982.07	0.572	7.4%	0.315	7.4%	47.7	5.4%	3.334	5.1%	4.65%	41.4%	45.9%	12.7%	[1-0.78 2]
99	H	(6)	2001.78	0.587	7.0%	0.326	7.0%	49.0	4.9%	3.328	5.1%	4.62%	41.2%	45.6%	13.2%	[1-0.75 2]
100	H	(6)	2022.64	0.619	6.9%	0.348	6.9%	51.5	4.7%	3.338	5.0%	4.59%	40.9%	45.1%	14.0%	[1-0.76 2]
101	H	(6)	2042.35	0.636	7.2%	0.361	7.2%	52.8	5.2%	3.347	5.0%	4.57%	40.7%	45.0%	14.3%	[1-0.78 2]
102	H	(6)	2062.06	0.629	7.6%	0.360	7.6%	52.2	5.8%	3.348	5.0%	4.55%	40.7%	45.2%	14.1%	[1-0.81 2]
103	H	(6)	2081.79	0.631	7.8%	0.365	7.8%	52.3	6.0%	3.355	5.0%	4.53%	40.9%	45.0%	14.1%	[1-0.82 2]
104	H	(6)	2102.65	0.620	7.8%	0.362	7.8%	51.2	6.0%	3.365	4.9%	4.50%	41.1%	45.2%	13.7%	[1-0.85 2]
105	H	(6)	2122.36	0.595	8.1%	0.351	8.1%	49.1	6.4%	3.367	4.9%	4.48%	41.4%	45.6%	13.0%	[1-0.83 2]
106	H	(6)	2142.05	0.575	8.1%	0.342	8.1%	47.4	6.5%	3.365	4.9%	4.46%	41.4%	46.1%	12.5%	[1-0.84 2]
107	H	(6)	2162.91	0.568	7.6%	0.341	7.6%	46.9	5.8%	3.366	4.9%	4.44%	41.7%	46.1%	12.2%	[1-0.83 2]
108	H	(6)	2182.61	0.559	7.6%	0.339	7.6%	46.2	5.8%	3.360	4.9%	4.42%	41.5%	46.5%	12.0%	[1-0.85 2]
109	H	(6)	2202.29	0.544	8.1%	0.333	8.1%	45.1	6.5%	3.351	4.9%	4.40%	41.4%	46.9%	11.6%	[1-0.82 2]
110	H	(6)	2221.99	0.547	8.2%	0.338	8.2%	45.3	6.6%	3.355	4.8%	4.38%	41.4%	46.9%	11.7%	[1-0.81 2]
111	H	(6)	2242.86	0.520	8.0%	0.324	8.0%	43.1	6.3%	3.357	4.8%	4.35%	41.6%	47.3%	11.1%	[1-0.80 2]
112	H	(6)	2262.58	0.538	8.1%	0.338	8.1%	44.3	6.5%	3.372	4.8%	4.33%	41.6%	46.9%	11.5%	[1-0.82 2]
113	H	(6)	2282.27	0.535	8.1%	0.339	8.1%	43.9	6.6%	3.384	4.8%	4.31%	41.8%	46.8%	11.4%	[1-0.84 2]
114	H	(6)	2301.98	0.559	8.4%	0.358	8.4%	45.8	6.9%	3.396	4.8%	4.29%	41.8%	46.3%	11.9%	[1-0.82 2]
115	H	(6)	2322.88	0.571	8.1%	0.368	8.1%	46.5	6.6%	3.407	4.7%	4.26%	41.5%	46.3%	12.2%	[1-0.84 2]
116	H	(6)	2342.60	0.608	8.4%	0.396	8.4%	49.5	7.0%	3.416	4.7%	4.24%	41.2%	45.7%	13.0%	[1-0.82 2]
117	H	(6)	2362.30	0.580	8.3%	0.380	8.3%	47.3	6.8%	3.402	4.7%	4.22%	41.2%	46.4%	12.4%	[1-0.84 2]
118	H	(6)	2383.17	0.581	8.3%	0.384	8.3%	47.5	6.8%	3.397	4.7%	4.20%	41.1%	46.4%	12.5%	[1-0.83 2]
119	H	(6)	2402.88	0.563	8.7%	0.376	8.7%	46.0	7.3%	3.397	4.7%	4.18%	41.4%	46.6%	12.0%	[1-0.79 2]
120	H	(6)	2422.57	0.540	8.4%	0.363	8.4%	44.1	7.0%	3.400	4.7%	4.17%	41.9%	46.6%	11.5%	[1-0.78 2]
121	H	(6)	2442.28	0.534	8.7%	0.363	8.7%	43.5	7.3%	3.410	4.6%	4.15%	42.0%	46.8%	11.3%	[1-0.81 2]
122	H	(6)	2463.14	0.552	9.6%	0.378	9.6%	44.7	8.5%	3.434	4.6%	4.13%	42.3%	46.2%	11.5%	[1-0.84 2]
123	H	(6)	2482.85	0.566	10.1%	0.391	10.1%	45.6	9.0%	3.450	4.6%	4.11%	42.4%	45.9%	11.7%	[1-0.84 2]
124	H	(6)	2503.72	0.547	8.9%	0.381	8.9%	44.0	7.7%	3.452	4.6%	4.09%	42.9%	45.8%	11.3%	[1-0.83 2]
125	H	(6)	2522.27	0.570	9.8%	0.400	9.8%	46.0	8.6%	3.446	4.6%	4.08%	43.0%	45.2%	11.8%	[1-0.82 2]
126	H	(6)	2543.13	0.554	9.2%	0.392	9.2%	44.7	8.0%	3.442	4.6%	4.06%	43.2%	45.3%	11.5%	[1-0.84 2]
127	H	(6)	2562.84	0.566	9.1%	0.403	9.1%	45.7	7.9%	3.441	4.5%	4.05%	43.2%	45.0%	11.8%	[1-0.82 2]
128	H	(6)	2582.55	0.563	9.1%	0.404	9.1%	45.4	7.9%	3.447	4.5%	4.03%	43.5%	44.8%	11.8%	[1-0.82 2]
129	H	(6)	2603.42	0.599	9.8%	0.433	9.8%	48.0	8.7%	3.461	4.5%	4.01%	43.0%	44.6%	12.5%	[1-0.84 2]
130	H	(6)	2623.11	0.589	9.3%	0.429	9.3%	47.2	8.2%	3.470	4.5%	3.99%	42.9%	44.9%	12.2%	[1-0.85 2]
131	H	(6)	2642.80	0.598	9.7%	0.439	9.7%	47.9	8.7%	3.466	4.5%	3.98%	42.9%	44.6%	12.5%	[1-0.88 2]
132	H	(6)	2662.52	0.593	9.2%	0.439	9.2%	47.5	8.1%	3.468	4.4%	3.96%	42.8%	44.9%	12.3%	[1-0.91 2]
133	H	(6)	2683.39	0.587	8.9%	0.437	8.9%	46.7	7.7%	3.493	4.4%	3.93%	43.2%	44.7%	12.1%	[1-0.92 2]
134	H	(6)	2703.10	0.593	8.8%	0.445	8.8%	47.1	7.7%	3.497	4.4%	3.92%	43.2%	44.6%	12.2%	[1-0.92 2]
135	H	(6)	2722.80	0.565	8.8%	0.427	8.8%	44.8	7.6%	3.503	4.4%	3.91%	44.1%	44.3%	11.6%	[1-0.92 2]
136	H	(6)	2742.51	0.556	8.3%	0.423	8.3%	44.1	7.0%	3.503	4.4%	3.90%	44.5%	44.2%	11.4%	[1-0.92 2]
137	H	(6)	2763.38	0.553	8.3%	0.424	8.3%	43.8	7.1%	3.509	4.4%	3.89%	44.8%	44.0%	11.2%	[1-0.93 2]
