[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	4.539	41.2%	0.025	41.2%	202.7	8.9%	6.221	40.3%	36.63%	32.9%	12.0%	55.1%	[1-1.00 0]
1	H	(3)	39.48	5.184	31.6%	0.057	31.6%	204.8	7.4%	7.031	30.7%	24.54%	32.2%	12.2%	55.6%	[1-1.00 0]
2	H	(3)	59.17	4.643	29.3%	0.076	29.3%	192.4	6.8%	6.702	28.5%	20.26%	34.6%	13.3%	52.1%	[1-1.00 0]
3	H	(3)	80.03	4.036	28.0%	0.090	28.0%	176.9	7.2%	6.336	27.0%	17.81%	35.0%	16.8%	48.2%	[1-1.00 0]
4	H	(3)	99.73	3.787	25.7%	0.105	25.7%	166.2	7.0%	6.331	24.7%	15.94%	34.7%	19.9%	45.3%	[1-1.00 0]
5	H	(3)	119.44	3.599	19.6%	0.119	19.6%	149.2	6.4%	6.698	18.5%	13.95%	34.5%	24.5%	41.0%	[1-0.76 0]
6	H	(3)	139.16	3.162	17.0%	0.122	17.0%	133.6	6.0%	6.573	16.0%	12.88%	34.3%	29.0%	36.7%	[1-0.43 0]
7	H	(3)	160.02	3.169	15.0%	0.141	15.0%	130.1	6.1%	6.768	13.7%	11.84%	32.7%	31.5%	35.8%	[1-0.88 2]
8	H	(3)	179.72	3.156	14.2%	0.158	14.2%	134.1	5.2%	6.535	13.2%	11.36%	32.8%	30.5%	36.7%	[1-0.84 2]
9	H	(3)	199.40	3.329	13.5%	0.184	13.5%	139.0	5.4%	6.654	12.3%	10.76%	33.3%	28.6%	38.0%	[1-0.88 2]
10	H	(3)	220.26	3.453	12.8%	0.211	12.8%	142.6	5.3%	6.725	11.7%	10.24%	35.1%	26.3%	38.7%	[1-0.82 2]
11	H	(6)	239.98	3.567	12.4%	0.238	12.4%	144.5	5.6%	6.859	11.0%	9.75%	36.4%	24.4%	39.2%	[1-0.81 2]
12	H	(6)	259.66	3.522	11.7%	0.254	11.7%	141.6	5.4%	6.910	10.4%	9.38%	37.2%	24.4%	38.5%	[1-0.84 2]
13	H	(6)	279.36	3.292	11.6%	0.255	11.6%	133.6	5.7%	6.847	10.0%	9.05%	36.5%	27.1%	36.5%	[1-0.86 2]
14	H	(6)	300.23	3.152	10.9%	0.263	10.9%	127.4	5.4%	6.872	9.5%	8.69%	36.1%	29.2%	34.7%	[1-0.96 2]
15	H	(6)	319.96	3.032	10.7%	0.269	10.7%	123.7	5.3%	6.808	9.2%	8.43%	35.1%	31.1%	33.8%	[1-1.00 1]
16	H	(6)	339.67	2.935	10.4%	0.277	10.4%	119.9	5.3%	6.802	8.9%	8.16%	35.2%	31.9%	32.9%	[1-1.00 1]
17	H	(6)	359.39	2.772	10.3%	0.277	10.3%	113.9	5.7%	6.762	8.7%	7.94%	36.1%	32.6%	31.4%	[1-1.00 1]
18	H	(6)	380.27	2.766	10.1%	0.292	10.1%	113.1	5.5%	6.791	8.4%	7.73%	36.5%	32.4%	31.1%	[1-1.00 1]
19	H	(6)	399.98	2.704	9.9%	0.300	9.9%	110.3	5.5%	6.812	8.2%	7.52%	36.8%	32.8%	30.5%	[1-1.00 1]
20	H	(6)	419.70	2.554	10.1%	0.298	10.1%	106.1	6.1%	6.684	8.1%	7.39%	37.1%	33.4%	29.4%	[1-1.00 1]
21	H	(6)	439.40	2.496	9.8%	0.305	9.8%	103.4	5.9%	6.705	7.8%	7.21%	37.1%	34.2%	28.7%	[1-1.00 1]
22	H	(6)	460.25	2.489	9.5%	0.318	9.5%	103.4	5.6%	6.686	7.7%	7.06%	36.9%	34.5%	28.6%	[1-1.00 1]
23	H	(6)	479.96	2.447	9.3%	0.326	9.3%	101.9	5.4%	6.672	7.6%	6.93%	37.5%	34.3%	28.1%	[1-1.00 1]
24	H	(6)	499.65	2.450	9.4%	0.340	9.4%	101.4	5.8%	6.708	7.4%	6.79%	38.0%	34.1%	27.9%	[1-1.00 1]
25	H	(6)	520.49	2.495	9.0%	0.361	9.0%	103.0	5.3%	6.731	7.2%	6.65%	38.2%	33.8%	28.0%	[1-1.00 1]
26	H	(6)	540.20	2.510	8.7%	0.377	8.7%	103.0	5.1%	6.767	7.0%	6.51%	38.1%	34.1%	27.8%	[1-1.00 1]
27	H	(6)	559.88	2.481	8.7%	0.386	8.7%	101.8	5.3%	6.772	6.9%	6.38%	37.8%	34.5%	27.7%	[1-0.98 2]
28	H	(6)	579.60	2.452	8.6%	0.395	8.6%	100.9	5.4%	6.751	6.8%	6.27%	37.7%	34.9%	27.5%	[1-1.00 1]
29	H	(6)	600.47	2.324	8.7%	0.388	8.7%	98.8	5.4%	6.533	6.8%	6.16%	36.5%	36.6%	27.0%	[1-0.43 0]
30	H	(6)	620.20	2.345	8.3%	0.404	8.3%	97.7	5.2%	6.669	6.6%	6.07%	36.4%	36.9%	26.7%	[1-1.00 1]
31	H	(6)	639.92	2.279	8.6%	0.405	8.6%	95.5	5.7%	6.626	6.5%	5.99%	36.4%	37.4%	26.2%	[1-1.00 1]
32	H	(6)	659.63	2.228	8.7%	0.408	8.7%	94.0	5.9%	6.581	6.4%	5.91%	36.2%	38.0%	25.8%	[1-1.00 1]
33	H	(6)	680.53	2.188	8.7%	0.414	8.7%	92.7	6.0%	6.556	6.3%	5.81%	35.4%	39.2%	25.3%	[1-1.00 1]
34	H	(6)	700.26	2.176	8.2%	0.423	8.2%	92.5	5.3%	6.535	6.3%	5.75%	35.8%	38.9%	25.2%	[1-1.00 1]
35	H	(6)	719.95	2.118	8.3%	0.424	8.3%	90.5	5.5%	6.500	6.2%	5.67%	35.1%	40.0%	24.8%	[1-0.99 2]
36	H	(6)	739.66	2.101	8.2%	0.432	8.2%	90.1	5.4%	6.480	6.1%	5.58%	34.6%	40.8%	24.6%	[1-0.96 2]
37	H	(6)	760.54	2.088	8.1%	0.441	8.1%	89.6	5.4%	6.472	6.0%	5.51%	34.2%	41.4%	24.4%	[1-0.97 2]
38	H	(6)	780.24	2.079	7.8%	0.451	7.8%	88.7	5.1%	6.513	5.9%	5.42%	34.1%	41.6%	24.3%	[1-0.96 0]
39	H	(6)	799.93	1.980	8.0%	0.440	8.0%	85.6	5.4%	6.427	5.9%	5.40%	34.4%	42.1%	23.5%	[1-1.00 1]
40	H	(6)	820.79	1.969	7.9%	0.449	7.9%	84.7	5.3%	6.456	5.8%	5.32%	34.8%	42.0%	23.2%	[1-0.99 0]
41	H	(6)	840.50	1.918	8.0%	0.448	8.0%	82.6	5.6%	6.453	5.8%	5.26%	34.9%	42.3%	22.8%	[1-0.98 0]
42	H	(6)	860.19	1.903	8.2%	0.455	8.2%	82.2	5.9%	6.431	5.7%	5.21%	35.3%	42.1%	22.6%	[1-1.00 0]
43	H	(6)	879.90	1.910	8.1%	0.467	8.1%	82.5	5.8%	6.432	5.6%	5.14%	35.3%	42.0%	22.8%	[1-0.99 1]
44	H	(6)	900.78	1.952	8.5%	0.488	8.5%	83.9	6.4%	6.458	5.5%	5.07%	35.3%	41.5%	23.2%	[1-1.00 0]
45	H	(6)	920.48	1.979	8.8%	0.506	8.8%	84.7	6.8%	6.487	5.5%	5.00%	35.3%	41.4%	23.3%	[1-0.98 0]
46	H	(6)	940.20	2.018	8.6%	0.527	8.6%	86.6	6.6%	6.474	5.4%	4.96%	35.2%	41.2%	23.6%	[1-0.96 0]
47	H	(6)	959.90	2.040	8.2%	0.544	8.2%	87.7	6.2%	6.461	5.4%	4.91%	34.9%	41.3%	23.8%	[1-0.96 0]
48	H	(6)	980.78	2.030	8.3%	0.553	8.3%	86.8	6.3%	6.498	5.3%	4.85%	35.1%	41.4%	23.5%	[1-0.97 0]
49	H	(6)	1000.48	2.053	8.2%	0.571	8.2%	88.2	6.3%	6.465	5.3%	4.81%	35.0%	41.2%	23.8%	[1-0.95 0]
50	H	(6)	1020.19	2.012	8.0%	0.570	8.0%	86.7	6.1%	6.449	5.3%	4.76%	35.0%	41.5%	23.6%	[1-0.96 0]
51	H	(6)	1041.07	1.976	7.8%	0.572	7.8%	85.4	5.8%	6.426	5.2%	4.71%	35.2%	41.4%	23.4%	[1-0.93 0]
52	H	(6)	1060.80	1.901	7.9%	0.560	7.9%	82.4	5.9%	6.409	5.2%	4.67%	35.5%	41.6%	22.9%	[1-0.94 0]
53	H	(6)	1080.51	1.905	7.8%	0.572	7.8%	82.7	5.8%	6.402	5.1%	4.62%	35.2%	42.0%	22.8%	[1-0.92 0]
54	H	(6)	1100.22	1.881	7.5%	0.575	7.5%	81.7	5.5%	6.401	5.1%	4.58%	35.1%	42.4%	22.5%	[1-0.91 0]
55	H	(6)	1121.10	1.855	7.2%	0.578	7.2%	81.1	5.2%	6.350	5.1%	4.55%	34.9%	42.9%	22.2%	[1-0.88 0]
56	H	(6)	1140.84	1.833	7.5%	0.581	7.5%	80.2	5.6%	6.348	5.0%	4.51%	34.6%	43.4%	22.0%	[1-0.88 0]
57	H	(6)	1160.55	1.839	7.7%	0.593	7.7%	80.7	5.8%	6.332	5.0%	4.47%	34.4%	43.6%	22.0%	[1-0.83 0]
58	H	(6)	1180.26	1.824	7.5%	0.598	7.5%	79.8	5.7%	6.353	4.9%	4.42%	34.6%	43.6%	21.8%	[1-0.77 0]
59	H	(6)	1201.15	1.815	7.6%	0.606	7.6%	79.3	5.8%	6.362	4.9%	4.37%	34.5%	43.9%	21.7%	[1-0.76 0]
60	H	(6)	1220.86	1.849	7.7%	0.627	7.7%	80.3	6.0%	6.397	4.8%	4.33%	34.6%	43.5%	21.9%	[1-0.77 0]
61	H	(6)	1240.56	1.861	7.2%	0.641	7.2%	80.5	5.4%	6.422	4.8%	4.29%	34.8%	43.0%	22.2%	[1-0.73 0]
62	H	(6)	1260.27	1.894	7.0%	0.663	7.0%	81.4	5.2%	6.465	4.8%	4.26%	34.9%	42.6%	22.5%	[1-0.75 0]
63	H	(6)	1281.12	1.958	7.2%	0.697	7.2%	83.2	5.5%	6.540	4.7%	4.21%	35.3%	41.8%	22.9%	[1-0.81 0]
64	H	(6)	1300.84	1.977	7.1%	0.714	7.1%	83.8	5.3%	6.556	4.7%	4.18%	35.8%	41.2%	23.1%	[1-0.81 0]
65	H	(6)	1320.57	1.986	7.0%	0.728	7.0%	84.0	5.2%	6.563	4.6%	4.14%	35.7%	41.2%	23.2%	[1-0.82 0]
66	H	(6)	1340.29	1.991	7.4%	0.741	7.4%	84.7	5.7%	6.529	4.6%	4.11%	35.4%	41.3%	23.3%	[1-0.75 0]
67	H	(6)	1361.16	2.021	7.4%	0.764	7.4%	85.7	5.8%	6.553	4.6%	4.08%	35.3%	41.2%	23.5%	[1-0.76 0]
68	H	(6)	1380.88	2.011	7.4%	0.771	7.4%	85.5	5.8%	6.537	4.6%	4.05%	35.1%	41.4%	23.5%	[1-0.70 0]
