[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.44	0.284	100.0%	0.003	100.0%	201.9	52.3%	0.390	100.0%	100.00%	34.4%	11.4%	54.2%	[1-1.00 0]
1	H	(3)	59.13	0.183	100.0%	0.003	100.0%	197.3	65.1%	0.258	100.0%	100.00%	33.9%	12.2%	53.9%	[1-1.00 0]
2	H	(3)	79.99	0.137	100.0%	0.003	100.0%	199.8	79.0%	0.191	100.0%	100.00%	33.4%	12.1%	54.5%	[1-1.00 0]
3	H	(3)	99.69	0.112	100.0%	0.003	100.0%	199.9	84.8%	0.156	100.0%	100.00%	33.1%	12.3%	54.6%	[1-1.00 0]
4	H	(3)	119.40	0.106	100.0%	0.004	100.0%	208.0	83.1%	0.141	100.0%	100.00%	30.9%	12.2%	56.9%	[1-1.00 0]
5	H	(3)	139.12	0.093	100.0%	0.004	100.0%	202.9	78.7%	0.128	100.0%	95.12%	27.5%	16.7%	55.8%	[1-1.00 0]
6	H	(3)	159.99	0.078	100.0%	0.003	100.0%	199.1	69.0%	0.108	100.0%	95.12%	24.1%	21.2%	54.7%	[1-1.00 0]
7	H	(3)	179.69	0.065	100.0%	0.003	100.0%	193.8	52.7%	0.094	100.0%	95.12%	20.9%	25.7%	53.4%	[1-1.00 0]
8	H	(3)	199.40	0.056	100.0%	0.003	100.0%	188.9	36.7%	0.083	100.0%	95.12%	17.8%	30.1%	52.1%	[1-1.00 0]
9	H	(3)	220.25	0.053	100.0%	0.003	100.0%	175.4	22.3%	0.084	100.0%	90.24%	16.9%	34.7%	48.4%	[1-1.00 0]
10	H	(3)	239.98	0.054	100.0%	0.004	100.0%	171.5	21.9%	0.088	100.0%	80.47%	17.8%	34.9%	47.3%	[1-1.00 0]
11	H	(3)	259.70	0.050	100.0%	0.004	100.0%	167.9	21.5%	0.082	100.0%	80.47%	19.1%	34.7%	46.2%	[1-1.00 0]
12	H	(3)	279.39	0.047	100.0%	0.004	100.0%	162.3	20.9%	0.081	100.0%	78.31%	22.3%	33.5%	44.2%	[1-1.00 0]
13	H	(3)	300.26	0.044	100.0%	0.004	100.0%	157.1	20.3%	0.077	100.0%	78.31%	25.3%	32.3%	42.4%	[1-1.00 0]
14	H	(3)	319.97	0.041	100.0%	0.004	100.0%	152.6	20.1%	0.075	100.0%	78.31%	28.3%	31.0%	40.7%	[1-1.00 0]
15	H	(3)	339.68	0.039	100.0%	0.004	100.0%	150.9	19.9%	0.072	100.0%	78.31%	30.1%	29.9%	39.9%	[1-1.00 0]
16	H	(3)	359.40	0.052	82.3%	0.005	82.3%	150.2	19.1%	0.096	80.0%	65.65%	33.5%	26.9%	39.5%	[1-1.00 0]
17	H	(3)	380.27	0.068	61.4%	0.007	61.4%	142.8	18.3%	0.133	58.6%	57.08%	37.9%	24.5%	37.6%	[1-1.00 0]
18	H	(3)	400.00	0.070	58.6%	0.008	58.6%	134.9	17.1%	0.144	56.0%	53.62%	42.3%	22.3%	35.3%	[1-1.00 0]
19	H	(3)	419.71	0.065	61.0%	0.008	61.0%	127.8	15.8%	0.141	58.9%	53.62%	46.6%	19.9%	33.5%	[1-1.00 0]
20	H	(3)	439.42	0.062	63.4%	0.008	63.4%	121.8	14.4%	0.141	61.7%	53.62%	51.1%	17.0%	31.9%	[1-1.00 0]
21	H	(3)	460.30	0.056	64.9%	0.007	64.9%	114.0	13.7%	0.135	63.5%	53.62%	54.2%	16.0%	29.8%	[1-1.00 0]
22	H	(3)	479.99	0.061	58.0%	0.008	58.0%	113.9	13.1%	0.148	56.5%	50.95%	53.7%	16.5%	29.8%	[1-1.00 0]
23	H	(3)	499.70	0.061	51.8%	0.008	51.8%	103.9	12.9%	0.163	50.2%	48.04%	56.2%	16.6%	27.2%	[1-1.00 0]
24	H	(3)	519.40	0.051	51.8%	0.007	51.8%	88.7	12.7%	0.159	50.2%	47.16%	58.7%	18.4%	22.8%	[1-1.00 0]
25	H	(3)	540.31	0.045	51.4%	0.007	51.4%	81.4	12.6%	0.153	49.8%	46.51%	57.5%	21.7%	20.8%	[1-1.00 0]
26	H	(3)	560.03	0.041	52.6%	0.006	52.6%	77.9	12.0%	0.145	51.2%	46.51%	56.2%	24.1%	19.7%	[1-1.00 0]
27	H	(3)	579.74	0.034	52.3%	0.005	52.3%	66.4	11.8%	0.142	50.9%	46.01%	58.1%	25.4%	16.5%	[1-1.00 0]
28	H	(3)	600.60	0.035	50.9%	0.006	50.9%	68.2	11.7%	0.141	49.5%	45.36%	56.3%	26.8%	16.9%	[1-1.00 0]
29	H	(3)	620.31	0.040	47.1%	0.007	47.1%	74.9	11.4%	0.147	45.8%	43.78%	53.6%	27.4%	19.0%	[1-1.00 0]
30	H	(3)	640.03	0.038	45.6%	0.007	45.6%	69.2	10.7%	0.153	44.3%	43.03%	57.7%	24.9%	17.3%	[1-1.00 0]
31	H	(3)	659.72	0.034	45.8%	0.006	45.8%	62.9	10.3%	0.151	44.6%	43.03%	61.5%	23.0%	15.4%	[1-1.00 0]
32	H	(3)	680.60	0.037	44.2%	0.007	44.2%	63.8	11.0%	0.162	42.9%	40.88%	64.8%	19.5%	15.7%	[1-1.00 0]
33	H	(3)	700.30	0.033	44.3%	0.006	44.3%	57.0	10.6%	0.160	43.0%	40.47%	66.6%	19.7%	13.7%	[1-1.00 0]
34	H	(3)	720.00	0.032	43.1%	0.006	43.1%	54.5	10.3%	0.163	41.8%	39.59%	67.3%	19.7%	13.0%	[1-1.00 0]
35	H	(3)	739.71	0.033	42.7%	0.007	42.7%	57.7	10.0%	0.160	41.5%	38.71%	63.9%	22.1%	14.0%	[1-1.00 0]
36	H	(3)	760.58	0.031	43.4%	0.007	43.4%	57.4	10.2%	0.152	42.1%	38.71%	61.0%	24.9%	14.1%	[1-1.00 0]
37	H	(3)	780.27	0.030	42.8%	0.006	42.8%	58.9	9.1%	0.141	41.9%	38.71%	54.5%	30.9%	14.6%	[1-1.00 0]
38	H	(3)	799.99	0.034	42.1%	0.008	42.1%	67.7	9.3%	0.140	41.0%	38.21%	51.3%	31.4%	17.2%	[1-1.00 0]
39	H	(3)	820.84	0.035	42.4%	0.008	42.4%	71.5	9.4%	0.135	41.3%	38.21%	48.7%	33.0%	18.3%	[1-1.00 0]
40	H	(3)	840.54	0.035	41.6%	0.008	41.6%	72.7	9.7%	0.134	40.5%	37.87%	47.8%	33.6%	18.6%	[1-1.00 0]
41	H	(3)	860.24	0.036	41.7%	0.009	41.7%	77.5	9.5%	0.130	40.6%	37.87%	45.7%	34.5%	19.8%	[1-1.00 0]
42	H	(3)	879.94	0.037	40.6%	0.009	40.6%	78.3	9.5%	0.131	39.5%	37.34%	44.4%	35.5%	20.1%	[1-1.00 0]
43	H	(3)	900.80	0.036	40.0%	0.009	40.0%	77.5	9.1%	0.129	39.0%	36.94%	42.7%	37.6%	19.7%	[1-1.00 0]
44	H	(3)	920.51	0.039	37.0%	0.010	37.0%	78.7	8.8%	0.139	36.0%	35.48%	43.7%	36.1%	20.1%	[1-1.00 0]
45	H	(3)	940.24	0.039	37.3%	0.010	37.3%	78.0	8.6%	0.140	36.3%	35.48%	47.1%	33.0%	19.8%	[1-1.00 0]
46	H	(3)	959.96	0.038	37.6%	0.010	37.6%	75.3	8.3%	0.138	36.7%	35.48%	48.8%	32.1%	19.1%	[1-1.00 0]
47	H	(3)	980.83	0.038	37.8%	0.010	37.8%	76.6	8.5%	0.139	36.9%	35.48%	51.1%	29.4%	19.6%	[1-1.00 0]
48	H	(3)	1000.55	0.038	38.1%	0.010	38.1%	75.1	9.1%	0.139	37.0%	35.48%	53.4%	27.5%	19.1%	[1-1.00 0]
49	H	(3)	1020.27	0.037	38.1%	0.010	38.1%	75.0	9.1%	0.135	37.0%	35.48%	52.8%	28.2%	19.0%	[1-1.00 0]
50	H	(3)	1039.99	0.034	38.0%	0.010	38.0%	72.4	9.3%	0.131	36.9%	35.48%	52.1%	29.5%	18.4%	[1-1.00 0]
51	H	(3)	1060.87	0.033	38.1%	0.010	38.1%	70.2	9.6%	0.129	36.9%	35.48%	53.1%	29.3%	17.7%	[1-1.00 0]
52	H	(3)	1080.56	0.031	37.5%	0.009	37.5%	68.5	9.3%	0.128	36.3%	35.07%	52.4%	30.3%	17.3%	[1-1.00 0]
53	H	(3)	1100.28	0.033	37.4%	0.010	37.4%	73.6	8.7%	0.125	36.4%	35.07%	50.8%	30.5%	18.7%	[1-1.00 0]
54	H	(3)	1120.00	0.033	37.6%	0.010	37.6%	73.9	9.1%	0.123	36.5%	35.07%	50.6%	30.7%	18.7%	[1-1.00 0]
55	H	(3)	1140.91	0.034	37.8%	0.011	37.8%	80.1	9.0%	0.119	36.7%	35.07%	47.8%	31.7%	20.4%	[1-1.00 0]
56	H	(3)	1160.62	0.035	38.0%	0.011	38.0%	84.0	9.1%	0.117	36.8%	35.07%	46.1%	32.4%	21.5%	[1-1.00 0]
57	H	(3)	1180.32	0.036	37.9%	0.012	37.9%	87.3	9.1%	0.115	36.8%	35.07%	45.7%	32.0%	22.4%	[1-1.00 0]
58	H	(3)	1201.19	0.035	36.9%	0.012	36.9%	84.3	9.0%	0.116	35.8%	34.52%	46.0%	32.5%	21.5%	[1-1.00 0]
59	H	(3)	1220.90	0.034	37.0%	0.012	37.0%	83.4	8.7%	0.115	35.9%	34.52%	46.5%	32.1%	21.4%	[1-1.00 0]
60	H	(3)	1240.60	0.035	34.6%	0.012	34.6%	80.3	8.5%	0.122	33.5%	33.41%	47.4%	32.1%	20.5%	[1-1.00 0]
61	H	(3)	1260.32	0.035	34.4%	0.012	34.4%	79.7	8.4%	0.122	33.4%	33.20%	48.5%	31.2%	20.3%	[1-1.00 0]
62	H	(3)	1281.20	0.035	33.2%	0.013	33.2%	76.6	8.7%	0.128	32.1%	32.45%	50.4%	30.3%	19.3%	[1-1.00 0]
63	H	(3)	1300.92	0.035	33.2%	0.013	33.2%	73.6	9.0%	0.131	31.9%	32.28%	53.5%	28.0%	18.5%	[1-1.00 0]
64	H	(3)	1320.66	0.034	33.5%	0.013	33.5%	72.4	9.0%	0.131	32.3%	32.28%	55.2%	26.7%	18.1%	[1-1.00 0]
65	H	(3)	1340.40	0.034	33.5%	0.013	33.5%	71.9	8.7%	0.130	32.4%	32.28%	56.4%	25.6%	18.0%	[1-1.00 0]
66	H	(3)	1361.28	0.031	33.6%	0.012	33.6%	67.3	8.3%	0.129	32.6%	32.28%	58.3%	25.0%	16.8%	[1-1.00 0]
67	H	(3)	1381.00	0.030	33.5%	0.012	33.5%	66.5	7.8%	0.126	32.6%	32.28%	57.7%	25.8%	16.6%	[1-1.00 0]
68	H	(3)	1400.70	0.029	33.5%	0.011	33.5%	66.0	7.6%	0.124	32.6%	32.28%	56.9%	26.8%	16.4%	[1-1.00 0]
69	H	(3)	1420.42	0.027	33.5%	0.011	33.5%	62.8	7.6%	0.120	32.6%	32.28%	55.7%	28.8%	15.5%	[1-1.00 0]
70	H	(3)	1441.29	0.028	32.8%	0.011	32.8%	64.0	7.9%	0.121	31.8%	31.63%	54.7%	29.5%	15.8%	[1-1.00 0]
71	H	(3)	1461.01	0.028	32.9%	0.011	32.9%	66.0	7.9%	0.117	32.0%	31.63%	52.4%	31.2%	16.4%	[1-1.00 0]
72	H	(3)	1480.70	0.027	32.8%	0.011	32.8%	64.7	8.2%	0.117	31.7%	31.48%	52.9%	31.1%	16.0%	[1-1.00 0]
73	H	(3)	1501.56	0.028	32.6%	0.012	32.6%	66.2	8.0%	0.116	31.6%	31.34%	51.6%	31.9%	16.4%	[1-1.00 0]
74	H	(3)	1521.27	0.030	31.9%	0.013	31.9%	69.1	7.9%	0.120	30.9%	30.72%	52.8%	30.0%	17.2%	[1-1.00 0]
75	H	(3)	1540.99	0.030	30.9%	0.013	30.9%	68.7	7.6%	0.123	29.9%	30.09%	52.7%	30.2%	17.1%	[1-1.00 0]
76	H	(3)	1560.70	0.033	30.1%	0.014	30.1%	72.8	7.8%	0.127	29.1%	29.21%	52.2%	29.4%	18.4%	[1-1.00 0]
77	H	(3)	1581.57	0.037	29.3%	0.016	29.3%	79.2	7.5%	0.131	28.3%	28.65%	50.2%	29.5%	20.3%	[1-1.00 0]
78	H	(3)	1601.28	0.037	29.9%	0.017	29.9%	80.8	7.8%	0.128	28.8%	28.65%	48.7%	30.4%	20.9%	[1-1.00 0]
79	H	(3)	1621.01	0.036	30.1%	0.016	30.1%	80.7	8.0%	0.125	29.0%	28.49%	47.0%	32.0%	21.1%	[1-1.00 0]
80	H	(3)	1640.73	0.037	30.3%	0.017	30.3%	82.8	7.7%	0.123	29.3%	28.49%	46.0%	32.3%	21.7%	[1-1.00 0]
81	H	(3)	1661.61	0.038	29.9%	0.017	29.9%	83.7	7.8%	0.125	28.8%	28.25%	46.5%	31.7%	21.8%	[1-1.00 0]
82	H	(3)	1681.32	0.038	29.7%	0.018	29.7%	85.2	7.9%	0.125	28.6%	27.96%	46.1%	31.8%	22.1%	[1-1.00 0]
83	H	(3)	1701.04	0.040	29.3%	0.019	29.3%	87.6	7.9%	0.126	28.3%	27.75%	45.2%	32.0%	22.8%	[1-1.00 0]
84	H	(3)	1720.76	0.042	29.0%	0.020	29.0%	92.7	7.5%	0.125	28.1%	27.56%	43.1%	32.8%	24.1%	[1-1.00 0]
85	H	(3)	1741.63	0.043	29.0%	0.021	29.0%	95.8	7.6%	0.125	28.0%	27.44%	42.0%	33.0%	25.0%	[1-1.00 0]
86	H	(3)	1761.34	0.042	29.0%	0.021	29.0%	95.2	7.5%	0.123	28.0%	27.30%	40.5%	34.6%	24.9%	[1-1.00 0]
87	H	(3)	1781.05	0.040	29.1%	0.020	29.1%	92.7	7.3%	0.120	28.2%	27.30%	39.6%	36.1%	24.3%	[1-1.00 0]
88	H	(3)	1800.78	0.041	28.8%	0.021	28.8%	94.8	7.2%	0.121	27.9%	27.13%	39.2%	35.8%	25.0%	[1-1.00 0]
89	H	(3)	1821.66	0.041	28.9%	0.021	28.9%	94.9	7.2%	0.120	28.0%	27.13%	39.7%	35.3%	25.0%	[1-1.00 0]
