[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.113	60.3%	0.001	60.3%	13.4	10.9%	2.344	59.3%	58.73%	56.3%	43.3%	0.4%	[1-0.43 0]
1	H	(3)	39.63	0.232	41.1%	0.003	41.1%	20.7	11.1%	3.104	39.5%	34.49%	49.8%	47.1%	3.2%	[1-0.43 0]
2	H	(3)	59.31	0.302	39.0%	0.005	39.0%	28.5	11.3%	2.951	37.3%	28.74%	45.8%	48.7%	5.5%	[1-0.43 0]
3	H	(3)	79.01	0.512	33.8%	0.011	33.8%	45.0	8.9%	3.156	32.6%	24.25%	45.1%	44.3%	10.6%	[1-0.43 0]
4	H	(3)	99.85	0.627	30.8%	0.017	30.8%	53.1	7.9%	3.279	29.8%	21.56%	45.6%	41.5%	13.0%	[1-0.43 0]
5	H	(3)	119.56	0.745	27.6%	0.025	27.6%	66.1	7.2%	3.131	26.6%	20.34%	43.5%	39.6%	16.9%	[1-0.43 0]
6	H	(3)	139.30	0.896	24.3%	0.035	24.3%	78.7	6.4%	3.163	23.5%	19.04%	43.8%	35.7%	20.4%	[1-0.43 0]
7	H	(3)	159.03	0.995	22.1%	0.044	22.1%	86.1	5.8%	3.211	21.3%	17.82%	45.6%	31.6%	22.8%	[1-0.43 0]
8	H	(3)	179.90	0.932	19.8%	0.047	19.8%	78.3	6.2%	3.306	18.8%	16.44%	46.2%	33.4%	20.4%	[1-0.43 0]
9	H	(3)	199.60	0.988	17.8%	0.055	17.8%	79.7	5.9%	3.442	16.8%	15.49%	46.6%	32.8%	20.6%	[1-1.00 1]
10	H	(3)	219.32	1.018	16.9%	0.062	16.9%	81.8	5.6%	3.457	15.9%	14.74%	47.5%	31.3%	21.2%	[1-1.00 1]
11	H	(3)	239.02	0.947	16.4%	0.063	16.4%	76.9	5.7%	3.422	15.4%	14.18%	49.3%	30.7%	20.0%	[1-1.00 1]
12	H	(3)	259.91	0.932	15.9%	0.067	15.9%	75.8	5.5%	3.419	14.9%	13.66%	50.3%	30.1%	19.5%	[1-1.00 1]
13	H	(3)	279.61	0.992	15.1%	0.077	15.1%	78.9	4.9%	3.491	14.3%	13.16%	51.6%	28.0%	20.3%	[1-1.00 1]
14	H	(3)	299.32	0.838	14.6%	0.070	14.6%	66.2	4.9%	3.515	13.8%	12.66%	53.5%	29.3%	17.2%	[1-1.00 1]
15	H	(3)	320.18	0.770	14.4%	0.068	14.4%	59.9	5.9%	3.572	13.2%	12.09%	55.3%	28.3%	16.4%	[1-1.00 1]
16	H	(3)	339.88	0.738	14.1%	0.070	14.1%	57.2	6.0%	3.580	12.7%	11.71%	55.3%	28.7%	16.1%	[1-1.00 1]
17	H	(3)	359.59	0.661	13.9%	0.066	13.9%	50.9	6.5%	3.603	12.2%	11.28%	54.6%	31.0%	14.5%	[1-1.00 1]
18	H	(3)	379.30	0.556	13.7%	0.059	13.7%	43.1	7.0%	3.583	11.8%	10.94%	54.1%	33.4%	12.5%	[1-1.00 1]
19	H	(3)	400.17	0.639	13.6%	0.071	13.6%	49.7	7.4%	3.576	11.4%	10.65%	52.9%	32.8%	14.3%	[1-1.00 1]
20	H	(3)	419.89	0.657	12.9%	0.077	12.9%	51.7	6.5%	3.532	11.1%	10.44%	51.6%	34.4%	14.0%	[1-1.00 1]
21	H	(6)	439.58	0.746	12.4%	0.091	12.4%	57.8	5.9%	3.583	10.9%	10.18%	51.5%	33.2%	15.3%	[1-1.00 1]
22	H	(6)	459.31	0.824	12.1%	0.105	12.1%	62.4	5.7%	3.669	10.7%	9.97%	53.5%	30.0%	16.5%	[1-1.00 1]
23	H	(6)	480.18	0.937	11.7%	0.125	11.7%	69.0	5.5%	3.774	10.3%	9.70%	54.4%	27.2%	18.3%	[1-1.00 1]
24	H	(6)	499.90	0.949	11.5%	0.132	11.5%	70.0	5.2%	3.763	10.2%	9.54%	54.9%	26.6%	18.5%	[1-1.00 1]
25	H	(6)	519.60	0.959	11.5%	0.138	11.5%	70.6	5.4%	3.775	10.2%	9.35%	55.3%	26.0%	18.7%	[1-1.00 1]
26	H	(6)	540.46	0.882	11.7%	0.132	11.7%	65.6	6.1%	3.736	9.9%	9.16%	54.9%	27.9%	17.2%	[1-1.00 1]
27	H	(6)	560.16	0.843	11.8%	0.131	11.8%	63.4	6.7%	3.695	9.7%	8.98%	53.2%	30.3%	16.5%	[1-1.00 1]
28	H	(6)	579.87	0.813	11.7%	0.131	11.7%	61.7	6.8%	3.656	9.5%	8.84%	52.2%	31.9%	15.9%	[1-1.00 1]
29	H	(6)	599.57	0.780	11.7%	0.130	11.7%	60.2	7.0%	3.595	9.4%	8.72%	51.0%	33.5%	15.5%	[1-1.00 1]
30	H	(6)	620.44	0.766	11.6%	0.132	11.6%	59.8	7.3%	3.555	9.1%	8.58%	50.1%	34.6%	15.4%	[1-1.00 1]
31	H	(6)	640.15	0.782	11.1%	0.139	11.1%	61.0	6.6%	3.561	8.9%	8.46%	50.5%	33.8%	15.8%	[1-1.00 1]
32	H	(6)	659.87	0.827	10.7%	0.152	10.7%	64.0	6.1%	3.590	8.8%	8.33%	51.1%	32.3%	16.6%	[1-1.00 1]
33	H	(6)	679.56	0.849	10.9%	0.160	10.9%	65.5	6.7%	3.603	8.6%	8.22%	51.8%	31.2%	17.0%	[1-1.00 1]
34	H	(6)	700.44	0.875	10.7%	0.170	10.7%	66.6	6.6%	3.650	8.5%	8.08%	52.8%	29.9%	17.3%	[1-1.00 1]
35	H	(6)	720.15	0.877	10.5%	0.175	10.5%	66.5	6.3%	3.663	8.4%	7.97%	53.9%	28.8%	17.3%	[1-1.00 1]
36	H	(6)	739.85	0.874	10.7%	0.180	10.7%	65.2	6.8%	3.726	8.2%	7.82%	54.9%	28.0%	17.1%	[1-1.00 1]
37	H	(6)	760.72	0.832	10.6%	0.176	10.6%	62.4	6.8%	3.706	8.1%	7.73%	55.5%	28.1%	16.4%	[1-1.00 1]
38	H	(6)	780.41	0.834	10.6%	0.181	10.6%	62.5	7.0%	3.706	8.1%	7.63%	55.8%	27.8%	16.5%	[1-1.00 1]
39	H	(6)	800.13	0.788	11.1%	0.175	11.1%	59.6	7.7%	3.672	8.0%	7.56%	56.0%	28.5%	15.6%	[1-1.00 1]
