[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.64	0.459	100.0%	0.003	100.0%	155.3	23.9%	0.821	100.0%	100.00%	23.2%	34.3%	42.5%	[1-0.76 0]
1	H	(3)	39.36	0.219	100.0%	0.002	100.0%	146.2	23.5%	0.416	100.0%	95.12%	25.2%	34.6%	40.2%	[1-0.76 0]
2	H	(3)	59.07	0.218	100.0%	0.004	100.0%	157.1	23.2%	0.386	100.0%	83.19%	29.2%	27.0%	43.8%	[1-0.76 0]
3	H	(3)	79.90	0.243	100.0%	0.005	100.0%	173.6	21.9%	0.388	100.0%	74.86%	31.4%	20.2%	48.3%	[1-0.76 0]
4	H	(3)	99.59	0.246	100.0%	0.007	100.0%	181.7	20.9%	0.375	100.0%	69.98%	32.9%	16.2%	50.9%	[1-0.76 0]
5	H	(3)	119.29	0.342	82.6%	0.011	82.6%	181.3	19.5%	0.524	80.3%	56.66%	38.9%	9.9%	51.2%	[1-0.76 0]
6	H	(3)	142.48	0.344	77.5%	0.014	77.5%	182.0	18.6%	0.525	75.2%	52.69%	44.1%	4.1%	51.8%	[1-0.76 0]
7	H	(3)	159.88	0.373	62.0%	0.017	62.0%	174.2	16.9%	0.595	59.7%	46.57%	43.7%	6.6%	49.7%	[1-0.76 0]
8	H	(3)	179.60	0.298	62.5%	0.015	62.5%	159.3	16.6%	0.520	60.3%	45.66%	45.0%	7.8%	47.2%	[1-0.76 0]
9	H	(3)	199.30	0.252	63.7%	0.014	63.7%	147.9	16.2%	0.474	61.6%	44.33%	45.8%	10.3%	43.9%	[1-0.76 0]
10	H	(3)	222.49	0.222	65.8%	0.014	65.8%	142.0	17.1%	0.435	63.5%	42.85%	43.7%	13.8%	42.5%	[1-0.76 0]
11	H	(3)	241.05	0.232	58.9%	0.016	58.9%	143.4	16.2%	0.449	56.6%	40.69%	41.0%	16.4%	42.6%	[1-0.76 0]
12	H	(3)	259.60	0.252	53.5%	0.018	53.5%	140.3	17.2%	0.499	50.7%	37.31%	42.5%	15.6%	41.9%	[1-0.76 0]
13	H	(3)	280.46	0.252	54.9%	0.020	54.9%	143.3	16.1%	0.489	52.5%	36.40%	42.9%	15.7%	41.4%	[1-0.76 0]
14	H	(3)	300.17	0.296	46.0%	0.025	46.0%	144.4	14.7%	0.570	43.6%	33.16%	43.8%	14.0%	42.2%	[1-0.76 0]
15	H	(3)	319.87	0.303	44.0%	0.027	44.0%	149.9	12.8%	0.561	42.1%	32.37%	42.7%	13.4%	43.9%	[1-0.76 0]
16	H	(3)	339.55	0.289	45.0%	0.027	45.0%	153.3	12.1%	0.524	43.3%	32.16%	41.7%	12.9%	45.4%	[1-0.76 0]
17	H	(3)	359.23	0.321	40.5%	0.032	40.5%	167.3	10.2%	0.533	39.2%	30.89%	39.6%	11.9%	48.5%	[1-0.76 0]
18	H	(3)	380.13	0.336	35.2%	0.036	35.2%	171.2	8.9%	0.546	34.1%	29.02%	37.5%	13.4%	49.1%	[1-0.76 0]
19	H	(3)	399.82	0.329	32.9%	0.036	32.9%	170.8	8.2%	0.534	31.9%	28.21%	36.5%	15.3%	48.2%	[1-0.76 0]
20	H	(3)	419.52	0.321	31.2%	0.037	31.2%	169.5	7.5%	0.527	30.3%	27.14%	34.4%	18.6%	46.9%	[1-0.76 0]
21	H	(3)	440.38	0.295	30.8%	0.036	30.8%	163.7	6.8%	0.500	30.0%	27.04%	32.6%	22.8%	44.6%	[1-0.76 0]
22	H	(3)	460.09	0.282	30.3%	0.036	30.3%	157.8	6.5%	0.497	29.6%	26.72%	34.6%	22.4%	42.9%	[1-0.76 0]
23	H	(3)	479.80	0.253	30.1%	0.034	30.1%	146.8	6.4%	0.478	29.4%	26.49%	33.5%	26.8%	39.8%	[1-0.76 0]
24	H	(3)	499.49	0.241	29.4%	0.033	29.4%	141.9	6.5%	0.472	28.7%	26.00%	31.0%	30.6%	38.5%	[1-0.76 0]
25	H	(3)	520.34	0.236	29.1%	0.034	29.1%	139.9	6.7%	0.468	28.3%	25.71%	33.8%	27.8%	38.4%	[1-0.76 0]
26	H	(3)	540.05	0.226	28.7%	0.034	28.7%	135.1	6.8%	0.464	27.9%	25.52%	37.3%	25.3%	37.4%	[1-0.76 0]
27	H	(3)	559.74	0.211	27.7%	0.033	27.7%	124.2	6.7%	0.473	26.9%	24.89%	38.9%	26.4%	34.7%	[1-0.76 0]
28	H	(3)	580.59	0.215	26.9%	0.035	26.9%	122.6	6.8%	0.487	26.0%	24.37%	42.0%	23.5%	34.5%	[1-0.76 0]
29	H	(3)	600.28	0.218	26.1%	0.036	26.1%	121.2	6.5%	0.499	25.3%	23.92%	44.3%	21.4%	34.3%	[1-0.76 0]
30	H	(3)	619.96	0.220	25.7%	0.038	25.7%	119.4	6.6%	0.511	24.8%	23.54%	46.7%	19.5%	33.8%	[1-0.76 0]
31	H	(3)	639.66	0.224	25.4%	0.040	25.4%	120.3	6.9%	0.517	24.4%	23.14%	47.2%	19.0%	33.8%	[1-0.76 0]
32	H	(3)	660.54	0.226	25.3%	0.041	25.3%	122.7	7.1%	0.511	24.3%	22.88%	46.2%	19.3%	34.6%	[1-0.76 0]
33	H	(3)	680.24	0.236	24.9%	0.045	24.9%	125.9	7.3%	0.520	23.8%	22.52%	47.0%	17.6%	35.4%	[1-0.76 0]
34	H	(3)	699.93	0.241	25.3%	0.047	25.3%	127.6	8.0%	0.526	24.0%	22.40%	50.1%	14.1%	35.9%	[1-0.76 0]
35	H	(3)	720.81	0.246	25.9%	0.049	25.9%	130.4	8.8%	0.523	24.4%	22.25%	49.7%	13.6%	36.7%	[1-0.76 0]
36	H	(3)	740.52	0.255	26.3%	0.053	26.3%	133.4	9.5%	0.532	24.5%	21.89%	50.9%	11.2%	37.9%	[1-0.76 0]
37	H	(3)	760.22	0.272	26.7%	0.058	26.7%	138.9	9.7%	0.545	24.9%	21.67%	51.5%	9.0%	39.5%	[1-0.76 0]
38	H	(3)	779.92	0.278	26.5%	0.060	26.5%	140.8	9.3%	0.549	24.8%	21.45%	51.1%	8.4%	40.4%	[1-0.76 0]
39	H	(3)	800.78	0.283	26.3%	0.063	26.3%	143.3	8.8%	0.549	24.8%	21.21%	49.5%	9.1%	41.5%	[1-0.76 0]
40	H	(3)	820.46	0.275	25.3%	0.063	25.3%	141.1	8.2%	0.541	23.9%	20.89%	48.3%	11.1%	40.7%	[1-0.76 0]
41	H	(3)	840.14	0.254	24.1%	0.059	24.1%	133.1	7.2%	0.529	23.0%	20.58%	46.7%	15.2%	38.1%	[1-0.76 0]
42	H	(3)	860.98	0.227	23.2%	0.054	23.2%	124.5	7.0%	0.507	22.1%	20.30%	45.5%	18.9%	35.6%	[1-0.76 0]
43	H	(3)	880.68	0.207	22.8%	0.051	22.8%	118.6	6.8%	0.484	21.8%	20.17%	44.0%	22.1%	33.9%	[1-0.76 0]
44	H	(3)	900.35	0.185	21.9%	0.046	21.9%	110.7	6.4%	0.464	20.9%	19.90%	42.0%	26.6%	31.4%	[1-0.76 0]
45	H	(3)	920.06	0.180	21.3%	0.046	21.3%	109.4	5.8%	0.457	20.4%	19.54%	39.7%	29.2%	31.1%	[1-0.76 0]
46	H	(3)	940.92	0.193	21.3%	0.051	21.3%	118.4	6.0%	0.453	20.5%	19.45%	37.3%	28.9%	33.7%	[1-0.76 0]
47	H	(3)	960.63	0.196	21.1%	0.052	21.1%	120.0	5.7%	0.454	20.3%	19.25%	37.0%	29.0%	34.0%	[1-0.76 0]
48	H	(3)	980.33	0.198	21.1%	0.054	21.1%	120.9	6.2%	0.456	20.2%	19.07%	38.0%	27.7%	34.3%	[1-0.76 0]
49	H	(3)	1001.19	0.206	21.4%	0.057	21.4%	123.6	6.8%	0.464	20.3%	18.85%	39.0%	26.0%	35.1%	[1-0.76 0]
50	H	(3)	1020.90	0.205	22.4%	0.058	22.4%	119.8	7.4%	0.476	21.1%	18.68%	41.9%	24.0%	34.1%	[1-0.76 0]
