[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.47	0.199	100.0%	0.002	100.0%	137.2	43.9%	0.403	100.0%	100.00%	26.9%	35.2%	37.9%	[1-0.43 0]
1	H	(3)	59.12	0.174	100.0%	0.003	100.0%	131.8	46.0%	0.366	100.0%	95.12%	28.4%	35.3%	36.4%	[1-0.43 0]
2	H	(3)	79.78	0.106	100.0%	0.002	100.0%	130.4	53.2%	0.226	100.0%	95.12%	29.1%	35.0%	35.9%	[1-0.43 0]
3	H	(3)	99.30	0.084	100.0%	0.002	100.0%	136.1	53.9%	0.171	100.0%	95.12%	27.3%	35.2%	37.5%	[1-0.43 0]
4	H	(3)	119.97	0.097	100.0%	0.003	100.0%	152.7	45.3%	0.176	100.0%	83.19%	28.1%	29.3%	42.6%	[1-0.43 0]
5	H	(3)	139.50	0.101	100.0%	0.004	100.0%	170.8	39.9%	0.165	100.0%	83.19%	28.4%	23.5%	48.1%	[1-0.43 0]
6	H	(3)	159.22	0.103	100.0%	0.005	100.0%	187.2	35.4%	0.153	100.0%	83.19%	27.8%	19.2%	52.9%	[1-0.43 0]
7	H	(3)	179.93	0.128	100.0%	0.006	100.0%	208.0	28.0%	0.172	100.0%	77.02%	27.9%	13.1%	59.0%	[1-0.43 0]
8	H	(3)	199.66	0.138	100.0%	0.008	100.0%	215.6	22.4%	0.178	100.0%	72.14%	28.0%	10.9%	61.2%	[1-0.43 0]
9	H	(3)	219.20	0.114	100.0%	0.007	100.0%	210.8	21.3%	0.150	100.0%	72.14%	26.3%	14.4%	59.3%	[1-0.43 0]
10	H	(3)	240.07	0.105	98.5%	0.007	98.5%	209.8	20.7%	0.139	96.3%	68.69%	24.3%	18.2%	57.5%	[1-0.43 0]
11	H	(3)	259.78	0.097	100.0%	0.007	100.0%	215.3	20.8%	0.126	98.5%	68.69%	22.6%	20.0%	57.5%	[1-0.43 0]
12	H	(3)	279.50	0.082	99.9%	0.006	99.9%	203.6	20.4%	0.111	97.8%	67.81%	19.1%	26.6%	54.4%	[1-0.43 0]
13	H	(3)	300.40	0.080	94.2%	0.007	94.2%	198.8	20.7%	0.112	91.9%	62.83%	19.0%	28.7%	52.3%	[1-0.43 0]
14	H	(3)	319.95	0.073	95.4%	0.006	95.4%	190.3	20.6%	0.106	93.2%	62.83%	18.9%	31.0%	50.1%	[1-0.43 0]
15	H	(3)	339.54	0.064	92.4%	0.006	92.4%	170.9	19.8%	0.104	90.2%	61.55%	23.1%	31.2%	45.6%	[1-0.43 0]
16	H	(3)	359.28	0.053	90.2%	0.005	90.2%	147.7	17.6%	0.099	88.5%	61.55%	27.3%	32.6%	40.0%	[1-0.43 0]
17	H	(3)	380.00	0.050	86.4%	0.005	86.4%	135.3	17.4%	0.102	84.6%	60.67%	35.0%	29.0%	36.0%	[1-0.43 0]
18	H	(3)	399.72	0.046	83.4%	0.005	83.4%	124.2	17.0%	0.103	81.6%	60.67%	41.0%	25.6%	33.4%	[1-0.43 0]
19	H	(3)	420.57	0.043	78.3%	0.005	78.3%	112.5	16.8%	0.106	76.5%	58.87%	45.4%	24.8%	29.8%	[1-0.43 0]
20	H	(3)	440.12	0.039	78.2%	0.005	78.2%	107.5	16.6%	0.101	76.4%	58.87%	46.6%	25.0%	28.4%	[1-0.43 0]
21	H	(3)	460.99	0.036	78.6%	0.005	78.6%	102.1	16.5%	0.097	76.9%	58.87%	47.5%	25.5%	27.0%	[1-0.43 0]
22	H	(3)	480.70	0.032	79.2%	0.004	79.2%	97.9	16.2%	0.090	77.6%	58.87%	46.3%	28.1%	25.6%	[1-0.43 0]
23	H	(3)	501.41	0.028	81.2%	0.004	81.2%	94.2	15.7%	0.083	79.6%	58.46%	43.7%	31.9%	24.4%	[1-0.43 0]
24	H	(3)	521.02	0.029	75.4%	0.004	75.4%	92.7	15.9%	0.086	73.7%	56.30%	42.7%	33.5%	23.8%	[1-0.43 0]
25	H	(3)	540.74	0.026	75.9%	0.004	75.9%	89.1	15.9%	0.081	74.3%	56.30%	41.4%	35.8%	22.8%	[1-0.43 0]
26	H	(3)	560.46	0.031	61.5%	0.005	61.5%	88.3	15.3%	0.098	59.6%	51.42%	40.6%	36.7%	22.7%	[1-0.43 0]
27	H	(3)	580.01	0.029	62.1%	0.005	62.1%	86.9	14.6%	0.094	60.4%	51.42%	39.8%	37.6%	22.7%	[1-0.43 0]
28	H	(3)	599.59	0.032	60.3%	0.005	60.3%	94.8	13.4%	0.094	58.7%	50.54%	39.2%	35.8%	25.0%	[1-0.43 0]
29	H	(3)	620.29	0.034	60.5%	0.006	60.5%	101.4	12.7%	0.092	59.2%	50.54%	38.6%	34.3%	27.1%	[1-0.43 0]
30	H	(3)	640.00	0.042	56.0%	0.007	56.0%	112.9	12.3%	0.103	54.7%	47.95%	39.5%	30.1%	30.5%	[1-0.43 0]
31	H	(3)	659.56	0.055	47.4%	0.010	47.4%	123.1	11.8%	0.124	45.9%	44.03%	38.3%	28.2%	33.5%	[1-0.43 0]
32	H	(3)	680.23	0.061	47.6%	0.012	47.6%	134.5	11.6%	0.127	46.1%	43.53%	38.1%	24.8%	37.1%	[1-0.43 0]
33	H	(3)	699.76	0.065	44.8%	0.013	44.8%	134.3	11.0%	0.135	43.5%	41.83%	38.3%	24.2%	37.4%	[1-0.43 0]
34	H	(3)	720.64	0.065	45.0%	0.013	45.0%	135.0	10.5%	0.134	43.7%	41.18%	37.2%	25.1%	37.7%	[1-0.43 0]
35	H	(3)	740.16	0.064	44.2%	0.013	44.2%	136.3	9.9%	0.131	43.1%	40.30%	33.4%	28.6%	38.0%	[1-0.43 0]
36	H	(3)	759.68	0.064	44.0%	0.014	44.0%	137.9	9.6%	0.129	43.0%	39.65%	31.5%	30.1%	38.4%	[1-0.43 0]
37	H	(3)	780.36	0.060	45.2%	0.013	45.2%	139.0	9.3%	0.121	44.2%	39.65%	28.1%	33.5%	38.3%	[1-0.43 0]
38	H	(3)	799.88	0.064	43.1%	0.014	43.1%	143.1	9.1%	0.124	42.1%	38.14%	25.2%	35.5%	39.3%	[1-0.43 0]
39	H	(3)	820.73	0.070	41.0%	0.016	41.0%	148.8	8.9%	0.130	40.0%	36.87%	23.6%	35.3%	41.0%	[1-0.43 0]
40	H	(3)	840.46	0.068	41.6%	0.016	41.6%	149.9	8.7%	0.126	40.7%	36.87%	23.3%	35.4%	41.3%	[1-0.43 0]
41	H	(3)	860.19	0.067	42.0%	0.016	42.0%	150.8	8.5%	0.123	41.1%	36.87%	23.1%	35.4%	41.4%	[1-0.43 0]
42	H	(3)	879.92	0.068	41.8%	0.017	41.8%	152.7	8.4%	0.123	40.9%	36.46%	22.6%	35.4%	42.0%	[1-0.43 0]
43	H	(3)	900.81	0.070	39.7%	0.018	39.7%	152.2	8.2%	0.128	38.9%	35.21%	22.8%	35.3%	41.8%	[1-0.43 0]
44	H	(3)	920.54	0.070	39.3%	0.018	39.3%	151.1	8.1%	0.128	38.4%	34.87%	23.4%	35.1%	41.5%	[1-0.43 0]
45	H	(3)	940.27	0.069	39.0%	0.018	39.0%	150.1	8.0%	0.127	38.2%	34.59%	24.0%	34.9%	41.0%	[1-0.43 0]
