[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	20.00	0.745	39.1%	0.004	39.1%	30.6	16.2%	6.749	35.6%	33.99%	56.9%	37.6%	5.6%	[1-0.43 0]
1	H	(3)	39.83	1.160	31.8%	0.013	31.8%	47.0	10.9%	6.859	29.9%	23.83%	53.8%	35.7%	10.5%	[1-0.43 0]
2	H	(3)	60.68	2.061	33.2%	0.035	33.2%	76.2	17.6%	7.515	28.2%	18.58%	46.2%	34.8%	19.0%	[1-0.43 0]
3	H	(3)	81.54	2.264	36.2%	0.051	36.2%	88.5	19.3%	7.107	30.6%	16.85%	44.7%	32.6%	22.8%	[1-0.84 2]
4	H	(3)	101.25	2.313	34.1%	0.065	34.1%	90.6	16.3%	7.092	30.0%	15.00%	43.1%	33.5%	23.4%	[1-0.62 2]
5	H	(3)	119.79	2.450	30.4%	0.082	30.4%	96.0	15.3%	7.090	26.3%	13.87%	41.3%	33.5%	25.2%	[1-0.89 2]
6	H	(3)	139.50	2.421	28.4%	0.094	28.4%	94.1	15.4%	7.147	23.9%	12.77%	40.6%	34.6%	24.8%	[1-0.96 0]
7	H	(3)	159.20	2.070	22.8%	0.092	22.8%	79.3	11.5%	7.255	19.7%	11.87%	45.2%	34.3%	20.5%	[1-1.00 1]
8	H	(3)	180.06	1.726	17.5%	0.086	17.5%	68.3	6.8%	7.015	16.1%	11.38%	47.6%	35.1%	17.3%	[1-1.00 1]
9	H	(3)	199.76	1.516	14.7%	0.084	14.7%	61.1	6.8%	6.893	13.0%	10.92%	50.5%	34.4%	15.1%	[1-0.85 0]
10	H	(3)	219.47	1.686	13.2%	0.103	13.2%	64.8	6.3%	7.232	11.5%	10.28%	52.0%	31.7%	16.3%	[1-1.00 1]
11	H	(6)	239.18	1.744	12.4%	0.116	12.4%	67.1	5.7%	7.224	11.1%	9.93%	53.6%	29.4%	17.0%	[1-1.00 1]
12	H	(6)	260.04	1.796	12.2%	0.130	12.2%	69.5	6.2%	7.183	10.5%	9.52%	52.7%	29.4%	17.9%	[1-1.00 1]
13	H	(6)	279.75	1.796	11.6%	0.140	11.6%	69.2	5.9%	7.209	10.0%	9.15%	52.8%	29.2%	18.0%	[1-1.00 1]
14	H	(6)	299.45	1.895	11.3%	0.158	11.3%	72.2	6.0%	7.288	9.6%	8.78%	52.8%	28.1%	19.1%	[1-1.00 1]
15	H	(6)	320.34	1.865	11.3%	0.166	11.3%	72.5	6.4%	7.145	9.3%	8.54%	51.9%	28.9%	19.2%	[1-1.00 1]
16	H	(6)	340.04	1.880	11.0%	0.178	11.0%	73.3	6.4%	7.128	9.0%	8.27%	50.8%	29.7%	19.5%	[1-1.00 1]
17	H	(6)	359.73	1.828	10.5%	0.183	10.5%	71.0	5.9%	7.155	8.6%	8.01%	50.3%	30.9%	18.8%	[1-1.00 1]
18	H	(6)	379.43	1.824	10.3%	0.192	10.3%	72.4	5.5%	7.004	8.8%	7.85%	49.1%	31.7%	19.2%	[1-1.00 1]
19	H	(6)	400.28	1.744	10.5%	0.194	10.5%	70.3	5.8%	6.888	8.8%	7.67%	48.6%	32.7%	18.7%	[1-1.00 1]
20	H	(6)	419.99	1.702	10.1%	0.199	10.1%	68.5	5.4%	6.899	8.5%	7.44%	47.7%	34.1%	18.2%	[1-1.00 1]
21	H	(6)	439.71	1.661	9.9%	0.203	9.9%	67.8	5.4%	6.803	8.4%	7.29%	46.6%	35.6%	17.9%	[1-1.00 1]
22	H	(6)	459.42	1.749	9.8%	0.223	9.8%	70.5	5.5%	6.896	8.2%	7.10%	46.6%	34.7%	18.7%	[1-1.00 1]
23	H	(6)	480.29	1.744	9.7%	0.233	9.7%	70.3	5.6%	6.889	7.9%	6.97%	47.3%	34.0%	18.8%	[1-1.00 1]
24	H	(6)	500.01	1.754	9.3%	0.244	9.3%	70.8	5.4%	6.885	7.6%	6.83%	47.3%	33.9%	18.8%	[1-1.00 1]
25	H	(6)	519.73	1.684	9.3%	0.243	9.3%	69.0	5.5%	6.777	7.5%	6.75%	47.4%	34.3%	18.2%	[1-1.00 1]
