[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.12	7.901	22.0%	0.042	22.0%	118.6	5.6%	18.510	21.3%	20.46%	30.6%	37.9%	31.5%	[1-1.00 0]
1	H	(3)	40.02	5.750	20.6%	0.064	20.6%	97.6	7.1%	16.372	19.3%	14.93%	33.9%	39.5%	26.6%	[1-0.46 0]
2	H	(3)	59.74	4.253	19.1%	0.071	19.1%	76.9	7.5%	15.369	17.6%	12.30%	32.9%	46.4%	20.7%	[1-0.00 2]
3	H	(3)	79.75	4.060	17.6%	0.090	17.6%	74.1	7.3%	15.222	16.0%	10.80%	33.9%	46.2%	19.9%	[1-0.49 2]
4	H	(6)	99.34	4.207	16.3%	0.116	16.3%	75.0	7.1%	15.579	14.7%	9.67%	36.7%	43.3%	20.0%	[1-0.75 0]
5	H	(6)	119.21	3.749	14.1%	0.124	14.1%	66.2	7.7%	15.732	11.8%	8.83%	40.5%	41.8%	17.7%	[1-0.78 2]
6	H	(6)	140.07	3.689	12.5%	0.144	12.5%	63.0	7.0%	16.259	10.3%	8.14%	43.6%	40.0%	16.4%	[1-0.99 2]
7	H	(6)	160.94	3.901	13.1%	0.174	13.1%	65.4	8.2%	16.569	10.2%	7.67%	48.5%	34.5%	17.1%	[1-1.00 2]
8	H	(6)	179.48	3.691	13.0%	0.184	13.0%	61.4	8.1%	16.688	10.2%	7.32%	52.2%	31.9%	15.9%	[1-1.00 1]
9	H	(6)	201.52	3.178	14.1%	0.178	14.1%	53.8	9.7%	16.403	10.3%	6.96%	53.3%	32.8%	13.9%	[1-1.00 1]
10	H	(6)	220.06	2.692	14.1%	0.165	14.1%	46.5	10.0%	16.095	9.9%	6.70%	54.0%	34.3%	11.7%	[1-1.00 1]
11	H	(6)	239.76	2.416	14.5%	0.161	14.5%	42.2	10.8%	15.901	9.6%	6.45%	54.2%	35.3%	10.5%	[1-1.00 1]
12	H	(6)	259.46	2.399	12.3%	0.173	12.3%	42.5	8.7%	15.662	8.8%	6.22%	53.1%	36.5%	10.4%	[1-1.00 1]
13	H	(6)	279.17	2.219	12.9%	0.172	12.9%	39.8	10.0%	15.494	8.1%	6.00%	52.4%	38.1%	9.5%	[1-1.00 1]
14	H	(6)	300.06	2.171	11.6%	0.181	11.6%	39.0	8.8%	15.450	7.4%	5.78%	51.4%	39.5%	9.2%	[1-1.00 1]
15	H	(6)	320.93	2.137	12.3%	0.191	12.3%	38.4	9.6%	15.477	7.6%	5.57%	50.8%	40.2%	9.0%	[1-1.00 1]
16	H	(6)	341.80	2.061	12.3%	0.196	12.3%	36.7	9.7%	15.611	7.5%	5.36%	50.7%	40.8%	8.5%	[1-1.00 1]
17	H	(6)	360.34	1.840	12.7%	0.184	12.7%	32.9	10.2%	15.537	7.5%	5.23%	51.3%	41.2%	7.6%	[1-0.99 1]
18	H	(6)	380.04	1.861	11.8%	0.196	11.8%	33.1	9.2%	15.619	7.4%	5.08%	51.4%	40.9%	7.6%	[1-0.99 2]
19	H	(6)	402.06	1.871	14.1%	0.209	14.1%	33.1	11.8%	15.697	7.8%	4.95%	52.5%	39.7%	7.8%	[1-1.00 1]
20	H	(6)	421.78	1.867	14.5%	0.219	14.5%	32.8	12.4%	15.799	7.5%	4.83%	53.5%	38.8%	7.8%	[1-0.99 2]
21	H	(6)	442.65	1.872	15.2%	0.230	15.2%	33.0	13.2%	15.750	7.5%	4.72%	53.7%	38.6%	7.8%	[1-0.95 2]
22	H	(6)	461.21	1.844	16.0%	0.236	16.0%	32.8	14.2%	15.619	7.4%	4.64%	54.0%	38.3%	7.7%	[1-0.92 2]
24	H	(6)	501.79	1.764	18.2%	0.246	18.2%	31.3	16.6%	15.657	7.3%	4.46%	54.7%	38.0%	7.3%	[1-1.00 1]
25	H	(6)	521.51	1.666	16.2%	0.241	16.2%	29.5	14.7%	15.665	6.8%	4.36%	54.7%	38.6%	6.7%	[1-1.00 1]
26	H	(6)	541.23	1.651	15.9%	0.248	15.9%	29.3	14.5%	15.635	6.5%	4.27%	54.5%	38.9%	6.6%	[1-1.00 1]
27	H	(6)	559.78	1.650	14.9%	0.257	14.9%	29.4	13.6%	15.616	6.1%	4.20%	54.6%	38.8%	6.6%	[1-1.00 1]
