[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.71	1.142	56.1%	0.006	56.1%	102.1	12.3%	3.108	54.8%	51.83%	50.5%	23.6%	25.9%	[1-1.00 0]
1	H	(3)	39.28	1.579	40.3%	0.017	40.3%	103.0	12.4%	4.256	38.4%	32.76%	57.5%	16.3%	26.2%	[1-1.00 0]
2	H	(3)	58.95	1.361	36.9%	0.022	36.9%	84.6	11.8%	4.472	35.0%	27.48%	68.0%	11.0%	21.0%	[1-1.00 0]
3	H	(3)	79.84	1.147	35.5%	0.025	35.5%	72.5	11.3%	4.395	33.6%	24.42%	74.0%	8.3%	17.7%	[1-1.00 0]
4	H	(3)	99.52	1.071	32.1%	0.030	32.1%	63.8	11.1%	4.662	30.1%	21.43%	77.9%	6.8%	15.3%	[1-1.00 0]
5	H	(3)	119.22	0.904	26.4%	0.030	26.4%	48.9	9.9%	5.141	24.5%	18.91%	85.9%	3.0%	11.1%	[1-1.00 1]
6	H	(3)	140.08	0.708	23.1%	0.028	23.1%	37.3	9.2%	5.272	21.2%	17.32%	89.1%	3.0%	7.9%	[1-1.00 1]
7	H	(3)	159.78	0.756	19.8%	0.034	19.8%	38.4	8.1%	5.465	18.1%	15.72%	86.6%	5.1%	8.3%	[1-1.00 1]
8	H	(3)	179.49	0.760	18.8%	0.038	18.8%	40.6	7.8%	5.195	17.2%	15.01%	83.6%	7.3%	9.1%	[1-1.00 1]
9	H	(3)	199.19	0.785	18.6%	0.043	18.6%	46.9	7.0%	4.652	17.3%	14.90%	79.9%	9.3%	10.8%	[1-1.00 1]
10	H	(3)	220.06	0.772	18.7%	0.047	18.7%	51.7	6.7%	4.145	17.5%	14.90%	76.6%	11.2%	12.2%	[1-1.00 1]
11	H	(3)	239.76	0.734	18.5%	0.049	18.5%	54.0	5.7%	3.778	17.6%	14.90%	75.1%	11.9%	13.0%	[1-1.00 1]
12	H	(3)	259.45	0.644	18.3%	0.046	18.3%	51.6	5.7%	3.470	17.4%	14.82%	74.2%	13.6%	12.2%	[1-1.00 1]
13	H	(3)	280.30	0.600	18.0%	0.047	18.0%	52.1	5.4%	3.197	17.2%	14.82%	73.9%	13.9%	12.2%	[1-1.00 1]
14	H	(3)	299.99	0.500	17.9%	0.042	17.9%	47.2	5.8%	2.940	17.0%	14.82%	73.5%	15.7%	10.9%	[1-1.00 1]
15	H	(3)	319.68	0.479	17.8%	0.043	17.8%	48.1	5.9%	2.768	16.8%	14.82%	73.5%	15.4%	11.1%	[1-1.00 1]
16	H	(3)	339.37	0.442	17.5%	0.042	17.5%	47.1	5.9%	2.610	16.5%	14.78%	73.3%	15.9%	10.8%	[1-1.00 1]
17	H	(3)	360.22	0.435	17.3%	0.043	17.3%	48.3	5.8%	2.498	16.3%	14.71%	73.5%	15.3%	11.2%	[1-1.00 1]
18	H	(3)	379.92	0.415	17.3%	0.044	17.3%	48.6	6.2%	2.372	16.1%	14.69%	73.1%	15.6%	11.4%	[1-1.00 1]
19	H	(3)	399.64	0.425	17.0%	0.047	17.0%	51.9	5.7%	2.274	16.0%	14.63%	72.8%	14.9%	12.3%	[1-1.00 1]
20	H	(3)	420.51	0.386	16.9%	0.045	16.9%	49.8	5.5%	2.152	15.9%	14.63%	72.8%	15.5%	11.7%	[1-1.00 1]
