[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.79	0.601	100.0%	0.003	100.0%	200.4	25.8%	0.832	100.0%	100.00%	33.3%	12.8%	53.9%	[1-0.43 0]
1	H	(3)	39.48	0.283	100.0%	0.003	100.0%	201.8	37.2%	0.389	100.0%	100.00%	32.7%	12.7%	54.6%	[1-0.43 0]
2	H	(3)	59.16	0.196	100.0%	0.003	100.0%	184.5	42.1%	0.295	100.0%	95.12%	30.0%	20.0%	50.0%	[1-0.43 0]
3	H	(3)	80.00	0.155	100.0%	0.003	100.0%	185.0	46.5%	0.233	100.0%	92.96%	26.1%	23.6%	50.4%	[1-0.43 0]
4	H	(3)	99.66	0.125	100.0%	0.003	100.0%	187.5	51.5%	0.186	100.0%	92.96%	24.1%	25.1%	50.9%	[1-0.43 0]
5	H	(3)	119.37	0.161	100.0%	0.005	100.0%	186.8	57.4%	0.239	100.0%	83.19%	20.0%	29.0%	51.0%	[1-0.43 0]
6	H	(3)	139.07	0.141	100.0%	0.005	100.0%	184.8	59.9%	0.212	100.0%	81.90%	15.9%	33.4%	50.7%	[1-0.43 0]
7	H	(3)	159.94	0.104	100.0%	0.005	100.0%	193.6	61.0%	0.149	100.0%	79.74%	13.4%	33.4%	53.2%	[1-0.43 0]
8	H	(3)	179.64	0.118	100.0%	0.006	100.0%	202.0	51.1%	0.162	100.0%	73.98%	12.3%	32.1%	55.6%	[1-0.43 0]
9	H	(3)	199.34	0.130	100.0%	0.007	100.0%	215.5	38.7%	0.168	100.0%	71.17%	10.3%	30.0%	59.7%	[1-0.43 0]
10	H	(3)	220.19	0.154	100.0%	0.009	100.0%	235.7	30.7%	0.182	100.0%	64.49%	9.5%	24.8%	65.7%	[1-0.43 0]
11	H	(3)	239.89	0.175	96.4%	0.012	96.4%	237.4	23.0%	0.205	93.7%	57.45%	9.7%	24.0%	66.3%	[1-0.43 0]
12	H	(3)	259.57	0.201	56.8%	0.015	56.8%	236.3	14.7%	0.237	54.9%	51.83%	9.8%	24.2%	66.0%	[1-0.43 0]
13	H	(3)	279.27	0.194	54.9%	0.015	54.9%	228.2	13.7%	0.237	53.1%	50.07%	10.6%	25.6%	63.7%	[1-0.43 0]
14	H	(3)	300.12	0.165	56.9%	0.014	56.9%	212.9	12.8%	0.216	55.5%	50.07%	12.1%	28.6%	59.4%	[1-0.43 0]
15	H	(3)	319.81	0.144	52.1%	0.013	52.1%	189.2	11.0%	0.211	50.9%	46.62%	13.4%	34.3%	52.3%	[1-0.43 0]
16	H	(3)	339.51	0.145	48.9%	0.014	48.9%	183.0	10.3%	0.220	47.8%	44.03%	14.4%	35.1%	50.5%	[1-0.43 0]
17	H	(3)	360.36	0.134	49.9%	0.013	49.9%	179.5	10.0%	0.208	48.9%	44.03%	15.4%	35.1%	49.5%	[1-0.43 0]
18	H	(3)	380.07	0.138	46.5%	0.015	46.5%	176.7	9.7%	0.217	45.5%	42.09%	16.1%	35.1%	48.7%	[1-0.43 0]
19	H	(3)	399.77	0.136	45.7%	0.015	45.7%	174.1	9.4%	0.218	44.7%	41.18%	16.8%	35.3%	47.9%	[1-0.43 0]
20	H	(3)	419.49	0.132	45.8%	0.015	45.8%	173.2	9.2%	0.211	44.9%	40.84%	16.9%	35.4%	47.7%	[1-0.43 0]
21	H	(3)	440.35	0.127	45.9%	0.016	45.9%	173.8	9.0%	0.204	45.0%	40.56%	16.6%	35.5%	47.9%	[1-0.43 0]
22	H	(3)	460.06	0.137	44.4%	0.018	44.4%	179.4	9.1%	0.213	43.4%	38.69%	18.1%	32.4%	49.5%	[1-0.43 0]
23	H	(3)	479.74	0.139	44.8%	0.018	44.8%	182.3	9.3%	0.211	43.8%	38.69%	19.9%	29.4%	50.8%	[1-0.43 0]
24	H	(3)	499.43	0.148	42.8%	0.021	42.8%	184.7	10.2%	0.223	41.6%	37.66%	21.6%	26.7%	51.7%	[1-0.43 0]
25	H	(3)	520.28	0.151	42.2%	0.022	42.2%	186.4	10.3%	0.226	41.0%	37.25%	22.8%	24.9%	52.3%	[1-0.43 0]
26	H	(3)	539.97	0.155	41.6%	0.023	41.6%	187.5	10.4%	0.229	40.3%	36.70%	23.8%	23.3%	52.9%	[1-0.43 0]
27	H	(3)	559.64	0.147	40.2%	0.023	40.2%	181.1	10.1%	0.225	38.9%	35.54%	22.3%	26.5%	51.1%	[1-0.43 0]
28	H	(3)	580.50	0.134	40.7%	0.022	40.7%	176.5	9.7%	0.210	39.6%	35.54%	20.9%	29.7%	49.4%	[1-0.43 0]
29	H	(3)	600.20	0.128	39.8%	0.021	39.8%	173.8	8.6%	0.205	38.9%	34.89%	19.3%	32.3%	48.4%	[1-0.43 0]
30	H	(3)	619.90	0.125	39.8%	0.022	39.8%	174.2	9.3%	0.200	38.7%	34.49%	17.8%	33.9%	48.4%	[1-0.43 0]
31	H	(3)	639.59	0.126	37.9%	0.022	37.9%	173.0	8.9%	0.202	36.8%	33.70%	16.8%	35.5%	47.7%	[1-0.43 0]
32	H	(3)	660.48	0.135	35.5%	0.025	35.5%	175.4	8.9%	0.214	34.4%	32.54%	15.7%	35.8%	48.4%	[1-0.43 0]
33	H	(3)	680.20	0.137	35.1%	0.026	35.1%	178.8	9.1%	0.212	33.9%	32.00%	15.8%	34.9%	49.3%	[1-0.43 0]
34	H	(3)	699.92	0.134	35.4%	0.026	35.4%	179.6	9.3%	0.207	34.1%	31.50%	16.4%	34.2%	49.4%	[1-0.43 0]
35	H	(3)	719.61	0.128	35.6%	0.025	35.6%	178.8	8.3%	0.198	34.6%	31.50%	17.8%	33.4%	48.8%	[1-0.43 0]
