[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.68	0.660	100.0%	0.004	100.0%	170.3	23.0%	1.077	100.0%	90.24%	17.7%	35.6%	46.7%	[1-1.00 0]
1	H	(3)	39.32	0.331	100.0%	0.004	100.0%	170.9	28.1%	0.538	100.0%	90.24%	17.4%	35.7%	47.0%	[1-1.00 0]
2	H	(3)	59.02	0.384	100.0%	0.006	100.0%	173.0	27.8%	0.616	100.0%	83.19%	16.7%	35.7%	47.6%	[1-1.00 0]
3	H	(3)	79.86	0.184	100.0%	0.004	100.0%	139.1	27.7%	0.366	100.0%	73.57%	21.5%	40.6%	37.9%	[1-1.00 0]
4	H	(3)	99.54	0.174	100.0%	0.005	100.0%	144.3	29.1%	0.334	100.0%	70.12%	21.6%	39.1%	39.4%	[1-1.00 0]
5	H	(3)	119.25	0.137	100.0%	0.005	100.0%	132.4	31.3%	0.287	100.0%	69.24%	23.3%	40.5%	36.2%	[1-1.00 0]
6	H	(3)	140.10	0.136	100.0%	0.005	100.0%	140.6	35.6%	0.269	100.0%	64.90%	23.9%	37.7%	38.4%	[1-1.00 0]
7	H	(3)	159.82	0.130	100.0%	0.006	100.0%	150.1	42.8%	0.240	100.0%	63.51%	24.2%	34.5%	41.3%	[1-1.00 0]
8	H	(3)	180.68	0.149	100.0%	0.007	100.0%	195.1	49.4%	0.212	100.0%	60.33%	20.1%	26.0%	53.9%	[1-1.00 0]
9	H	(3)	200.41	0.144	100.0%	0.008	100.0%	213.0	56.0%	0.188	100.0%	59.45%	19.3%	21.9%	58.8%	[1-1.00 0]
10	H	(3)	220.11	0.236	100.0%	0.014	100.0%	242.5	54.6%	0.271	100.0%	54.28%	17.8%	15.5%	66.7%	[1-1.00 0]
11	H	(3)	239.80	0.193	100.0%	0.013	100.0%	205.9	55.5%	0.260	100.0%	53.12%	17.6%	25.8%	56.6%	[1-1.00 0]
12	H	(3)	259.48	0.190	100.0%	0.014	100.0%	166.2	55.1%	0.318	100.0%	50.22%	19.0%	35.8%	45.2%	[1-1.00 0]
13	H	(3)	279.19	0.135	100.0%	0.010	100.0%	122.4	48.8%	0.307	100.0%	49.23%	21.1%	45.6%	33.3%	[1-1.00 0]
14	H	(3)	301.22	0.065	100.0%	0.005	100.0%	86.0	32.2%	0.212	100.0%	46.56%	25.3%	51.7%	23.0%	[1-1.00 0]
15	H	(3)	320.89	0.035	100.0%	0.003	100.0%	43.9	22.0%	0.224	100.0%	46.15%	28.3%	60.4%	11.3%	[1-1.00 0]
16	H	(3)	340.56	0.039	100.0%	0.004	100.0%	48.3	21.3%	0.227	100.0%	45.18%	32.0%	55.8%	12.2%	[1-1.00 0]
17	H	(3)	361.43	0.051	94.8%	0.005	94.8%	61.2	22.7%	0.230	92.1%	44.19%	36.8%	47.6%	15.6%	[1-1.00 0]
18	H	(3)	381.10	0.082	56.7%	0.009	56.7%	75.8	19.0%	0.300	53.4%	38.64%	40.7%	39.9%	19.4%	[1-1.00 0]
19	H	(3)	400.80	0.087	58.8%	0.010	58.8%	84.7	18.2%	0.286	56.0%	38.64%	41.4%	36.5%	22.1%	[1-1.00 0]
