[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	2.107	33.7%	0.012	33.7%	79.1	7.2%	7.400	32.9%	33.24%	50.2%	28.6%	21.2%	[1-0.20 0]
1	H	(3)	39.48	2.288	28.6%	0.025	28.6%	85.6	6.6%	7.425	27.8%	23.22%	45.8%	30.9%	23.3%	[1-0.20 0]
2	H	(3)	59.10	2.161	26.8%	0.035	26.8%	85.7	6.1%	7.007	26.1%	19.56%	46.2%	30.6%	23.2%	[1-0.20 0]
3	H	(3)	79.39	2.101	24.1%	0.046	24.1%	81.3	5.9%	7.176	23.4%	16.93%	47.6%	30.7%	21.8%	[1-0.66 2]
4	H	(3)	99.18	2.077	21.8%	0.057	21.8%	77.8	5.9%	7.418	21.0%	14.98%	47.3%	32.1%	20.6%	[1-0.98 2]
5	H	(3)	120.04	1.795	19.4%	0.060	19.4%	70.4	7.0%	7.081	18.0%	13.94%	49.2%	32.5%	18.3%	[1-0.74 2]
6	H	(3)	139.76	1.538	17.8%	0.060	17.8%	62.9	6.9%	6.791	16.4%	13.12%	50.1%	34.1%	15.8%	[1-0.42 2]
7	H	(3)	159.47	1.349	16.8%	0.060	16.8%	55.3	8.2%	6.778	14.7%	12.25%	50.0%	36.5%	13.5%	[1-0.47 2]
8	H	(3)	179.18	1.209	17.1%	0.060	17.1%	50.5	8.8%	6.652	14.6%	11.49%	48.8%	39.1%	12.2%	[1-0.00 2]
9	H	(3)	201.45	1.259	17.7%	0.070	17.7%	51.8	9.4%	6.746	15.0%	10.83%	47.8%	39.6%	12.6%	[1-0.51 2]
10	H	(3)	219.99	1.344	17.5%	0.082	17.5%	55.8	8.2%	6.686	15.4%	10.38%	46.2%	39.9%	13.9%	[1-0.47 0]
11	H	(6)	239.69	1.343	18.5%	0.089	18.5%	56.3	10.0%	6.619	15.6%	9.96%	46.3%	39.5%	14.1%	[1-0.27 2]
12	H	(6)	260.57	1.267	18.9%	0.092	18.9%	55.4	9.9%	6.353	16.1%	9.84%	47.4%	38.6%	14.0%	[1-0.59 2]
13	H	(6)	280.34	1.407	18.9%	0.110	18.9%	61.4	8.9%	6.363	16.7%	9.53%	48.3%	36.1%	15.6%	[1-0.43 2]
14	H	(6)	301.26	1.427	23.5%	0.119	23.5%	62.6	16.6%	6.333	16.6%	9.15%	48.0%	36.0%	16.0%	[1-0.17 2]
