[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	0.733	90.4%	0.004	90.4%	175.0	18.5%	1.163	88.5%	100.00%	16.3%	35.2%	48.5%	[1-0.43 0]
1	H	(3)	39.35	0.303	100.0%	0.003	100.0%	174.7	28.2%	0.481	100.0%	100.00%	16.9%	35.0%	48.2%	[1-0.43 0]
2	H	(3)	59.03	0.165	100.0%	0.003	100.0%	175.0	38.6%	0.262	100.0%	100.00%	17.0%	34.9%	48.1%	[1-0.43 0]
3	H	(3)	79.88	0.125	100.0%	0.003	100.0%	173.1	40.7%	0.201	100.0%	90.24%	17.8%	34.8%	47.4%	[1-0.43 0]
4	H	(3)	100.73	0.137	100.0%	0.004	100.0%	162.0	37.7%	0.235	100.0%	73.98%	20.9%	34.3%	44.9%	[1-0.43 0]
5	H	(3)	119.27	0.155	100.0%	0.005	100.0%	140.5	40.1%	0.306	100.0%	60.03%	26.5%	35.0%	38.5%	[1-0.43 0]
6	H	(3)	140.14	0.132	100.0%	0.005	100.0%	116.9	37.9%	0.314	100.0%	55.92%	31.0%	37.1%	31.9%	[1-0.43 0]
7	H	(3)	159.85	0.112	85.3%	0.005	85.3%	96.4	27.6%	0.323	80.8%	52.36%	35.7%	38.2%	26.1%	[1-0.43 0]
8	H	(3)	179.54	0.079	69.0%	0.004	69.0%	72.3	19.2%	0.303	66.3%	52.36%	40.6%	40.2%	19.2%	[1-0.43 0]
9	H	(3)	199.25	0.055	66.9%	0.003	66.9%	53.1	18.1%	0.287	64.3%	50.80%	42.1%	44.8%	13.1%	[1-0.43 0]
10	H	(3)	220.14	0.057	57.7%	0.003	57.7%	51.2	17.7%	0.310	54.9%	45.51%	40.6%	46.9%	12.6%	[1-0.43 0]
11	H	(3)	239.84	0.073	52.3%	0.005	52.3%	60.7	16.5%	0.333	49.7%	41.57%	40.1%	44.8%	15.1%	[1-0.43 0]
12	H	(3)	259.55	0.077	52.3%	0.006	52.3%	66.4	13.8%	0.321	50.5%	41.23%	42.4%	41.0%	16.6%	[1-0.43 0]
13	H	(3)	279.23	0.081	47.9%	0.006	47.9%	65.7	10.4%	0.341	46.7%	39.56%	46.5%	36.3%	17.2%	[1-0.43 0]
14	H	(3)	300.09	0.091	44.6%	0.008	44.6%	68.1	10.4%	0.369	43.4%	37.52%	50.6%	31.0%	18.4%	[1-0.43 0]
15	H	(3)	319.80	0.093	40.7%	0.008	40.7%	63.6	10.2%	0.404	39.4%	35.32%	54.9%	27.8%	17.3%	[1-0.43 0]
16	H	(3)	339.50	0.094	38.1%	0.009	38.1%	63.8	9.1%	0.411	37.0%	34.17%	54.0%	28.6%	17.4%	[1-0.43 0]
17	H	(3)	360.37	0.088	38.1%	0.009	38.1%	64.2	8.1%	0.381	37.2%	34.00%	50.7%	31.8%	17.5%	[1-0.43 0]
18	H	(3)	380.05	0.109	39.5%	0.012	39.5%	82.6	8.6%	0.368	38.6%	33.47%	46.4%	31.6%	22.0%	[1-0.43 0]
19	H	(3)	400.89	0.137	44.7%	0.015	44.7%	106.3	13.0%	0.359	42.7%	32.81%	42.8%	29.0%	28.2%	[1-0.43 0]
20	H	(3)	420.60	0.159	51.2%	0.019	51.2%	130.1	13.3%	0.340	49.4%	32.72%	39.3%	25.8%	34.8%	[1-0.43 0]
21	H	(3)	440.30	0.171	56.8%	0.021	56.8%	139.6	16.6%	0.339	54.3%	32.20%	42.0%	20.5%	37.5%	[1-0.43 0]
22	H	(3)	461.20	0.177	63.6%	0.023	63.6%	150.0	19.5%	0.328	60.6%	32.03%	43.3%	16.2%	40.5%	[1-0.43 0]
23	H	(3)	480.90	0.193	59.7%	0.026	59.7%	152.2	19.6%	0.353	56.4%	30.50%	42.0%	16.9%	41.0%	[1-0.43 0]
24	H	(3)	500.62	0.176	53.0%	0.024	53.0%	136.7	17.3%	0.358	50.1%	29.51%	39.9%	23.3%	36.8%	[1-0.43 0]
25	H	(3)	520.31	0.143	50.0%	0.021	50.0%	117.8	17.5%	0.338	46.9%	29.31%	37.3%	31.0%	31.7%	[1-0.43 0]
26	H	(3)	540.01	0.109	43.5%	0.016	43.5%	93.3	14.4%	0.324	41.0%	28.71%	33.0%	42.0%	25.0%	[1-0.43 0]
27	H	(3)	560.88	0.076	38.6%	0.012	38.6%	70.4	9.2%	0.299	37.5%	28.63%	29.2%	51.9%	18.9%	[1-0.43 0]
28	H	(3)	580.56	0.057	35.0%	0.009	35.0%	53.6	8.2%	0.294	34.0%	27.98%	27.5%	57.7%	14.7%	[1-0.43 0]
29	H	(3)	600.26	0.054	34.3%	0.009	34.3%	51.6	8.2%	0.288	33.3%	27.77%	27.1%	58.4%	14.4%	[1-0.43 0]
30	H	(3)	621.13	0.046	33.2%	0.008	33.2%	45.2	7.9%	0.281	32.3%	27.51%	26.1%	61.4%	12.5%	[1-0.43 0]
31	H	(3)	641.99	0.044	33.8%	0.008	33.8%	44.9	8.0%	0.274	32.9%	27.37%	25.1%	62.6%	12.4%	[1-0.43 0]
32	H	(3)	660.55	0.044	31.3%	0.008	31.3%	42.5	7.5%	0.286	30.4%	26.41%	24.7%	63.8%	11.5%	[1-0.43 0]
33	H	(3)	680.25	0.037	29.5%	0.007	29.5%	35.9	6.7%	0.289	28.7%	25.74%	24.0%	66.7%	9.4%	[1-0.43 0]
34	H	(3)	699.94	0.029	29.0%	0.006	29.0%	28.4	6.0%	0.280	28.4%	25.62%	22.7%	70.3%	7.0%	[1-0.43 0]
35	H	(3)	720.79	0.029	27.4%	0.006	27.4%	28.2	5.7%	0.288	26.8%	24.88%	22.6%	70.5%	6.9%	[1-0.43 0]
36	H	(3)	740.48	0.032	25.6%	0.007	25.6%	29.9	5.6%	0.299	25.0%	24.12%	23.9%	68.6%	7.5%	[1-0.43 0]
37	H	(3)	760.20	0.038	25.1%	0.008	25.1%	34.7	5.6%	0.301	24.5%	23.90%	24.8%	66.1%	9.1%	[1-0.43 0]
38	H	(3)	779.88	0.047	24.8%	0.010	24.8%	42.9	5.7%	0.301	24.2%	23.62%	24.5%	64.0%	11.5%	[1-0.43 0]
39	H	(3)	800.74	0.056	25.0%	0.012	25.0%	52.4	5.7%	0.296	24.3%	23.62%	24.4%	61.2%	14.4%	[1-0.43 0]
40	H	(3)	820.44	0.057	24.7%	0.013	24.7%	53.8	5.9%	0.296	24.0%	23.39%	24.2%	60.9%	14.9%	[1-0.43 0]
41	H	(3)	840.13	0.059	23.8%	0.014	23.8%	53.5	6.1%	0.305	23.0%	22.76%	24.1%	61.1%	14.8%	[1-0.43 0]
42	H	(3)	860.96	0.058	23.6%	0.014	23.6%	53.6	5.9%	0.302	22.8%	22.58%	24.0%	61.4%	14.6%	[1-0.43 0]
43	H	(3)	880.65	0.055	23.0%	0.014	23.0%	50.3	5.8%	0.305	22.3%	22.24%	24.0%	62.3%	13.8%	[1-0.43 0]
44	H	(3)	900.37	0.046	22.8%	0.012	22.8%	42.3	5.9%	0.305	22.0%	21.94%	22.7%	65.8%	11.4%	[1-0.43 0]
45	H	(3)	920.06	0.049	22.5%	0.012	22.5%	44.1	5.6%	0.306	21.8%	21.59%	22.5%	65.5%	12.0%	[1-0.43 0]
46	H	(3)	940.91	0.054	21.8%	0.014	21.8%	47.8	5.3%	0.313	21.2%	21.07%	21.9%	64.9%	13.2%	[1-0.43 0]
47	H	(3)	960.62	0.055	21.6%	0.015	21.6%	48.4	5.4%	0.314	20.9%	20.80%	21.8%	64.8%	13.5%	[1-0.43 0]
48	H	(3)	980.31	0.060	21.2%	0.016	21.2%	51.8	5.3%	0.319	20.6%	20.37%	22.5%	63.1%	14.4%	[1-0.43 0]
49	H	(3)	1001.17	0.067	21.3%	0.019	21.3%	58.3	5.3%	0.318	20.6%	20.37%	25.1%	58.7%	16.2%	[1-0.43 0]
50	H	(3)	1020.87	0.072	21.0%	0.020	21.0%	61.9	5.5%	0.324	20.2%	20.11%	26.1%	56.6%	17.3%	[1-0.43 0]
51	H	(3)	1040.58	0.072	20.7%	0.021	20.7%	61.6	5.5%	0.326	20.0%	19.89%	26.5%	56.3%	17.2%	[1-0.43 0]
52	H	(3)	1060.27	0.076	20.7%	0.022	20.7%	64.0	6.0%	0.329	19.8%	19.68%	26.8%	55.4%	17.8%	[1-0.43 0]
53	H	(3)	1081.16	0.073	20.6%	0.022	20.6%	62.2	6.3%	0.327	19.6%	19.53%	26.3%	56.4%	17.3%	[1-0.43 0]
54	H	(3)	1100.86	0.069	20.5%	0.021	20.5%	59.5	6.1%	0.323	19.6%	19.43%	25.7%	57.7%	16.6%	[1-0.43 0]
55	H	(3)	1120.57	0.062	20.5%	0.019	20.5%	54.4	6.2%	0.318	19.6%	19.35%	25.6%	59.4%	15.1%	[1-0.43 0]
56	H	(3)	1140.27	0.059	20.5%	0.019	20.5%	52.3	6.2%	0.316	19.5%	19.23%	26.0%	59.7%	14.3%	[1-0.43 0]
57	H	(3)	1161.14	0.053	19.9%	0.017	19.9%	46.8	5.8%	0.317	19.0%	18.90%	25.6%	61.6%	12.7%	[1-0.43 0]
58	H	(3)	1180.86	0.050	19.7%	0.016	19.7%	44.2	5.3%	0.313	19.0%	18.83%	25.8%	62.3%	12.0%	[1-0.43 0]
59	H	(3)	1200.58	0.043	19.6%	0.014	19.6%	38.8	5.3%	0.309	18.8%	18.71%	24.6%	65.2%	10.3%	[1-0.43 0]
60	H	(3)	1221.44	0.045	19.1%	0.015	19.1%	39.7	5.1%	0.317	18.4%	18.51%	24.8%	64.7%	10.5%	[1-1.00 1]
61	H	(3)	1241.13	0.049	19.0%	0.017	19.0%	42.7	4.9%	0.317	18.4%	18.37%	24.7%	63.9%	11.5%	[1-1.00 1]
62	H	(3)	1260.83	0.053	19.1%	0.019	19.1%	47.0	4.8%	0.316	18.5%	18.32%	25.0%	62.2%	12.8%	[1-1.00 1]
63	H	(3)	1280.54	0.056	19.4%	0.020	19.4%	49.6	5.6%	0.314	18.6%	18.26%	25.6%	60.7%	13.6%	[1-1.00 1]
64	H	(3)	1301.39	0.065	19.2%	0.023	19.2%	55.8	5.7%	0.323	18.4%	18.02%	28.1%	56.3%	15.6%	[1-0.95 2]
65	H	(3)	1321.09	0.069	19.1%	0.025	19.1%	58.8	6.0%	0.326	18.1%	17.84%	29.2%	54.1%	16.6%	[1-0.93 2]
66	H	(3)	1340.81	0.069	19.1%	0.026	19.1%	58.3	6.6%	0.329	17.9%	17.70%	30.0%	53.5%	16.5%	[1-1.00 1]
67	H	(3)	1361.66	0.070	19.1%	0.026	19.1%	59.3	6.8%	0.328	17.9%	17.56%	30.9%	52.5%	16.6%	[1-0.98 2]
68	H	(3)	1381.36	0.075	18.7%	0.029	18.7%	63.2	6.1%	0.331	17.7%	17.40%	31.5%	51.0%	17.5%	[1-0.91 2]
69	H	(3)	1401.07	0.086	18.5%	0.033	18.5%	70.3	6.6%	0.338	17.3%	17.17%	31.3%	49.3%	19.5%	[1-0.97 2]
70	H	(3)	1420.80	0.096	18.3%	0.038	18.3%	78.3	6.1%	0.339	17.3%	17.07%	31.4%	47.2%	21.4%	[1-0.90 2]
71	H	(3)	1441.68	0.107	18.1%	0.043	18.1%	86.4	5.7%	0.342	17.2%	16.95%	31.9%	44.4%	23.6%	[1-0.90 2]
72	H	(3)	1461.38	0.108	17.9%	0.044	17.9%	86.8	5.9%	0.347	16.9%	16.77%	31.5%	44.7%	23.8%	[1-0.94 2]
