[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.658	100.0%	0.004	100.0%	202.9	23.9%	0.901	100.0%	100.00%	32.3%	12.3%	55.4%	[1-0.43 0]
1	H	(3)	39.48	0.267	100.0%	0.003	100.0%	180.6	30.9%	0.411	100.0%	100.00%	27.5%	23.2%	49.3%	[1-0.43 0]
2	H	(3)	59.12	0.180	100.0%	0.003	100.0%	163.2	35.9%	0.307	100.0%	95.12%	28.2%	27.3%	44.5%	[1-0.43 0]
3	H	(3)	79.96	0.128	100.0%	0.003	100.0%	157.4	40.5%	0.227	100.0%	95.12%	27.8%	29.2%	43.0%	[1-0.43 0]
4	H	(3)	99.64	0.111	100.0%	0.003	100.0%	157.4	42.3%	0.195	100.0%	90.24%	26.4%	30.4%	43.1%	[1-0.43 0]
5	H	(3)	119.34	0.085	100.0%	0.003	100.0%	147.5	50.5%	0.159	100.0%	90.24%	24.6%	34.9%	40.5%	[1-0.43 0]
6	H	(3)	140.20	0.067	100.0%	0.003	100.0%	147.4	46.9%	0.126	100.0%	90.24%	24.4%	35.1%	40.5%	[1-0.43 0]
7	H	(3)	159.92	0.073	100.0%	0.003	100.0%	153.5	41.0%	0.133	100.0%	83.19%	26.0%	31.8%	42.1%	[1-0.43 0]
8	H	(3)	179.64	0.069	100.0%	0.003	100.0%	156.4	34.2%	0.122	100.0%	83.19%	28.3%	28.9%	42.8%	[1-0.43 0]
9	H	(3)	199.35	0.067	100.0%	0.004	100.0%	152.6	28.7%	0.123	100.0%	81.90%	36.2%	22.0%	41.8%	[1-0.43 0]
10	H	(3)	220.25	0.068	100.0%	0.004	100.0%	144.0	21.7%	0.131	100.0%	78.86%	45.6%	15.0%	39.3%	[1-0.43 0]
11	H	(3)	239.95	0.091	82.8%	0.006	82.8%	139.6	20.8%	0.180	80.1%	67.16%	54.2%	8.0%	37.8%	[1-0.43 0]
12	H	(3)	259.65	0.103	67.7%	0.007	67.7%	128.9	20.0%	0.221	64.7%	60.75%	60.5%	4.7%	34.8%	[1-0.43 0]
