[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	1.054	100.0%	0.006	100.0%	261.6	27.1%	1.119	100.0%	79.74%	10.5%	17.3%	72.2%	[1-0.43 0]
1	H	(3)	39.44	1.277	81.2%	0.014	81.2%	252.2	21.6%	1.406	78.3%	57.62%	15.0%	16.2%	68.8%	[1-0.43 0]
2	H	(3)	59.14	0.440	100.0%	0.007	100.0%	190.6	20.4%	0.641	100.0%	51.07%	20.1%	28.0%	51.9%	[1-0.43 0]
3	H	(3)	79.99	0.693	75.5%	0.015	75.5%	175.9	18.2%	1.094	73.3%	38.65%	22.0%	30.2%	47.8%	[1-0.43 0]
4	H	(3)	99.69	0.569	79.3%	0.016	79.3%	168.2	16.7%	0.939	77.5%	37.44%	23.0%	31.2%	45.8%	[1-0.43 0]
5	H	(3)	119.39	0.380	64.6%	0.013	64.6%	121.8	11.8%	0.866	63.5%	36.82%	31.6%	35.7%	32.7%	[1-0.43 0]
6	H	(3)	139.09	0.224	53.6%	0.009	53.6%	78.4	9.1%	0.794	52.9%	36.57%	39.8%	39.6%	20.5%	[1-0.43 0]
7	H	(3)	159.97	0.224	50.2%	0.010	50.2%	82.1	8.5%	0.758	49.5%	35.35%	43.1%	35.5%	21.3%	[1-0.43 0]
8	H	(3)	179.67	0.173	47.1%	0.009	47.1%	67.9	8.2%	0.708	46.4%	34.97%	49.5%	33.4%	17.2%	[1-0.43 0]
9	H	(3)	199.37	0.114	43.3%	0.006	43.3%	46.8	8.2%	0.677	42.6%	33.98%	55.3%	33.8%	10.9%	[1-0.43 0]
10	H	(3)	220.23	0.121	41.9%	0.007	41.9%	52.9	8.1%	0.635	41.1%	33.57%	55.1%	32.3%	12.6%	[1-0.43 0]
11	H	(3)	239.93	0.149	39.0%	0.010	39.0%	66.5	7.9%	0.623	38.2%	32.30%	51.2%	32.3%	16.5%	[1-0.43 0]
12	H	(3)	259.62	0.152	36.6%	0.011	36.6%	68.9	7.6%	0.613	35.8%	31.19%	49.4%	33.3%	17.3%	[1-0.43 0]
13	H	(3)	279.33	0.170	33.6%	0.013	33.6%	75.7	7.8%	0.622	32.7%	29.56%	45.8%	34.8%	19.4%	[1-0.43 0]
14	H	(3)	300.18	0.181	33.9%	0.015	33.9%	86.8	7.4%	0.580	33.1%	29.56%	43.2%	34.2%	22.5%	[1-0.43 0]
15	H	(3)	319.86	0.189	32.9%	0.017	32.9%	92.7	7.1%	0.566	32.1%	28.99%	40.8%	35.0%	24.2%	[1-0.43 0]
16	H	(3)	339.55	0.179	32.9%	0.017	32.9%	92.6	7.0%	0.538	32.2%	28.77%	40.5%	35.4%	24.1%	[1-0.43 0]
17	H	(3)	360.39	0.181	32.3%	0.018	32.3%	95.6	6.9%	0.525	31.5%	28.25%	40.1%	34.8%	25.0%	[1-0.43 0]
18	H	(3)	380.08	0.186	31.2%	0.020	31.2%	98.6	6.9%	0.523	30.4%	27.69%	40.5%	33.6%	26.0%	[1-0.43 0]
19	H	(3)	399.78	0.181	30.9%	0.020	30.9%	98.7	6.9%	0.509	30.1%	27.48%	40.7%	33.2%	26.1%	[1-0.43 0]
20	H	(3)	419.48	0.169	31.1%	0.020	31.1%	97.2	7.0%	0.484	30.3%	27.48%	40.7%	33.6%	25.7%	[1-0.43 0]
21	H	(3)	440.34	0.164	30.5%	0.020	30.5%	95.0	7.1%	0.478	29.7%	27.04%	41.5%	33.0%	25.5%	[1-0.43 0]
22	H	(3)	460.06	0.167	29.3%	0.021	29.3%	95.1	7.4%	0.488	28.4%	26.32%	43.0%	31.5%	25.5%	[1-0.43 0]
23	H	(3)	479.79	0.158	28.6%	0.021	28.6%	91.3	7.1%	0.479	27.7%	25.98%	43.0%	32.6%	24.5%	[1-0.43 0]
24	H	(3)	499.49	0.164	28.3%	0.023	28.3%	96.2	7.0%	0.474	27.4%	25.67%	42.9%	30.9%	26.2%	[1-0.43 0]
