[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.61	1.713	42.8%	0.009	42.8%	92.1	9.6%	5.169	41.7%	38.34%	33.0%	43.0%	24.0%	[1-0.22 0]
1	H	(3)	39.33	0.971	51.9%	0.011	51.9%	81.8	12.4%	3.294	50.4%	34.37%	36.5%	43.2%	20.3%	[1-0.22 0]
2	H	(3)	59.02	0.633	54.1%	0.010	54.1%	65.9	12.3%	2.669	52.7%	31.80%	43.5%	40.9%	15.6%	[1-0.22 0]
3	H	(3)	79.85	0.612	42.4%	0.014	42.4%	52.6	12.0%	3.232	40.6%	24.73%	48.3%	40.0%	11.7%	[1-0.22 0]
4	H	(3)	100.70	0.554	38.1%	0.015	38.1%	44.6	11.7%	3.445	36.3%	21.54%	51.6%	39.0%	9.4%	[1-0.22 0]
5	H	(3)	119.24	0.355	32.0%	0.012	32.0%	28.9	12.4%	3.415	29.5%	19.99%	56.8%	38.6%	4.6%	[1-0.22 0]
6	H	(3)	140.12	0.258	25.2%	0.010	25.2%	17.9	8.8%	4.001	23.6%	17.68%	63.0%	35.5%	1.6%	[1-0.87 0]
7	H	(3)	159.83	0.205	24.4%	0.009	24.4%	14.1	6.7%	4.030	23.5%	16.46%	65.5%	34.0%	0.5%	[1-0.79 2]
8	H	(3)	181.85	0.222	22.4%	0.011	22.4%	14.6	6.4%	4.202	21.5%	15.02%	65.6%	33.7%	0.7%	[1-0.85 2]
9	H	(3)	199.23	0.258	21.8%	0.014	21.8%	17.1	7.9%	4.209	20.4%	14.24%	64.3%	34.2%	1.5%	[1-0.82 2]
10	H	(3)	220.08	0.306	20.5%	0.019	20.5%	19.6	7.8%	4.330	19.0%	13.39%	63.9%	33.8%	2.3%	[1-0.81 2]
11	H	(3)	239.77	0.320	19.9%	0.021	19.9%	21.0	8.5%	4.240	18.0%	12.68%	60.7%	36.6%	2.8%	[1-0.43 2]
12	H	(3)	259.45	0.323	18.0%	0.023	18.0%	20.6	8.4%	4.362	15.9%	12.20%	59.7%	37.6%	2.6%	[1-0.78 2]
13	H	(3)	280.32	0.347	16.3%	0.027	16.3%	21.6	7.9%	4.457	14.3%	11.59%	58.8%	38.1%	3.1%	[1-0.86 2]
14	H	(3)	300.02	0.319	15.6%	0.027	15.6%	20.2	8.2%	4.379	13.3%	11.23%	58.9%	38.6%	2.5%	[1-0.65 0]
15	H	(3)	319.73	0.285	14.1%	0.025	14.1%	17.7	7.8%	4.482	11.7%	10.86%	58.7%	39.6%	1.7%	[1-1.00 2]
16	H	(6)	339.42	0.283	13.3%	0.027	13.3%	17.3	6.9%	4.553	11.3%	10.38%	59.2%	39.2%	1.6%	[1-0.89 1]
17	H	(6)	360.27	0.368	13.2%	0.037	13.2%	22.0	7.5%	4.653	10.8%	9.93%	57.6%	39.2%	3.2%	[1-0.97 2]
18	H	(6)	379.95	0.425	13.5%	0.045	13.5%	25.0	8.5%	4.714	10.5%	9.64%	57.1%	38.8%	4.1%	[1-0.98 2]
19	H	(6)	399.65	0.504	13.2%	0.056	13.2%	29.7	8.3%	4.704	10.3%	9.37%	55.6%	38.6%	5.8%	[1-0.84 2]
20	H	(6)	420.52	0.590	14.2%	0.069	14.2%	34.7	10.1%	4.723	10.0%	9.14%	54.3%	38.5%	7.2%	[1-0.79 2]
21	H	(6)	443.72	0.619	14.4%	0.076	14.4%	36.3	10.7%	4.733	9.6%	8.84%	52.6%	39.9%	7.5%	[1-0.77 2]
22	H	(6)	479.68	0.610	14.8%	0.081	14.8%	35.7	11.6%	4.748	9.2%	8.42%	52.2%	40.6%	7.2%	[1-0.66 2]
23	H	(6)	500.55	0.559	15.0%	0.078	15.0%	32.9	12.0%	4.720	9.0%	8.23%	52.4%	41.3%	6.3%	[1-0.57 2]
24	H	(6)	522.56	0.482	14.5%	0.070	14.5%	28.4	11.5%	4.711	8.8%	8.07%	53.6%	41.5%	4.8%	[1-0.52 2]
