[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.59	0.581	100.0%	0.003	100.0%	197.7	24.6%	0.816	100.0%	100.00%	32.1%	13.9%	54.0%	[1-0.43 0]
1	H	(3)	39.27	0.436	100.0%	0.005	100.0%	179.9	21.7%	0.674	100.0%	78.31%	37.8%	13.1%	49.1%	[1-0.43 0]
2	H	(3)	58.97	0.458	89.1%	0.008	89.1%	164.2	19.6%	0.776	86.9%	58.19%	34.5%	20.8%	44.7%	[1-0.43 0]
3	H	(3)	79.83	0.455	78.1%	0.010	78.1%	157.1	17.8%	0.805	76.0%	49.29%	33.2%	24.0%	42.8%	[1-0.43 0]
4	H	(3)	99.54	0.371	76.0%	0.010	76.0%	134.9	17.2%	0.763	74.1%	45.29%	38.0%	25.5%	36.5%	[1-0.43 0]
5	H	(3)	119.24	0.278	63.9%	0.009	63.9%	106.5	14.0%	0.724	62.4%	43.16%	44.0%	27.6%	28.4%	[1-0.43 0]
6	H	(3)	140.10	0.267	53.4%	0.010	53.4%	96.7	12.2%	0.767	52.0%	38.90%	45.9%	28.0%	26.1%	[1-0.43 0]
7	H	(3)	159.79	0.251	46.0%	0.011	46.0%	87.4	11.1%	0.797	44.6%	35.95%	48.1%	28.7%	23.2%	[1-0.43 0]
8	H	(3)	179.52	0.210	42.9%	0.010	42.9%	75.6	10.3%	0.771	41.7%	34.64%	51.2%	29.0%	19.8%	[1-0.43 0]
9	H	(3)	199.21	0.230	40.7%	0.013	40.7%	83.6	10.5%	0.764	39.4%	33.26%	51.3%	26.9%	21.8%	[1-0.43 0]
10	H	(3)	220.06	0.220	40.8%	0.013	40.8%	84.3	10.9%	0.723	39.4%	32.78%	52.6%	25.3%	22.1%	[1-0.43 0]
11	H	(3)	239.76	0.195	36.8%	0.013	36.8%	74.0	9.9%	0.733	35.4%	30.92%	53.7%	27.7%	18.7%	[1-0.43 0]
12	H	(3)	259.46	0.176	35.9%	0.013	35.9%	68.5	9.8%	0.713	34.6%	30.43%	56.3%	26.5%	17.2%	[1-0.43 0]
13	H	(3)	280.29	0.156	36.3%	0.012	36.3%	63.4	11.4%	0.686	34.5%	30.14%	60.4%	24.0%	15.5%	[1-0.43 0]
14	H	(3)	299.99	0.138	34.4%	0.012	34.4%	56.2	12.5%	0.682	32.1%	28.65%	59.3%	27.6%	13.1%	[1-0.43 0]
