[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.63	0.252	88.2%	0.001	88.2%	65.0	24.6%	1.076	84.7%	81.90%	40.2%	43.4%	16.4%	[1-0.64 0]
1	H	(3)	42.85	0.125	100.0%	0.001	100.0%	40.7	24.1%	0.850	97.7%	64.28%	48.5%	42.7%	8.8%	[1-0.64 0]
2	H	(3)	61.45	0.147	88.2%	0.003	88.2%	41.2	24.2%	0.994	84.8%	53.04%	60.4%	30.4%	9.2%	[1-0.64 0]
4	H	(3)	99.46	0.112	96.3%	0.003	96.3%	33.9	24.0%	0.919	93.3%	46.40%	69.6%	23.5%	6.9%	[1-0.64 0]
5	H	(3)	119.16	0.137	70.3%	0.005	70.3%	31.7	24.1%	1.199	66.1%	36.85%	72.1%	21.7%	6.2%	[1-0.64 0]
6	H	(3)	140.03	0.114	56.0%	0.004	56.0%	24.0	20.9%	1.325	51.9%	32.14%	78.9%	17.2%	3.9%	[1-0.64 0]
7	H	(3)	159.73	0.119	47.2%	0.005	47.2%	23.5	19.0%	1.409	43.2%	29.57%	81.7%	14.6%	3.7%	[1-0.64 0]
8	H	(3)	179.43	0.103	37.6%	0.005	37.6%	19.9	13.3%	1.441	35.1%	26.97%	79.0%	18.5%	2.5%	[1-0.64 0]
9	H	(3)	199.11	0.103	30.6%	0.006	30.6%	20.9	12.0%	1.368	28.2%	25.22%	70.5%	26.7%	2.8%	[1-0.64 0]
10	H	(3)	219.98	0.101	26.5%	0.006	26.5%	20.8	8.6%	1.348	25.0%	23.69%	65.1%	32.0%	2.8%	[1-0.64 0]
11	H	(3)	239.66	0.092	25.5%	0.006	25.5%	19.4	7.9%	1.315	24.3%	22.96%	64.0%	33.5%	2.5%	[1-0.64 0]
12	H	(3)	260.54	0.103	25.5%	0.007	25.5%	21.2	8.8%	1.347	24.0%	22.15%	65.5%	31.4%	3.1%	[1-0.64 0]
13	H	(3)	280.22	0.101	24.6%	0.008	24.6%	20.5	9.7%	1.374	22.6%	21.15%	65.6%	31.5%	2.9%	[1-0.64 0]
14	H	(3)	299.92	0.116	23.3%	0.010	23.3%	22.3	9.6%	1.445	21.2%	19.94%	68.0%	28.6%	3.4%	[1-0.64 0]
15	H	(3)	319.61	0.117	23.0%	0.010	23.0%	22.8	9.3%	1.426	21.0%	19.69%	70.0%	26.5%	3.5%	[1-0.64 0]
16	H	(3)	339.30	0.126	24.0%	0.012	24.0%	24.8	11.4%	1.407	21.2%	19.21%	67.9%	28.1%	4.0%	[1-0.64 0]
17	H	(3)	360.20	0.117	22.6%	0.012	22.6%	23.6	10.8%	1.379	19.8%	18.66%	65.9%	30.6%	3.6%	[1-0.64 0]
18	H	(3)	379.89	0.123	21.2%	0.013	21.2%	24.5	9.8%	1.398	18.8%	17.78%	64.2%	32.0%	3.9%	[1-0.64 0]
19	H	(3)	399.60	0.119	21.1%	0.013	21.1%	23.5	9.6%	1.399	18.7%	17.37%	64.2%	32.3%	3.6%	[1-0.64 0]
20	H	(3)	420.45	0.113	20.9%	0.013	20.9%	23.1	9.1%	1.360	18.7%	17.00%	63.6%	33.0%	3.4%	[1-0.43 0]
21	H	(3)	440.13	0.104	19.6%	0.013	19.6%	21.4	7.2%	1.347	18.3%	16.70%	64.6%	32.4%	3.0%	[1-0.43 0]
22	H	(3)	459.84	0.118	20.2%	0.015	20.2%	24.1	7.9%	1.364	18.6%	16.27%	62.9%	33.3%	3.8%	[1-0.43 0]
23	H	(3)	480.71	0.124	21.3%	0.017	21.3%	24.9	9.4%	1.387	19.1%	15.78%	62.1%	33.8%	4.1%	[1-0.43 0]
24	H	(3)	500.40	0.123	21.5%	0.017	21.5%	24.9	9.4%	1.371	19.4%	15.51%	60.7%	35.3%	4.0%	[1-0.43 0]
25	H	(3)	520.11	0.111	22.0%	0.016	22.0%	23.1	9.5%	1.328	19.8%	15.15%	61.0%	35.6%	3.5%	[1-0.00 2]
26	H	(3)	539.81	0.114	20.7%	0.017	20.7%	23.1	8.5%	1.375	18.9%	14.86%	62.1%	34.5%	3.4%	[1-0.54 0]
27	H	(3)	560.66	0.097	20.1%	0.015	20.1%	20.3	8.5%	1.334	18.2%	14.40%	61.4%	36.0%	2.6%	[1-0.00 2]
28	H	(3)	580.36	0.091	17.6%	0.015	17.6%	18.5	7.3%	1.370	16.1%	14.03%	60.4%	37.5%	2.1%	[1-0.34 2]
29	H	(3)	600.07	0.094	16.0%	0.016	16.0%	18.9	6.2%	1.384	14.7%	13.79%	60.7%	37.1%	2.2%	[1-0.48 0]
30	H	(3)	619.76	0.093	15.7%	0.016	15.7%	19.1	6.2%	1.350	14.4%	13.50%	58.3%	39.4%	2.3%	[1-0.00 2]
31	H	(3)	640.62	0.085	15.5%	0.015	15.5%	17.8	6.4%	1.324	14.1%	13.32%	54.5%	43.5%	2.0%	[1-0.00 2]
32	H	(3)	660.31	0.091	14.9%	0.017	14.9%	18.6	5.9%	1.366	13.7%	13.10%	54.9%	42.9%	2.2%	[1-0.43 0]
33	H	(3)	680.02	0.083	14.9%	0.016	14.9%	17.2	5.1%	1.343	14.0%	12.81%	54.6%	43.7%	1.8%	[1-0.00 2]
34	H	(3)	700.88	0.088	14.7%	0.017	14.7%	17.6	5.3%	1.390	13.7%	12.52%	53.9%	44.2%	1.9%	[1-0.43 0]
35	H	(3)	720.57	0.111	15.5%	0.022	15.5%	21.7	6.6%	1.419	14.0%	12.31%	55.0%	41.9%	3.1%	[1-0.43 0]
36	H	(3)	740.27	0.125	15.6%	0.026	15.6%	23.9	7.3%	1.448	13.8%	12.08%	56.4%	39.7%	3.8%	[1-0.43 0]
37	H	(3)	759.98	0.141	16.7%	0.030	16.7%	27.1	9.0%	1.440	14.1%	11.99%	55.9%	39.3%	4.8%	[1-0.43 0]
38	H	(3)	780.84	0.168	17.8%	0.037	17.8%	32.0	10.1%	1.461	14.7%	11.87%	56.6%	37.1%	6.3%	[1-0.43 0]
39	H	(3)	800.52	0.183	18.8%	0.041	18.8%	34.6	10.8%	1.473	15.3%	11.74%	56.7%	36.2%	7.1%	[1-0.43 0]
40	H	(3)	820.22	0.192	18.6%	0.044	18.6%	36.1	9.9%	1.479	15.7%	11.58%	56.9%	35.5%	7.6%	[1-0.43 0]
41	H	(3)	841.08	0.192	19.1%	0.045	19.1%	36.0	10.8%	1.477	15.8%	11.45%	57.1%	35.3%	7.6%	[1-0.43 2]
42	H	(3)	860.77	0.183	18.2%	0.044	18.2%	34.6	9.2%	1.467	15.7%	11.36%	57.6%	35.3%	7.1%	[1-0.43 0]
43	H	(3)	880.45	0.172	16.5%	0.042	16.5%	32.2	7.6%	1.482	14.7%	11.16%	58.6%	35.0%	6.4%	[1-0.43 0]
44	H	(3)	900.14	0.160	15.7%	0.040	15.7%	29.9	7.4%	1.486	13.8%	11.01%	58.6%	35.5%	5.8%	[1-0.43 0]
45	H	(3)	921.00	0.145	15.6%	0.037	15.6%	27.4	8.4%	1.469	13.2%	10.87%	57.8%	37.2%	5.1%	[1-0.43 0]
46	H	(3)	940.68	0.147	14.8%	0.038	14.8%	28.0	7.0%	1.457	13.1%	10.77%	57.2%	37.5%	5.3%	[1-0.43 0]
47	H	(6)	960.39	0.143	15.4%	0.038	15.4%	27.3	8.7%	1.458	12.8%	10.66%	57.4%	37.6%	5.0%	[1-0.43 0]
48	H	(6)	981.24	0.142	17.1%	0.039	17.1%	27.2	10.8%	1.450	13.3%	10.53%	56.5%	38.5%	5.0%	[1-0.43 0]
49	H	(6)	1000.95	0.135	17.4%	0.038	17.4%	26.2	11.1%	1.433	13.5%	10.47%	56.1%	39.3%	4.6%	[1-0.43 0]
50	H	(6)	1020.66	0.124	18.0%	0.035	18.0%	24.1	11.8%	1.429	13.6%	10.39%	56.3%	39.7%	4.0%	[1-0.43 0]
51	H	(6)	1040.36	0.122	18.2%	0.035	18.2%	23.8	11.7%	1.426	14.0%	10.32%	56.1%	40.1%	3.8%	[1-0.43 0]
52	H	(6)	1061.23	0.118	17.7%	0.035	17.7%	23.0	10.6%	1.420	14.2%	10.19%	55.1%	41.3%	3.6%	[1-0.43 0]
53	H	(6)	1080.92	0.105	16.7%	0.032	16.7%	20.9	8.8%	1.400	14.2%	10.14%	54.7%	42.4%	2.9%	[1-0.43 0]
54	H	(6)	1100.62	0.104	16.9%	0.032	16.9%	21.0	9.1%	1.382	14.2%	10.08%	54.2%	42.9%	2.9%	[1-0.43 0]
55	H	(6)	1121.50	0.111	16.8%	0.035	16.8%	22.8	8.4%	1.359	14.6%	10.06%	53.6%	42.9%	3.5%	[1-0.43 0]
56	H	(6)	1141.21	0.105	17.2%	0.033	17.2%	21.9	8.8%	1.332	14.7%	10.05%	53.3%	43.5%	3.3%	[1-0.43 0]
57	H	(6)	1160.91	0.110	17.1%	0.035	17.1%	23.0	8.7%	1.324	14.8%	9.99%	53.3%	43.2%	3.6%	[1-0.43 0]
58	H	(6)	1180.61	0.114	17.5%	0.037	17.5%	24.1	9.5%	1.313	14.7%	9.95%	53.0%	43.0%	4.0%	[1-0.43 0]
59	H	(6)	1201.48	0.115	17.6%	0.038	17.6%	24.7	9.8%	1.298	14.6%	9.93%	53.3%	42.6%	4.1%	[1-0.43 0]
60	H	(6)	1221.20	0.113	17.9%	0.038	17.9%	24.3	10.8%	1.290	14.3%	9.88%	53.6%	42.3%	4.0%	[1-0.43 0]
61	H	(6)	1240.92	0.116	18.2%	0.040	18.2%	25.3	11.2%	1.278	14.3%	9.87%	53.8%	41.9%	4.3%	[1-0.43 0]
62	H	(6)	1260.60	0.113	18.0%	0.039	18.0%	24.8	11.1%	1.262	14.1%	9.86%	53.8%	42.0%	4.2%	[1-0.43 0]
63	H	(6)	1281.47	0.117	18.0%	0.042	18.0%	26.0	11.0%	1.253	14.3%	9.82%	53.9%	41.5%	4.6%	[1-0.43 0]
64	H	(6)	1301.17	0.120	17.3%	0.043	17.3%	26.9	9.6%	1.241	14.4%	9.81%	53.9%	41.2%	4.9%	[1-0.43 0]
65	H	(6)	1320.86	0.118	17.2%	0.043	17.2%	26.6	9.6%	1.234	14.2%	9.75%	54.2%	41.0%	4.8%	[1-0.43 0]
66	H	(6)	1341.74	0.116	17.1%	0.043	17.1%	26.5	9.7%	1.221	14.1%	9.74%	54.3%	40.8%	4.8%	[1-0.43 0]
67	H	(6)	1363.76	0.123	17.5%	0.047	17.5%	28.2	10.1%	1.212	14.2%	9.72%	54.6%	40.1%	5.4%	[1-0.43 0]
68	H	(6)	1382.28	0.123	17.5%	0.047	17.5%	28.4	10.0%	1.206	14.4%	9.71%	55.2%	39.4%	5.4%	[1-0.43 0]
69	H	(6)	1400.83	0.119	17.6%	0.046	17.6%	27.5	10.2%	1.203	14.3%	9.67%	55.7%	39.1%	5.2%	[1-0.43 0]
70	H	(6)	1424.01	0.121	17.4%	0.048	17.4%	28.0	9.4%	1.199	14.7%	9.62%	55.9%	38.7%	5.4%	[1-0.43 0]
