[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.60	0.633	100.0%	0.003	100.0%	200.7	24.6%	0.876	100.0%	100.00%	32.3%	12.9%	54.8%	[1-0.43 0]
1	H	(3)	39.33	0.319	100.0%	0.003	100.0%	202.5	34.0%	0.438	100.0%	100.00%	32.3%	12.5%	55.2%	[1-0.43 0]
2	H	(3)	59.02	0.350	100.0%	0.006	100.0%	198.0	34.1%	0.491	100.0%	90.24%	25.7%	20.2%	54.1%	[1-0.43 0]
3	H	(3)	79.87	0.365	100.0%	0.008	100.0%	194.3	33.5%	0.522	100.0%	83.19%	23.0%	23.8%	53.2%	[1-0.43 0]
4	H	(3)	99.58	0.323	100.0%	0.009	100.0%	206.7	33.6%	0.433	100.0%	74.86%	21.8%	21.5%	56.7%	[1-0.43 0]
5	H	(3)	119.28	0.151	100.0%	0.005	100.0%	184.6	33.8%	0.227	100.0%	69.98%	22.7%	26.5%	50.8%	[1-0.43 0]
6	H	(3)	140.14	0.177	100.0%	0.007	100.0%	170.5	28.4%	0.289	100.0%	57.95%	24.4%	28.8%	46.7%	[1-0.43 0]
7	H	(3)	159.87	0.185	100.0%	0.008	100.0%	160.5	24.6%	0.321	100.0%	52.72%	27.4%	28.7%	43.9%	[1-0.43 0]
8	H	(3)	179.58	0.168	98.7%	0.008	98.7%	152.8	20.8%	0.305	96.4%	51.43%	29.6%	28.9%	41.6%	[1-0.43 0]
9	H	(3)	199.30	0.143	61.9%	0.008	61.9%	115.5	14.9%	0.345	60.1%	47.51%	40.4%	29.0%	30.6%	[1-0.43 0]
10	H	(3)	221.31	0.163	55.9%	0.010	55.9%	113.2	15.4%	0.401	53.7%	43.14%	49.0%	22.2%	28.8%	[1-0.43 0]
11	H	(3)	242.17	0.148	55.9%	0.010	55.9%	99.7	15.5%	0.412	53.7%	40.88%	55.3%	19.4%	25.3%	[1-0.43 0]
12	H	(3)	261.88	0.130	60.4%	0.009	60.4%	88.5	17.7%	0.409	57.8%	40.11%	65.1%	13.3%	21.6%	[1-0.43 0]
13	H	(3)	282.75	0.111	61.7%	0.009	61.7%	73.8	20.3%	0.418	58.2%	38.37%	72.5%	10.1%	17.4%	[1-0.43 0]
14	H	(3)	300.14	0.110	61.9%	0.009	61.9%	72.6	21.3%	0.419	58.1%	37.58%	72.0%	11.0%	17.1%	[1-0.43 0]
15	H	(3)	322.16	0.100	65.8%	0.009	65.8%	71.1	22.5%	0.391	61.8%	37.34%	70.9%	12.3%	16.8%	[1-0.43 0]
16	H	(3)	342.99	0.090	62.8%	0.009	62.8%	65.7	22.7%	0.381	58.6%	35.74%	65.2%	19.8%	14.9%	[1-0.43 0]
17	H	(3)	361.53	0.069	60.9%	0.007	60.9%	54.7	22.1%	0.349	56.8%	35.60%	61.2%	26.6%	12.2%	[1-0.43 0]
18	H	(3)	381.23	0.061	54.0%	0.006	54.0%	47.6	21.2%	0.357	49.6%	33.90%	57.6%	32.4%	9.9%	[1-0.43 0]
19	H	(3)	402.10	0.046	52.2%	0.005	52.2%	38.7	19.3%	0.329	48.4%	33.79%	53.5%	38.9%	7.6%	[1-0.43 0]
20	H	(3)	421.80	0.040	47.2%	0.005	47.2%	35.2	16.0%	0.317	44.4%	32.78%	46.6%	46.8%	6.6%	[1-0.43 0]
21	H	(3)	440.35	0.043	42.7%	0.005	42.7%	35.4	15.5%	0.338	39.8%	30.85%	45.9%	47.2%	6.9%	[1-0.43 0]
22	H	(3)	461.23	0.047	38.8%	0.006	38.8%	37.7	14.6%	0.344	35.9%	29.97%	43.4%	49.1%	7.5%	[1-0.43 0]
23	H	(3)	480.93	0.055	37.9%	0.007	37.9%	44.7	13.7%	0.343	35.4%	29.35%	42.0%	49.1%	8.9%	[1-0.43 0]
24	H	(3)	501.81	0.061	39.2%	0.008	39.2%	50.4	15.9%	0.334	35.9%	29.19%	40.5%	49.2%	10.3%	[1-0.43 0]
25	H	(3)	521.49	0.060	38.0%	0.009	38.0%	49.2	16.3%	0.337	34.3%	28.66%	40.4%	49.3%	10.3%	[1-0.43 0]
26	H	(3)	541.19	0.059	38.9%	0.009	38.9%	50.7	18.8%	0.325	34.1%	28.66%	40.4%	49.2%	10.4%	[1-0.43 0]
27	H	(3)	562.05	0.058	38.1%	0.009	38.1%	50.6	18.9%	0.321	33.1%	28.24%	39.2%	50.9%	9.9%	[1-0.43 0]
28	H	(3)	581.76	0.048	40.0%	0.008	40.0%	42.9	21.2%	0.313	33.9%	28.16%	41.5%	50.1%	8.3%	[1-0.43 0]
29	H	(3)	600.31	0.045	36.1%	0.008	36.1%	38.5	19.0%	0.325	30.7%	27.07%	40.8%	51.7%	7.4%	[1-0.43 0]
30	H	(3)	620.00	0.040	34.7%	0.007	34.7%	34.2	18.1%	0.325	29.6%	26.46%	39.9%	53.7%	6.4%	[1-0.43 0]
31	H	(3)	640.84	0.038	34.1%	0.007	34.1%	33.2	16.5%	0.315	29.8%	26.40%	39.6%	54.3%	6.1%	[1-0.43 0]
32	H	(3)	660.55	0.035	34.3%	0.006	34.3%	31.5	16.2%	0.307	30.3%	26.33%	39.5%	54.6%	5.9%	[1-0.43 0]
33	H	(3)	680.26	0.031	32.7%	0.006	32.7%	29.1	13.6%	0.296	29.7%	26.21%	36.9%	57.9%	5.3%	[1-0.43 0]
34	H	(3)	699.97	0.029	33.9%	0.006	33.9%	27.4	13.7%	0.292	31.0%	26.03%	37.4%	57.9%	4.7%	[1-0.43 0]
35	H	(3)	724.31	0.029	35.8%	0.006	35.8%	27.7	14.1%	0.288	32.9%	25.76%	38.8%	56.4%	4.7%	[1-0.43 0]
36	H	(3)	740.54	0.027	38.2%	0.006	38.2%	26.2	16.7%	0.290	34.4%	25.30%	39.4%	56.2%	4.4%	[1-0.43 0]
37	H	(3)	763.73	0.027	40.5%	0.006	40.5%	26.2	17.8%	0.283	36.4%	25.20%	38.6%	57.0%	4.3%	[1-0.43 0]
38	H	(3)	779.96	0.028	42.5%	0.006	42.5%	27.0	18.1%	0.283	38.4%	25.05%	39.7%	55.7%	4.7%	[1-0.43 0]
39	H	(3)	804.30	0.029	43.9%	0.007	43.9%	28.8	19.6%	0.283	39.3%	24.81%	40.6%	54.3%	5.1%	[1-0.43 0]
40	H	(3)	820.52	0.029	43.6%	0.007	43.6%	28.9	19.3%	0.279	39.0%	24.68%	39.6%	55.5%	4.9%	[1-0.43 0]
41	H	(3)	842.52	0.028	40.7%	0.007	40.7%	27.6	16.6%	0.284	37.2%	23.96%	37.8%	57.6%	4.6%	[1-0.43 0]
42	H	(3)	863.37	0.028	40.3%	0.007	40.3%	27.2	14.2%	0.281	37.8%	23.64%	35.8%	59.2%	5.0%	[1-0.43 0]
43	H	(3)	884.25	0.028	39.0%	0.007	39.0%	27.3	13.6%	0.280	36.6%	23.29%	32.6%	62.2%	5.2%	[1-0.43 0]
44	H	(3)	903.96	0.028	37.7%	0.007	37.7%	28.2	11.6%	0.273	35.9%	23.18%	29.3%	65.1%	5.6%	[1-0.43 0]
45	H	(3)	920.20	0.028	38.0%	0.007	38.0%	28.6	11.0%	0.269	36.4%	23.00%	26.4%	67.3%	6.3%	[1-0.43 0]
46	H	(3)	943.39	0.034	36.0%	0.009	36.0%	33.4	11.6%	0.279	34.1%	22.34%	26.9%	65.7%	7.4%	[1-0.43 0]
47	H	(3)	961.95	0.036	34.7%	0.010	34.7%	35.0	13.3%	0.285	32.0%	22.14%	30.0%	62.6%	7.4%	[1-0.43 0]
48	H	(3)	985.12	0.038	34.4%	0.010	34.4%	36.2	15.2%	0.292	30.9%	21.83%	33.3%	59.3%	7.4%	[1-0.43 0]
49	H	(3)	1000.19	0.037	33.9%	0.010	33.9%	34.9	15.9%	0.298	29.9%	21.57%	35.0%	58.3%	6.7%	[1-0.43 0]
