[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	0.744	100.0%	0.004	100.0%	205.6	23.1%	1.006	100.0%	95.12%	32.6%	11.5%	55.9%	[1-1.00 0]
1	H	(3)	39.41	0.374	100.0%	0.004	100.0%	164.6	23.6%	0.631	100.0%	81.90%	27.7%	28.4%	43.9%	[1-1.00 0]
2	H	(3)	59.12	0.212	100.0%	0.003	100.0%	151.4	24.6%	0.389	100.0%	79.74%	30.8%	29.4%	39.7%	[1-1.00 0]
3	H	(3)	79.98	0.282	100.0%	0.006	100.0%	138.2	22.9%	0.567	100.0%	56.33%	36.6%	27.3%	36.2%	[1-1.00 0]
4	H	(3)	99.67	0.222	100.0%	0.006	100.0%	117.1	22.6%	0.526	100.0%	53.39%	40.7%	28.9%	30.4%	[1-1.00 0]
5	H	(3)	119.38	0.140	95.2%	0.005	95.2%	80.1	21.8%	0.484	92.7%	52.33%	43.3%	36.9%	19.9%	[1-1.00 0]
6	H	(3)	139.07	0.110	77.5%	0.004	77.5%	66.0	19.1%	0.462	75.1%	50.57%	47.8%	36.1%	16.0%	[1-1.00 0]
7	H	(3)	159.95	0.128	56.3%	0.006	56.3%	66.5	13.3%	0.536	54.7%	43.67%	46.4%	36.9%	16.7%	[1-1.00 0]
8	H	(3)	179.66	0.117	42.6%	0.006	42.6%	52.0	12.1%	0.624	40.9%	37.09%	44.5%	42.9%	12.6%	[1-1.00 0]
9	H	(3)	199.38	0.128	38.9%	0.007	38.9%	55.4	11.8%	0.642	37.0%	34.44%	43.1%	43.4%	13.6%	[1-1.00 0]
10	H	(3)	219.12	0.152	38.0%	0.009	38.0%	64.6	11.3%	0.654	36.3%	33.13%	45.6%	38.1%	16.3%	[1-1.00 0]
11	H	(3)	240.00	0.154	38.6%	0.010	38.6%	67.2	10.8%	0.638	37.0%	32.21%	47.8%	34.9%	17.3%	[1-1.00 0]
12	H	(3)	260.88	0.123	37.2%	0.009	37.2%	52.9	10.0%	0.648	35.8%	30.86%	54.0%	32.9%	13.1%	[1-1.00 0]
13	H	(3)	281.75	0.139	38.8%	0.011	38.8%	60.1	10.8%	0.645	37.3%	30.62%	58.5%	26.3%	15.2%	[1-1.00 0]
14	H	(3)	300.31	0.166	37.9%	0.014	37.9%	66.2	11.8%	0.698	36.1%	28.94%	59.7%	23.5%	16.8%	[1-1.00 0]
15	H	(3)	321.17	0.179	41.2%	0.016	41.2%	69.8	17.2%	0.711	37.4%	28.22%	62.4%	20.4%	17.2%	[1-1.00 0]
16	H	(3)	343.20	0.193	40.2%	0.018	40.2%	70.3	17.0%	0.761	36.4%	26.64%	65.1%	17.8%	17.2%	[1-1.00 0]
17	H	(3)	360.59	0.195	38.6%	0.020	38.6%	68.8	16.9%	0.786	34.7%	26.03%	68.2%	15.2%	16.6%	[1-1.00 0]
18	H	(3)	380.30	0.184	38.1%	0.019	38.1%	66.0	16.8%	0.773	34.2%	25.57%	70.1%	14.2%	15.7%	[1-1.00 0]
19	H	(3)	400.02	0.173	34.2%	0.019	34.2%	59.1	15.2%	0.812	30.7%	24.72%	74.9%	11.4%	13.7%	[1-1.00 0]
20	H	(3)	419.73	0.156	28.8%	0.018	28.8%	52.5	8.4%	0.825	27.6%	23.70%	76.3%	11.4%	12.3%	[1-1.00 0]
21	H	(3)	439.44	0.143	27.2%	0.017	27.2%	49.0	8.2%	0.810	25.9%	23.01%	76.9%	11.9%	11.1%	[1-1.00 0]
22	H	(3)	460.32	0.133	26.5%	0.017	26.5%	46.6	8.0%	0.793	25.3%	22.52%	75.3%	14.3%	10.4%	[1-1.00 0]
23	H	(3)	480.03	0.128	26.0%	0.017	26.0%	45.5	7.7%	0.780	24.9%	22.13%	74.3%	15.6%	10.1%	[1-1.00 0]
24	H	(3)	500.90	0.122	26.9%	0.017	26.9%	44.9	8.5%	0.754	25.5%	21.89%	72.8%	17.1%	10.1%	[1-1.00 0]
25	H	(3)	521.78	0.105	27.7%	0.015	27.7%	39.7	9.0%	0.733	26.2%	21.49%	71.8%	19.5%	8.7%	[1-1.00 0]
26	H	(3)	540.33	0.093	27.4%	0.014	27.4%	34.8	8.9%	0.744	26.0%	21.07%	72.6%	20.0%	7.4%	[1-1.00 0]
27	H	(3)	560.04	0.099	26.5%	0.015	26.5%	35.0	9.3%	0.787	24.8%	20.18%	74.2%	18.5%	7.3%	[1-1.00 0]
28	H	(3)	580.91	0.131	25.2%	0.021	25.2%	41.4	9.6%	0.880	23.2%	18.45%	72.5%	18.2%	9.3%	[1-1.00 0]
29	H	(3)	601.81	0.151	25.2%	0.025	25.2%	45.5	9.4%	0.924	23.4%	17.54%	69.7%	19.7%	10.6%	[1-1.00 0]
30	H	(3)	620.38	0.194	25.3%	0.033	25.3%	55.4	10.9%	0.973	22.8%	16.85%	66.2%	20.3%	13.5%	[1-1.00 1]
31	H	(3)	641.24	0.228	26.6%	0.041	26.6%	64.8	12.3%	0.976	23.5%	16.52%	62.4%	21.9%	15.7%	[1-1.00 1]
32	H	(3)	659.79	0.263	25.0%	0.048	25.0%	70.0	11.7%	1.043	22.1%	15.73%	59.2%	23.6%	17.2%	[1-1.00 1]
33	H	(3)	679.51	0.264	23.3%	0.050	23.3%	68.3	10.7%	1.071	20.7%	15.11%	57.9%	25.5%	16.5%	[1-1.00 1]
34	H	(3)	700.40	0.329	23.6%	0.064	23.6%	83.1	9.7%	1.099	21.5%	14.52%	51.1%	28.2%	20.7%	[1-1.00 1]
35	H	(3)	721.27	0.362	22.6%	0.073	22.6%	91.0	7.8%	1.107	21.2%	14.25%	48.3%	28.7%	23.0%	[1-1.00 1]
36	H	(3)	740.97	0.419	23.2%	0.086	23.2%	101.7	10.3%	1.144	20.8%	13.74%	43.0%	30.5%	26.5%	[1-1.00 1]
37	H	(3)	760.66	0.460	25.1%	0.097	25.1%	111.8	12.8%	1.144	21.6%	13.35%	37.0%	33.5%	29.5%	[1-1.00 1]
38	H	(3)	780.36	0.513	24.2%	0.111	24.2%	122.3	12.0%	1.165	21.0%	12.96%	32.2%	35.2%	32.6%	[1-1.00 1]
39	H	(3)	801.21	0.514	21.3%	0.114	21.3%	117.9	12.0%	1.210	17.6%	12.67%	36.7%	32.0%	31.3%	[1-1.00 1]
40	H	(3)	819.75	0.512	21.0%	0.117	21.0%	116.2	13.1%	1.224	16.4%	12.42%	37.6%	31.6%	30.8%	[1-1.00 1]
41	H	(3)	840.61	0.505	17.4%	0.118	17.4%	110.1	10.0%	1.273	14.2%	12.03%	39.8%	31.0%	29.3%	[1-1.00 1]
