[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	6.558	23.2%	0.036	23.2%	92.8	7.7%	19.627	21.9%	21.56%	56.5%	19.4%	24.1%	[1-1.00 0]
1	H	(3)	40.59	5.199	20.3%	0.059	20.3%	71.7	7.6%	20.148	18.8%	14.49%	52.9%	28.8%	18.2%	[1-1.00 1]
2	H	(3)	60.19	3.920	20.2%	0.066	20.2%	57.1	8.2%	19.057	18.4%	12.01%	54.5%	31.1%	14.4%	[1-1.00 1]
3	H	(3)	79.91	3.885	18.0%	0.086	18.0%	55.2	7.7%	19.545	16.3%	10.29%	54.9%	31.5%	13.5%	[1-1.00 1]
4	H	(6)	100.74	4.162	16.9%	0.116	16.9%	57.2	7.9%	20.221	15.0%	9.07%	55.3%	30.5%	14.2%	[1-1.00 1]
5	H	(6)	119.26	3.569	15.9%	0.118	15.9%	50.2	8.5%	19.766	13.4%	8.39%	55.3%	32.6%	12.1%	[1-0.79 2]
6	H	(6)	141.30	3.383	15.7%	0.133	15.7%	47.8	9.1%	19.650	12.7%	7.77%	56.6%	31.9%	11.5%	[1-0.79 2]
7	H	(6)	159.85	3.306	14.9%	0.147	14.9%	46.8	9.5%	19.634	11.5%	7.31%	56.4%	32.7%	10.9%	[1-0.73 2]
8	H	(6)	179.55	2.950	14.8%	0.147	14.8%	42.3	10.2%	19.358	10.7%	6.88%	54.9%	35.4%	9.8%	[1-0.67 2]
9	H	(6)	199.28	2.269	14.5%	0.126	14.5%	33.7	10.5%	18.712	10.0%	6.57%	52.8%	40.1%	7.1%	[1-0.70 2]
10	H	(6)	220.14	1.804	13.4%	0.110	13.4%	27.1	10.0%	18.514	8.9%	6.24%	52.5%	42.3%	5.2%	[1-0.70 2]
11	H	(6)	239.84	1.608	12.4%	0.107	12.4%	24.4	9.6%	18.328	7.8%	6.00%	52.5%	43.2%	4.3%	[1-0.76 2]
12	H	(6)	259.55	1.686	11.4%	0.122	11.4%	25.3	8.8%	18.483	7.2%	5.75%	52.5%	43.0%	4.5%	[1-0.86 2]
13	H	(6)	279.26	1.775	11.5%	0.138	11.5%	26.3	9.2%	18.735	6.9%	5.52%	53.9%	41.3%	4.8%	[1-0.82 2]
14	H	(6)	300.11	1.865	10.8%	0.155	10.8%	27.4	8.6%	18.871	6.5%	5.32%	54.9%	39.9%	5.2%	[1-0.76 2]
15	H	(6)	319.80	1.827	11.0%	0.162	11.0%	27.5	9.0%	18.429	6.3%	5.19%	54.3%	40.5%	5.2%	[1-0.65 2]
16	H	(6)	339.49	1.862	11.0%	0.176	11.0%	27.9	9.4%	18.560	5.8%	5.03%	54.2%	40.5%	5.3%	[1-0.80 2]
17	H	(6)	360.36	1.903	10.2%	0.191	10.2%	28.8	8.5%	18.331	5.7%	4.91%	53.3%	41.1%	5.6%	[1-0.84 2]
18	H	(6)	382.40	1.872	10.2%	0.199	10.2%	28.6	8.5%	18.169	5.7%	4.78%	52.7%	41.8%	5.5%	[1-0.84 2]
19	H	(6)	399.80	1.932	10.9%	0.215	10.9%	29.6	9.4%	18.164	5.5%	4.67%	52.9%	41.3%	5.8%	[1-0.83 2]
20	H	(6)	419.52	1.968	10.7%	0.229	10.7%	30.1	9.3%	18.140	5.4%	4.56%	53.1%	41.0%	5.9%	[1-0.79 2]
21	H	(6)	441.57	1.978	10.3%	0.243	10.3%	30.5	8.8%	18.011	5.3%	4.45%	52.7%	41.2%	6.0%	[1-0.76 2]
22	H	(6)	460.13	1.976	10.3%	0.253	10.3%	30.6	8.9%	17.967	5.1%	4.37%	52.6%	41.3%	6.1%	[1-0.79 2]
23	H	(6)	479.84	1.955	10.1%	0.261	10.1%	30.0	8.8%	18.127	4.9%	4.26%	53.0%	41.1%	5.9%	[1-0.80 2]
24	H	(6)	499.55	2.012	10.0%	0.279	10.0%	30.7	8.7%	18.210	4.8%	4.17%	52.9%	41.0%	6.1%	[1-0.77 2]
25	H	(6)	520.44	2.077	9.9%	0.300	9.9%	31.7	8.8%	18.204	4.7%	4.09%	53.1%	40.5%	6.5%	[1-0.72 2]
26	H	(6)	540.13	2.070	9.8%	0.311	9.8%	31.5	8.7%	18.278	4.6%	4.01%	53.5%	40.1%	6.4%	[1-0.74 2]
27	H	(6)	559.82	2.226	10.1%	0.346	10.1%	33.8	9.0%	18.314	4.6%	3.94%	53.4%	39.5%	7.0%	[1-0.76 2]
28	H	(6)	579.53	2.354	10.1%	0.379	10.1%	35.6	9.1%	18.392	4.5%	3.87%	53.7%	38.7%	7.6%	[1-0.77 2]
29	H	(6)	600.40	2.316	10.6%	0.386	10.6%	35.0	9.6%	18.388	4.4%	3.81%	54.3%	38.3%	7.4%	[1-0.73 2]
30	H	(6)	620.09	2.403	11.0%	0.414	11.0%	36.1	10.1%	18.483	4.4%	3.75%	54.4%	37.9%	7.7%	[1-0.78 2]
31	H	(6)	639.81	2.432	11.2%	0.432	11.2%	36.8	10.4%	18.369	4.3%	3.69%	54.0%	38.1%	8.0%	[1-0.68 2]
32	H	(6)	660.68	2.413	10.3%	0.443	10.3%	36.5	9.4%	18.386	4.2%	3.63%	54.0%	38.1%	7.9%	[1-0.68 2]
33	H	(6)	680.39	2.439	10.0%	0.461	10.0%	36.8	9.1%	18.421	4.2%	3.57%	53.6%	38.4%	8.0%	[1-0.76 2]
34	H	(6)	700.09	2.420	9.6%	0.471	9.6%	36.6	8.6%	18.385	4.1%	3.52%	53.5%	38.6%	7.9%	[1-0.74 2]
35	H	(6)	719.79	2.324	9.3%	0.465	9.3%	35.1	8.4%	18.391	4.1%	3.47%	53.9%	38.6%	7.5%	[1-0.73 2]
36	H	(6)	740.67	2.396	8.5%	0.493	8.5%	36.1	7.5%	18.444	4.0%	3.42%	54.2%	38.1%	7.7%	[1-0.72 2]
