[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	1.197	45.3%	0.007	45.3%	57.9	15.6%	5.747	42.5%	43.84%	80.8%	5.4%	13.8%	[1-0.43 0]
1	H	(3)	39.47	1.272	36.4%	0.014	36.4%	61.6	11.5%	5.734	34.5%	28.64%	70.8%	14.2%	15.0%	[1-0.43 0]
2	H	(3)	60.34	1.442	36.7%	0.024	36.7%	80.0	9.3%	5.007	35.5%	23.90%	58.3%	21.4%	20.4%	[1-0.43 0]
3	H	(3)	79.96	1.414	31.8%	0.031	31.8%	76.2	8.4%	5.153	30.7%	20.50%	57.6%	23.1%	19.3%	[1-0.43 0]
4	H	(3)	99.64	1.411	27.8%	0.039	27.8%	71.5	8.0%	5.481	26.6%	17.94%	58.8%	23.3%	17.9%	[1-1.00 0]
5	H	(3)	119.34	1.376	22.0%	0.046	22.0%	67.8	6.6%	5.637	21.0%	16.16%	59.1%	24.1%	16.8%	[1-1.00 0]
6	H	(3)	139.04	1.372	19.6%	0.053	19.6%	64.9	6.1%	5.873	18.6%	14.95%	63.9%	20.3%	15.9%	[1-0.88 0]
7	H	(3)	159.91	1.032	17.8%	0.046	17.8%	49.1	5.4%	5.838	17.0%	14.18%	72.8%	15.9%	11.3%	[1-0.62 0]
8	H	(3)	179.64	0.994	16.5%	0.050	16.5%	44.9	5.8%	6.151	15.5%	13.43%	77.0%	13.0%	10.0%	[1-0.94 0]
9	H	(3)	199.36	0.928	16.1%	0.051	16.1%	42.2	6.1%	6.111	14.9%	12.81%	78.7%	12.0%	9.3%	[1-0.68 0]
10	H	(3)	219.06	0.931	15.2%	0.057	15.2%	43.1	5.6%	5.996	14.2%	12.14%	75.7%	14.7%	9.6%	[1-0.63 0]
11	H	(3)	239.91	0.756	14.5%	0.050	14.5%	36.5	5.7%	5.760	13.3%	11.63%	74.1%	18.2%	7.7%	[1-0.66 0]
12	H	(3)	259.62	0.617	15.2%	0.044	15.2%	32.6	6.5%	5.253	13.7%	11.63%	73.7%	19.7%	6.6%	[1-0.66 0]
13	H	(3)	279.32	0.485	15.6%	0.038	15.6%	28.1	7.1%	4.797	13.9%	11.62%	73.2%	21.6%	5.3%	[1-0.60 0]
14	H	(3)	300.16	0.390	15.7%	0.033	15.7%	24.5	7.2%	4.433	14.0%	11.62%	73.5%	22.3%	4.2%	[1-0.60 0]
15	H	(3)	319.83	0.288	15.7%	0.026	15.7%	19.2	7.9%	4.158	13.6%	11.62%	75.0%	22.4%	2.6%	[1-0.60 0]
16	H	(3)	339.54	0.279	16.1%	0.026	16.1%	19.9	8.8%	3.902	13.4%	11.62%	74.4%	22.9%	2.7%	[1-0.60 0]
17	H	(3)	359.23	0.277	15.3%	0.028	15.3%	20.1	8.3%	3.820	12.8%	11.31%	73.8%	23.4%	2.8%	[1-0.41 0]
18	H	(3)	380.09	0.269	13.8%	0.028	13.8%	18.9	7.1%	3.956	11.8%	10.98%	74.5%	23.1%	2.4%	[1-0.65 0]
19	H	(6)	399.79	0.261	12.6%	0.029	12.6%	17.5	6.1%	4.142	11.0%	10.52%	75.8%	22.2%	2.0%	[1-0.85 0]
20	H	(6)	419.48	0.254	12.4%	0.030	12.4%	16.9	6.3%	4.183	10.6%	10.15%	76.4%	21.9%	1.8%	[1-0.56 0]
21	H	(6)	441.52	0.234	11.4%	0.029	11.4%	15.4	4.9%	4.223	10.3%	9.83%	76.3%	22.4%	1.3%	[1-0.63 0]
22	H	(6)	479.79	0.215	10.9%	0.029	10.9%	14.1	4.2%	4.235	10.0%	9.25%	75.0%	24.0%	0.9%	[1-0.42 2]
