[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.640	81.8%	0.004	81.8%	135.5	17.7%	1.312	79.9%	79.74%	26.3%	37.0%	36.7%	[1-0.43 0]
1	H	(3)	39.44	0.624	71.1%	0.007	71.1%	130.8	15.0%	1.325	69.5%	52.33%	32.7%	32.1%	35.2%	[1-0.43 0]
2	H	(3)	59.13	0.409	74.1%	0.007	74.1%	98.9	14.6%	1.148	72.7%	47.35%	44.8%	29.1%	26.1%	[1-0.43 0]
3	H	(3)	79.98	0.452	58.5%	0.010	58.5%	90.9	13.9%	1.381	56.8%	37.83%	49.8%	26.4%	23.9%	[1-0.43 0]
4	H	(3)	99.69	0.512	46.3%	0.014	46.3%	84.1	13.0%	1.691	44.4%	31.55%	54.1%	24.1%	21.8%	[1-0.43 0]
5	H	(3)	119.40	0.392	40.7%	0.013	40.7%	67.1	10.1%	1.623	39.5%	30.46%	61.7%	21.4%	16.8%	[1-0.43 0]
6	H	(3)	139.09	0.268	40.5%	0.010	40.5%	51.9	8.9%	1.434	39.6%	30.46%	67.0%	20.5%	12.5%	[1-0.43 0]
7	H	(3)	159.98	0.242	41.8%	0.011	41.8%	54.2	8.6%	1.243	40.8%	30.46%	66.2%	20.8%	13.1%	[1-0.43 0]
8	H	(3)	179.68	0.212	41.2%	0.011	41.2%	52.9	7.6%	1.113	40.5%	30.46%	67.4%	20.0%	12.6%	[1-0.43 0]
9	H	(3)	199.38	0.192	39.7%	0.011	39.7%	53.4	7.5%	0.997	39.0%	30.46%	66.7%	20.5%	12.8%	[1-0.43 0]
10	H	(3)	220.23	0.171	38.9%	0.010	38.9%	52.8	7.8%	0.902	38.1%	30.46%	66.8%	20.6%	12.7%	[1-0.43 0]
11	H	(3)	239.94	0.165	37.9%	0.011	37.9%	54.7	7.7%	0.836	37.1%	30.46%	67.5%	19.4%	13.1%	[1-0.43 0]
12	H	(3)	259.62	0.156	36.8%	0.011	36.8%	55.1	7.3%	0.788	36.1%	30.31%	68.3%	18.4%	13.3%	[1-0.43 0]
