[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.640	100.0%	0.004	100.0%	202.3	24.6%	0.879	100.0%	100.00%	32.3%	12.7%	55.0%	[1-0.43 0]
1	H	(3)	39.44	0.288	100.0%	0.003	100.0%	203.9	33.8%	0.392	100.0%	100.00%	32.5%	12.2%	55.3%	[1-0.43 0]
2	H	(3)	59.16	0.202	100.0%	0.003	100.0%	184.7	35.0%	0.303	100.0%	95.12%	37.4%	12.4%	50.1%	[1-0.43 0]
3	H	(3)	80.03	0.206	100.0%	0.005	100.0%	184.5	33.7%	0.310	100.0%	85.91%	37.7%	10.9%	51.4%	[1-0.43 0]
4	H	(3)	99.74	0.162	100.0%	0.004	100.0%	186.1	31.0%	0.241	100.0%	84.62%	32.3%	15.6%	52.1%	[1-0.43 0]
5	H	(3)	119.45	0.177	100.0%	0.006	100.0%	190.2	29.7%	0.258	100.0%	72.69%	28.2%	19.4%	52.5%	[1-0.43 0]
6	H	(3)	141.49	0.216	100.0%	0.008	100.0%	187.8	23.6%	0.319	100.0%	61.31%	23.5%	24.2%	52.2%	[1-0.43 0]
7	H	(3)	160.05	0.278	75.2%	0.012	75.2%	210.5	19.0%	0.367	72.7%	56.06%	15.4%	25.9%	58.7%	[1-0.43 0]
8	H	(3)	179.74	0.276	59.6%	0.014	59.6%	218.6	15.6%	0.351	57.5%	53.65%	9.3%	30.6%	60.1%	[1-0.43 0]
9	H	(3)	199.44	0.288	55.2%	0.016	55.2%	221.2	13.8%	0.361	53.4%	50.94%	8.8%	30.7%	60.5%	[1-0.43 0]
10	H	(3)	220.31	0.290	51.3%	0.018	51.3%	216.5	11.9%	0.372	49.9%	44.91%	8.6%	31.1%	60.3%	[1-0.43 0]
11	H	(3)	240.01	0.274	51.9%	0.018	51.9%	217.9	11.1%	0.349	50.7%	44.50%	8.9%	30.8%	60.3%	[1-0.43 0]
12	H	(3)	259.72	0.258	47.6%	0.019	47.6%	202.2	10.2%	0.355	46.5%	41.26%	10.5%	33.6%	55.9%	[1-0.43 0]
13	H	(3)	279.41	0.256	43.6%	0.020	43.6%	192.1	9.5%	0.371	42.6%	38.56%	12.0%	34.9%	53.1%	[1-0.43 0]
14	H	(3)	300.27	0.247	42.6%	0.021	42.6%	185.5	9.1%	0.369	41.6%	37.06%	13.7%	35.1%	51.2%	[1-0.43 0]
15	H	(3)	319.98	0.247	39.4%	0.022	39.4%	180.0	8.6%	0.382	38.5%	35.69%	14.9%	35.5%	49.6%	[1-0.43 0]
16	H	(3)	339.68	0.232	39.5%	0.022	39.5%	175.3	8.2%	0.368	38.7%	35.40%	16.1%	35.5%	48.4%	[1-0.43 0]
17	H	(3)	359.39	0.223	39.1%	0.022	39.1%	171.8	7.9%	0.361	38.3%	34.25%	17.1%	35.4%	47.5%	[1-0.43 0]
18	H	(3)	380.29	0.222	37.5%	0.023	37.5%	168.8	7.7%	0.366	36.7%	32.91%	18.1%	35.2%	46.6%	[1-0.43 0]
19	H	(3)	400.01	0.217	36.9%	0.024	36.9%	166.4	7.5%	0.362	36.1%	32.34%	19.1%	34.8%	46.1%	[1-0.43 0]
20	H	(3)	419.73	0.216	35.8%	0.025	35.8%	165.1	7.5%	0.364	35.0%	31.59%	19.4%	34.8%	45.8%	[1-0.43 0]
21	H	(3)	439.44	0.225	33.5%	0.027	33.5%	162.7	7.2%	0.384	32.7%	30.24%	20.0%	34.9%	45.1%	[1-0.43 0]
22	H	(3)	460.31	0.267	30.4%	0.034	30.4%	174.0	7.2%	0.426	29.6%	28.44%	21.3%	30.7%	48.0%	[1-0.43 0]
23	H	(3)	480.03	0.272	30.7%	0.036	30.7%	182.0	7.2%	0.415	29.9%	28.18%	22.1%	27.8%	50.1%	[1-0.43 0]
24	H	(3)	499.73	0.290	30.6%	0.040	30.6%	194.1	7.1%	0.414	29.8%	27.59%	22.5%	24.3%	53.2%	[1-0.43 0]
25	H	(3)	520.59	0.310	30.4%	0.045	30.4%	205.0	7.1%	0.421	29.6%	26.86%	24.1%	19.8%	56.1%	[1-0.43 0]
26	H	(3)	540.30	0.325	31.3%	0.049	31.3%	216.2	7.1%	0.417	30.5%	26.33%	25.5%	15.6%	59.0%	[1-0.43 0]
27	H	(3)	559.99	0.314	32.7%	0.049	32.7%	215.6	7.3%	0.405	31.8%	26.22%	25.7%	15.5%	58.7%	[1-0.43 0]
28	H	(3)	580.87	0.316	34.4%	0.051	34.4%	218.2	7.6%	0.402	33.6%	25.76%	26.2%	14.0%	59.7%	[1-0.43 0]
