[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.61	1.481	41.5%	0.008	41.5%	58.3	11.9%	7.054	39.8%	37.73%	69.7%	16.1%	14.2%	[1-0.18 0]
1	H	(3)	39.51	0.994	39.3%	0.011	39.3%	38.0	11.2%	7.258	37.7%	27.07%	83.7%	8.2%	8.1%	[1-0.18 0]
2	H	(3)	59.79	1.199	34.8%	0.020	34.8%	46.4	10.0%	7.177	33.4%	21.90%	83.0%	6.3%	10.7%	[1-0.18 0]
3	H	(3)	79.48	1.539	29.0%	0.034	29.0%	53.3	9.2%	8.030	27.5%	18.10%	82.2%	4.9%	12.9%	[1-0.18 0]
4	H	(3)	99.18	1.671	26.3%	0.046	26.3%	54.7	8.7%	8.495	24.8%	15.99%	82.1%	4.4%	13.4%	[1-0.61 2]
5	H	(3)	120.01	1.512	22.7%	0.050	22.7%	49.6	7.8%	8.457	21.3%	14.76%	86.2%	1.8%	12.0%	[1-0.43 1]
6	H	(3)	139.70	1.564	20.0%	0.061	20.0%	52.5	8.6%	8.274	18.1%	13.95%	84.3%	2.7%	13.0%	[1-0.81 0]
7	H	(3)	159.40	1.359	19.2%	0.060	19.2%	46.3	8.5%	8.149	17.2%	13.18%	85.9%	2.9%	11.2%	[1-0.96 0]
8	H	(3)	179.07	1.132	19.7%	0.056	19.7%	40.4	10.8%	7.793	16.5%	12.45%	85.3%	5.4%	9.3%	[1-0.71 2]
9	H	(3)	199.93	0.980	19.6%	0.054	19.6%	35.3	13.1%	7.724	14.6%	11.72%	84.6%	7.7%	7.7%	[1-0.77 2]
10	H	(3)	219.64	1.006	20.2%	0.061	20.2%	35.6	14.9%	7.854	13.6%	10.93%	81.7%	10.5%	7.8%	[1-0.66 0]
11	H	(6)	239.36	0.977	19.1%	0.065	19.1%	35.0	13.7%	7.742	13.3%	10.43%	79.7%	12.8%	7.5%	[1-0.65 0]
12	H	(6)	260.22	0.892	19.2%	0.064	19.2%	33.1	14.3%	7.476	12.8%	9.91%	76.5%	16.7%	6.8%	[1-0.37 2]
13	H	(6)	279.93	0.728	17.1%	0.057	17.1%	27.4	12.0%	7.366	12.3%	9.47%	75.2%	19.6%	5.2%	[1-0.00 2]
14	H	(6)	299.63	0.612	15.9%	0.051	15.9%	23.6	10.2%	7.214	12.3%	9.17%	73.3%	22.8%	3.9%	[1-0.00 2]
15	H	(6)	320.51	0.645	15.1%	0.057	15.1%	24.3	8.5%	7.382	12.5%	8.88%	72.9%	23.0%	4.1%	[1-0.43 0]
16	H	(6)	341.35	0.710	17.3%	0.067	17.3%	26.8	11.2%	7.350	13.2%	8.61%	71.6%	23.6%	4.8%	[1-0.48 0]
17	H	(6)	361.04	0.859	17.9%	0.086	17.9%	31.6	11.5%	7.564	13.7%	8.31%	71.4%	22.4%	6.2%	[1-0.57 0]
18	H	(6)	381.91	0.833	18.1%	0.088	18.1%	31.3	11.6%	7.396	13.9%	8.11%	71.3%	22.6%	6.1%	[1-0.35 0]
19	H	(6)	399.30	0.826	17.6%	0.092	17.6%	30.9	11.5%	7.433	13.4%	7.88%	71.3%	22.8%	6.0%	[1-0.33 2]
20	H	(6)	439.91	0.704	16.0%	0.086	16.0%	25.9	10.6%	7.553	11.9%	7.48%	71.3%	24.3%	4.4%	[1-0.70 0]
21	H	(6)	459.62	0.540	12.9%	0.069	12.9%	20.2	7.1%	7.442	10.7%	7.34%	72.3%	25.0%	2.7%	[1-0.66 0]
22	H	(6)	480.47	0.368	9.9%	0.049	9.9%	14.0	3.5%	7.285	9.3%	7.15%	73.0%	26.2%	0.9%	[1-0.43 0]
23	H	(6)	501.34	0.367	9.6%	0.051	9.6%	13.9	3.4%	7.313	8.9%	7.01%	73.6%	25.5%	0.8%	[1-0.43 0]
24	H	(6)	540.77	0.372	9.6%	0.056	9.6%	14.0	3.3%	7.359	9.0%	6.76%	74.7%	24.4%	0.9%	[1-0.43 0]
25	H	(6)	561.65	0.482	14.2%	0.075	14.2%	18.0	10.5%	7.454	9.6%	6.63%	74.6%	23.3%	2.1%	[1-0.43 0]
26	H	(6)	581.37	0.661	19.8%	0.107	19.8%	24.4	16.7%	7.516	10.6%	6.50%	73.4%	22.6%	4.0%	[1-0.43 0]
27	H	(6)	602.23	0.783	21.2%	0.131	21.2%	28.8	17.7%	7.562	11.7%	6.38%	72.4%	22.2%	5.3%	[1-0.43 0]
28	H	(6)	621.93	0.923	22.3%	0.159	22.3%	32.9	18.4%	7.792	12.6%	6.32%	72.3%	21.1%	6.6%	[1-0.90 0]
29	H	(6)	641.63	1.093	24.7%	0.195	24.7%	37.9	20.8%	8.010	13.2%	6.22%	73.5%	18.4%	8.1%	[1-1.00 2]
30	H	(6)	661.33	1.085	23.6%	0.199	23.6%	37.3	19.6%	8.068	13.0%	6.14%	74.9%	17.2%	7.9%	[1-1.00 1]
31	H	(6)	682.20	1.014	25.4%	0.192	25.4%	34.8	22.0%	8.098	12.6%	6.04%	76.4%	16.4%	7.1%	[1-1.00 1]
32	H	(6)	701.92	0.976	25.7%	0.190	25.7%	33.2	22.7%	8.179	12.0%	5.95%	78.0%	15.3%	6.6%	[1-1.00 1]
33	H	(6)	721.60	0.976	26.9%	0.196	26.9%	32.7	24.2%	8.286	11.7%	5.84%	79.1%	14.4%	6.5%	[1-1.00 1]
34	H	(6)	741.31	0.941	26.6%	0.194	26.6%	31.9	24.1%	8.194	11.4%	5.78%	78.8%	14.9%	6.3%	[1-0.96 2]
35	H	(6)	762.18	0.983	26.6%	0.208	26.6%	33.0	24.1%	8.264	11.4%	5.68%	78.5%	15.0%	6.6%	[1-0.98 2]
36	H	(6)	781.87	1.002	22.4%	0.218	22.4%	33.6	19.3%	8.272	11.3%	5.60%	78.3%	14.9%	6.8%	[1-0.96 2]
37	H	(6)	801.59	1.030	23.4%	0.229	23.4%	34.6	20.6%	8.282	11.2%	5.52%	78.0%	15.0%	7.0%	[1-0.96 2]
38	H	(6)	822.46	1.040	23.5%	0.238	23.5%	34.9	20.8%	8.263	11.0%	5.46%	77.7%	15.3%	7.1%	[1-0.97 0]
39	H	(6)	842.17	1.005	23.0%	0.235	23.0%	33.8	20.3%	8.248	10.8%	5.40%	77.8%	15.4%	6.8%	[1-0.98 2]
40	H	(6)	861.87	0.923	24.0%	0.221	24.0%	31.2	21.6%	8.209	10.4%	5.35%	78.2%	15.7%	6.1%	[1-0.96 2]
41	H	(6)	881.58	0.928	25.4%	0.227	25.4%	31.3	23.2%	8.234	10.3%	5.26%	78.1%	15.8%	6.1%	[1-0.97 2]
42	H	(6)	902.45	0.899	24.2%	0.225	24.2%	30.2	22.0%	8.265	10.2%	5.21%	78.7%	15.5%	5.8%	[1-1.00 0]
43	H	(6)	922.15	0.899	24.0%	0.230	24.0%	30.2	21.8%	8.268	10.1%	5.16%	79.1%	15.1%	5.8%	[1-1.00 1]
44	H	(6)	941.86	0.898	23.0%	0.235	23.0%	30.2	20.8%	8.255	10.0%	5.11%	79.4%	14.8%	5.8%	[1-0.98 0]
45	H	(6)	962.72	0.979	23.4%	0.262	23.4%	32.9	21.1%	8.275	10.2%	5.05%	79.3%	14.2%	6.5%	[1-0.98 0]
46	H	(6)	982.44	0.923	23.1%	0.252	23.1%	30.8	20.9%	8.334	9.9%	5.00%	80.1%	14.0%	5.9%	[1-0.98 2]
47	H	(6)	1002.16	0.945	22.8%	0.263	22.8%	31.4	20.5%	8.375	9.9%	4.95%	80.0%	13.9%	6.1%	[1-1.00 0]
48	H	(6)	1021.87	0.984	27.2%	0.279	27.2%	32.4	25.3%	8.442	10.0%	4.89%	80.0%	13.7%	6.4%	[1-1.00 1]
49	H	(6)	1041.58	0.998	28.7%	0.289	28.7%	33.0	26.9%	8.408	9.9%	4.84%	79.8%	13.7%	6.5%	[1-0.99 1]
50	H	(6)	1062.46	0.988	27.1%	0.291	27.1%	32.7	25.2%	8.379	9.9%	4.80%	79.8%	13.8%	6.5%	[1-0.97 0]
51	H	(6)	1082.17	0.989	26.8%	0.297	26.8%	32.7	25.0%	8.410	9.6%	4.74%	79.6%	13.9%	6.5%	[1-0.99 0]
52	H	(6)	1103.04	1.023	28.2%	0.313	28.2%	33.7	26.4%	8.427	10.0%	4.70%	79.4%	13.7%	6.9%	[1-0.97 0]
53	H	(6)	1122.75	0.995	26.8%	0.310	26.8%	32.9	24.9%	8.404	9.8%	4.65%	79.4%	13.9%	6.7%	[1-0.97 0]
54	H	(6)	1142.45	1.048	26.5%	0.333	26.5%	34.3	24.5%	8.498	10.3%	4.60%	79.4%	13.4%	7.2%	[1-0.98 0]
55	H	(6)	1162.14	0.996	26.6%	0.321	26.6%	32.5	24.6%	8.502	10.2%	4.57%	79.7%	13.5%	6.7%	[1-0.96 0]
56	H	(6)	1181.85	1.022	26.9%	0.336	26.9%	33.3	24.8%	8.515	10.4%	4.53%	79.7%	13.4%	6.9%	[1-0.96 0]
57	H	(6)	1202.71	1.004	26.9%	0.335	26.9%	32.9	24.8%	8.479	10.4%	4.50%	79.5%	13.8%	6.7%	[1-0.98 0]
58	H	(6)	1222.41	0.983	24.1%	0.334	24.1%	32.3	21.7%	8.458	10.3%	4.46%	79.6%	13.9%	6.5%	[1-0.98 0]
59	H	(6)	1242.12	0.962	24.2%	0.332	24.2%	31.8	22.0%	8.392	10.0%	4.43%	79.5%	14.2%	6.3%	[1-0.99 0]
60	H	(6)	1262.99	1.048	21.1%	0.368	21.1%	34.9	18.4%	8.335	10.4%	4.41%	79.0%	13.9%	7.1%	[1-0.97 0]
61	H	(6)	1282.71	1.099	24.2%	0.391	24.2%	36.4	21.7%	8.383	10.7%	4.37%	78.9%	13.4%	7.6%	[1-0.98 0]
62	H	(6)	1302.43	1.103	24.1%	0.399	24.1%	36.5	21.7%	8.387	10.5%	4.33%	78.9%	13.5%	7.6%	[1-0.97 0]
63	H	(6)	1322.14	1.095	20.8%	0.402	20.8%	36.4	18.1%	8.363	10.4%	4.30%	78.8%	13.6%	7.6%	[1-0.94 0]
