[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.59	0.639	100.0%	0.003	100.0%	172.6	22.4%	1.028	100.0%	90.24%	16.8%	35.6%	47.6%	[1-1.00 0]
1	H	(3)	39.34	0.267	100.0%	0.003	100.0%	155.5	21.9%	0.476	100.0%	85.36%	21.8%	35.4%	42.8%	[1-1.00 0]
2	H	(3)	59.05	0.335	100.0%	0.005	100.0%	154.9	20.0%	0.600	100.0%	64.22%	25.6%	32.2%	42.3%	[1-1.00 0]
3	H	(3)	79.90	0.304	90.0%	0.007	90.0%	125.1	19.4%	0.674	87.9%	51.09%	26.3%	39.9%	33.8%	[1-1.00 0]
4	H	(3)	99.59	0.381	70.4%	0.011	70.4%	131.4	17.3%	0.804	68.3%	42.25%	23.8%	40.6%	35.6%	[1-1.00 0]
5	H	(3)	119.30	0.362	52.4%	0.012	52.4%	126.9	14.3%	0.792	50.4%	38.53%	25.0%	40.7%	34.2%	[1-1.00 0]
6	H	(3)	139.00	0.330	51.1%	0.013	51.1%	126.2	11.6%	0.728	49.8%	37.22%	22.7%	42.7%	34.6%	[1-1.00 0]
7	H	(3)	159.93	0.301	48.3%	0.013	48.3%	119.1	10.0%	0.702	47.3%	35.26%	20.0%	46.8%	33.2%	[1-1.00 0]
8	H	(3)	179.63	0.324	48.7%	0.016	48.7%	135.4	9.7%	0.664	47.8%	34.52%	21.6%	40.6%	37.8%	[1-1.00 0]
9	H	(3)	200.50	0.314	46.9%	0.017	46.9%	135.7	9.3%	0.642	46.0%	33.31%	23.3%	38.8%	37.9%	[1-1.00 0]
10	H	(3)	220.20	0.550	27.6%	0.034	27.6%	137.2	10.0%	1.114	25.7%	24.76%	26.4%	36.0%	37.6%	[1-1.00 0]
11	H	(3)	239.90	0.783	19.8%	0.052	19.8%	128.2	9.6%	1.696	17.3%	19.44%	34.3%	31.3%	34.4%	[1-1.00 0]
12	H	(3)	259.59	0.908	17.4%	0.065	17.4%	121.7	8.9%	2.072	14.9%	17.09%	38.8%	29.1%	32.1%	[1-1.00 1]
13	H	(3)	279.29	0.953	16.5%	0.074	16.5%	113.4	8.4%	2.335	14.3%	15.64%	42.6%	27.8%	29.6%	[1-1.00 1]
14	H	(3)	300.13	0.857	16.3%	0.071	16.3%	94.4	8.1%	2.522	14.1%	14.80%	49.8%	26.1%	24.1%	[1-1.00 1]
15	H	(3)	319.83	0.659	16.0%	0.059	16.0%	75.0	5.4%	2.441	15.0%	14.62%	54.1%	26.7%	19.2%	[1-0.90 2]
16	H	(3)	339.54	0.597	16.5%	0.056	16.5%	71.2	5.4%	2.327	15.6%	14.57%	54.7%	27.3%	18.0%	[1-0.90 2]
17	H	(3)	360.39	0.524	17.0%	0.052	17.0%	64.6	6.0%	2.253	15.9%	14.45%	57.9%	26.0%	16.2%	[1-0.77 2]
18	H	(3)	380.09	0.465	17.1%	0.049	17.1%	59.8	6.7%	2.158	15.8%	14.33%	58.1%	27.2%	14.7%	[1-0.77 2]
19	H	(3)	399.79	0.425	16.8%	0.047	16.8%	57.2	6.5%	2.065	15.5%	14.10%	57.6%	28.3%	14.1%	[1-0.59 2]
20	H	(3)	419.50	0.397	16.9%	0.046	16.9%	56.6	6.9%	1.949	15.4%	14.00%	55.8%	30.2%	14.0%	[1-0.48 2]
21	H	(3)	440.34	0.364	16.6%	0.045	16.6%	54.2	6.9%	1.867	15.1%	13.88%	54.1%	32.6%	13.2%	[1-0.59 2]
22	H	(3)	460.04	0.352	16.3%	0.045	16.3%	54.7	6.6%	1.789	14.9%	13.72%	51.6%	35.1%	13.4%	[1-0.47 2]
23	H	(3)	479.72	0.334	16.5%	0.045	16.5%	53.9	7.3%	1.723	14.8%	13.69%	51.2%	35.6%	13.2%	[1-0.47 2]
24	H	(3)	500.57	0.329	16.2%	0.046	16.2%	55.7	6.7%	1.643	14.8%	13.64%	49.3%	37.0%	13.7%	[1-0.32 2]
25	H	(3)	520.25	0.307	16.6%	0.044	16.6%	53.7	7.8%	1.590	14.6%	13.43%	48.6%	38.3%	13.1%	[1-0.00 2]
26	H	(3)	539.94	0.290	16.7%	0.043	16.7%	52.2	8.4%	1.542	14.4%	13.29%	47.6%	39.7%	12.8%	[1-0.00 2]
27	H	(3)	559.63	0.248	16.5%	0.039	16.5%	45.2	8.5%	1.524	14.2%	13.18%	50.4%	38.8%	10.8%	[1-0.00 2]
28	H	(3)	580.50	0.244	15.7%	0.039	15.7%	46.0	7.2%	1.470	14.0%	13.11%	48.7%	40.3%	11.0%	[1-0.00 2]
29	H	(3)	600.21	0.221	16.6%	0.037	16.6%	42.0	9.5%	1.462	13.7%	12.99%	49.6%	40.6%	9.9%	[1-0.27 2]
30	H	(3)	619.91	0.254	14.9%	0.044	14.9%	46.3	7.3%	1.525	13.0%	12.73%	50.0%	38.9%	11.1%	[1-0.87 2]
31	H	(3)	640.80	0.264	15.1%	0.047	15.1%	47.9	7.9%	1.533	12.9%	12.58%	51.3%	37.1%	11.5%	[1-0.91 2]
32	H	(3)	660.51	0.314	15.0%	0.058	15.0%	57.0	7.9%	1.529	12.8%	12.43%	48.8%	37.0%	14.2%	[1-1.00 1]
33	H	(3)	681.38	0.346	15.8%	0.066	15.8%	63.3	7.9%	1.519	13.7%	12.32%	48.0%	36.0%	16.1%	[1-1.00 1]
34	H	(3)	701.10	0.403	18.4%	0.079	18.4%	73.4	10.7%	1.526	14.9%	12.15%	45.9%	35.2%	18.9%	[1-1.00 1]
35	H	(3)	721.97	0.421	19.1%	0.084	19.1%	77.3	10.7%	1.514	15.9%	12.01%	44.5%	35.5%	20.0%	[1-1.00 1]
36	H	(3)	741.67	0.452	21.6%	0.093	21.6%	83.8	13.3%	1.499	17.0%	11.92%	43.0%	35.2%	21.8%	[1-1.00 1]
