[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.58	0.683	89.2%	0.004	89.2%	128.6	18.1%	1.475	87.4%	72.70%	24.1%	41.9%	34.0%	[1-1.00 0]
1	H	(3)	39.27	0.393	74.1%	0.004	74.1%	71.7	17.3%	1.523	72.0%	51.55%	44.3%	38.3%	17.4%	[1-1.00 0]
2	H	(3)	58.94	0.460	50.4%	0.008	50.4%	61.0	17.1%	2.093	47.4%	37.24%	48.4%	36.9%	14.6%	[1-1.00 0]
3	H	(3)	79.80	0.553	43.6%	0.012	43.6%	69.6	13.6%	2.207	41.4%	30.84%	46.1%	36.7%	17.1%	[1-1.00 0]
4	H	(3)	99.49	0.691	37.9%	0.019	37.9%	80.7	11.3%	2.378	36.2%	26.04%	43.0%	36.7%	20.3%	[1-1.00 0]
5	H	(3)	119.18	0.791	29.5%	0.026	29.5%	85.6	7.4%	2.567	28.5%	23.28%	47.0%	31.3%	21.7%	[1-1.00 0]
6	H	(3)	140.04	0.967	27.7%	0.038	27.7%	108.8	6.9%	2.470	26.8%	21.92%	40.3%	31.2%	28.6%	[1-1.00 0]
7	H	(3)	159.74	1.080	26.1%	0.048	26.1%	125.7	5.9%	2.386	25.4%	20.86%	35.2%	31.5%	33.3%	[1-1.00 0]
8	H	(3)	179.43	1.110	24.2%	0.055	24.2%	128.2	5.6%	2.406	23.5%	19.52%	34.3%	31.7%	34.0%	[1-1.00 0]
9	H	(3)	199.13	1.043	23.7%	0.058	23.7%	127.7	5.3%	2.270	23.1%	19.14%	34.5%	31.6%	33.9%	[1-1.00 0]
10	H	(3)	219.97	0.998	21.9%	0.061	21.9%	123.4	4.9%	2.246	21.3%	18.15%	31.6%	35.8%	32.6%	[1-1.00 0]
11	H	(3)	239.67	0.973	22.2%	0.065	22.2%	126.0	4.8%	2.145	21.7%	17.80%	30.5%	36.0%	33.6%	[1-1.00 0]
12	H	(3)	259.36	1.033	22.5%	0.074	22.5%	135.6	4.9%	2.117	22.0%	17.37%	32.0%	31.7%	36.3%	[1-1.00 0]
13	H	(3)	280.23	1.141	23.0%	0.089	23.0%	149.1	5.0%	2.125	22.4%	16.79%	32.8%	27.2%	40.1%	[1-1.00 0]
14	H	(3)	299.92	1.264	22.9%	0.105	22.9%	160.8	5.1%	2.184	22.4%	16.14%	34.1%	22.5%	43.3%	[1-1.00 0]
15	H	(3)	319.61	1.345	23.3%	0.119	23.3%	168.6	5.3%	2.216	22.7%	15.59%	35.9%	18.5%	45.7%	[1-1.00 0]
16	H	(3)	339.31	1.329	22.7%	0.125	22.7%	168.2	6.4%	2.195	21.8%	15.05%	38.7%	15.8%	45.5%	[1-0.43 0]
17	H	(3)	360.17	1.313	23.3%	0.131	23.3%	168.3	6.4%	2.167	22.4%	14.68%	38.8%	15.5%	45.6%	[1-0.43 0]
18	H	(3)	381.04	1.287	23.4%	0.136	23.4%	167.4	6.4%	2.135	22.5%	14.41%	39.1%	15.4%	45.5%	[1-0.43 0]
19	H	(3)	400.74	1.045	21.7%	0.116	21.7%	138.6	6.6%	2.094	20.7%	14.03%	39.4%	22.7%	37.9%	[1-0.43 0]
20	H	(3)	420.46	0.836	20.1%	0.098	20.1%	113.7	6.8%	2.043	19.0%	13.72%	39.3%	29.3%	31.4%	[1-0.43 0]
21	H	(3)	440.16	0.676	19.1%	0.083	19.1%	94.3	5.3%	1.992	18.3%	13.42%	38.1%	35.5%	26.4%	[1-0.43 0]
22	H	(3)	459.86	0.475	16.6%	0.061	16.6%	68.2	5.3%	1.934	15.8%	13.08%	37.3%	42.9%	19.8%	[1-0.43 2]
23	H	(3)	479.56	0.336	14.2%	0.045	14.2%	48.9	4.9%	1.910	13.3%	12.69%	36.3%	49.1%	14.6%	[1-0.43 0]
24	H	(3)	500.43	0.410	13.9%	0.057	13.9%	59.5	4.7%	1.915	13.1%	12.45%	35.6%	46.8%	17.6%	[1-0.43 0]
25	H	(3)	520.13	0.517	13.5%	0.075	13.5%	73.6	4.5%	1.953	12.8%	12.16%	35.9%	42.9%	21.2%	[1-0.43 0]
26	H	(3)	539.81	0.614	13.5%	0.092	13.5%	87.0	4.8%	1.962	12.6%	12.01%	36.6%	39.0%	24.5%	[1-0.43 0]
27	H	(3)	560.68	0.707	13.1%	0.110	13.1%	97.4	4.7%	2.017	12.2%	11.67%	36.8%	36.0%	27.2%	[1-0.38 0]
28	H	(3)	580.37	0.688	13.1%	0.111	13.1%	96.3	4.8%	1.985	12.2%	11.55%	37.0%	35.8%	27.2%	[1-0.37 2]
29	H	(3)	600.08	0.659	12.9%	0.110	12.9%	92.8	4.8%	1.971	12.0%	11.44%	37.2%	36.5%	26.3%	[1-0.63 2]
