[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	1.067	76.5%	0.006	76.5%	171.5	15.6%	1.728	74.9%	76.15%	17.1%	35.2%	47.7%	[1-0.43 0]
1	H	(3)	39.45	0.641	99.7%	0.007	99.7%	166.1	16.1%	1.071	98.4%	65.65%	27.0%	28.1%	44.9%	[1-0.43 0]
2	H	(3)	61.45	0.407	100.0%	0.007	100.0%	149.2	19.1%	0.757	100.0%	53.51%	27.9%	31.6%	40.6%	[1-0.43 0]
3	H	(3)	79.97	0.302	100.0%	0.007	100.0%	126.3	18.8%	0.664	100.0%	49.95%	29.1%	36.8%	34.1%	[1-0.43 0]
4	H	(3)	99.64	0.294	90.9%	0.008	90.9%	104.5	18.4%	0.782	89.0%	42.52%	30.1%	42.2%	27.7%	[1-0.43 0]
5	H	(3)	119.33	0.224	62.2%	0.007	62.2%	74.4	19.3%	0.837	59.1%	37.95%	33.1%	48.0%	19.0%	[1-0.43 0]
6	H	(3)	139.04	0.146	53.7%	0.006	53.7%	52.9	18.7%	0.770	50.3%	36.18%	32.2%	54.4%	13.4%	[1-0.43 0]
7	H	(3)	159.91	0.144	41.6%	0.006	41.6%	51.4	9.9%	0.776	40.4%	33.43%	33.2%	54.1%	12.7%	[1-0.43 0]
8	H	(3)	179.62	0.166	37.4%	0.008	37.4%	58.6	7.9%	0.786	36.5%	31.58%	34.8%	50.6%	14.7%	[1-0.43 0]
9	H	(3)	199.34	0.166	36.4%	0.009	36.4%	61.1	8.2%	0.755	35.5%	30.64%	34.0%	50.4%	15.6%	[1-0.43 0]
10	H	(3)	220.19	0.178	35.0%	0.011	35.0%	65.7	8.1%	0.753	34.1%	29.40%	35.0%	48.0%	17.0%	[1-0.43 0]
11	H	(3)	239.89	0.209	32.2%	0.014	32.2%	73.6	7.9%	0.790	31.2%	27.62%	36.2%	44.6%	19.2%	[1-0.43 0]
12	H	(3)	259.59	0.161	31.3%	0.012	31.3%	58.9	8.0%	0.758	30.3%	26.94%	36.5%	48.2%	15.3%	[1-0.43 0]
13	H	(3)	279.29	0.143	29.0%	0.011	29.0%	52.1	7.5%	0.762	28.0%	25.57%	34.7%	51.5%	13.8%	[1-0.43 0]
14	H	(3)	300.13	0.150	27.9%	0.013	27.9%	54.9	6.9%	0.761	27.1%	24.83%	35.3%	49.9%	14.8%	[1-0.43 0]
