[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.81	0.900	71.5%	0.005	71.5%	112.6	14.8%	2.221	70.0%	56.33%	34.2%	35.7%	30.0%	[1-0.43 0]
1	H	(3)	39.59	1.360	49.0%	0.015	49.0%	127.2	14.7%	2.971	46.8%	34.89%	25.9%	40.5%	33.6%	[1-0.43 0]
2	H	(3)	63.84	0.999	57.5%	0.018	57.5%	120.1	15.5%	2.311	55.3%	30.05%	22.8%	46.4%	30.8%	[1-0.43 0]
3	H	(3)	80.08	1.177	42.2%	0.026	42.2%	114.6	13.9%	2.852	39.9%	25.04%	23.5%	46.7%	29.8%	[1-0.43 0]
4	H	(3)	99.79	1.049	41.3%	0.029	41.3%	108.0	14.4%	2.700	38.7%	22.94%	24.3%	48.1%	27.6%	[1-0.43 0]
5	H	(3)	119.50	0.983	34.8%	0.033	34.8%	102.7	13.8%	2.656	31.9%	20.86%	21.7%	52.8%	25.5%	[1-0.43 0]
6	H	(3)	139.21	0.870	30.6%	0.034	30.6%	92.9	13.8%	2.600	27.3%	19.47%	22.7%	54.8%	22.5%	[1-0.43 0]
7	H	(3)	160.09	0.743	25.9%	0.033	25.9%	79.1	12.6%	2.607	22.6%	18.13%	24.2%	56.5%	19.3%	[1-0.32 2]
8	H	(3)	179.80	0.618	26.2%	0.031	26.2%	69.5	14.9%	2.470	21.5%	17.35%	23.2%	60.4%	16.4%	[1-0.00 2]
9	H	(3)	199.50	0.534	23.7%	0.030	23.7%	59.8	14.0%	2.482	19.1%	16.33%	22.6%	63.3%	14.1%	[1-0.00 2]
10	H	(3)	219.20	0.421	22.7%	0.026	22.7%	47.9	14.0%	2.441	17.9%	15.70%	22.7%	65.8%	11.5%	[1-0.00 2]
11	H	(3)	240.07	0.303	20.8%	0.020	20.8%	34.5	12.8%	2.445	16.4%	14.89%	22.8%	69.0%	8.2%	[1-0.00 2]
12	H	(3)	259.77	0.338	18.9%	0.024	18.9%	38.0	10.8%	2.473	15.5%	14.19%	23.6%	67.1%	9.3%	[1-0.00 2]
13	H	(3)	279.46	0.322	17.1%	0.025	17.1%	36.0	8.5%	2.485	14.8%	13.70%	24.0%	67.0%	9.0%	[1-0.23 2]
14	H	(3)	300.32	0.322	16.7%	0.027	16.7%	36.4	8.4%	2.455	14.4%	13.28%	24.0%	66.9%	9.1%	[1-0.00 2]
15	H	(3)	320.01	0.370	17.4%	0.033	17.4%	40.7	10.7%	2.530	13.7%	12.91%	25.2%	64.7%	10.0%	[1-0.64 0]
16	H	(3)	339.72	0.398	17.3%	0.038	17.3%	43.0	11.0%	2.574	13.3%	12.54%	27.3%	62.0%	10.7%	[1-0.78 0]
17	H	(3)	359.43	0.371	18.9%	0.037	18.9%	41.1	13.5%	2.509	13.2%	12.32%	27.6%	62.5%	9.9%	[1-0.61 0]
18	H	(3)	380.32	0.355	18.0%	0.037	18.0%	38.4	12.9%	2.567	12.6%	11.84%	28.6%	62.5%	8.8%	[1-0.43 2]
19	H	(3)	400.04	0.354	17.6%	0.039	17.6%	38.1	12.7%	2.587	12.3%	11.50%	30.3%	60.8%	8.8%	[1-0.31 2]
20	H	(3)	419.78	0.327	16.4%	0.038	16.4%	35.5	11.2%	2.559	12.0%	11.33%	30.7%	61.0%	8.3%	[1-0.46 0]
21	H	(3)	439.50	0.320	15.5%	0.039	15.5%	34.6	10.2%	2.566	11.6%	11.08%	30.6%	61.4%	8.0%	[1-0.62 0]
22	H	(3)	460.38	0.289	14.1%	0.037	14.1%	31.1	8.3%	2.582	11.3%	10.81%	32.0%	61.0%	7.0%	[1-0.64 0]
23	H	(3)	480.09	0.322	13.8%	0.043	13.8%	33.9	8.4%	2.639	11.0%	10.59%	33.8%	58.3%	7.9%	[1-0.86 0]
24	H	(3)	499.80	0.319	13.6%	0.044	13.6%	33.5	8.2%	2.644	10.8%	10.42%	35.1%	57.2%	7.8%	[1-0.82 0]
25	H	(6)	519.48	0.328	12.8%	0.047	12.8%	34.0	7.1%	2.679	10.6%	10.19%	36.4%	55.7%	7.9%	[1-0.77 0]
26	H	(6)	540.35	0.312	12.7%	0.047	12.7%	32.8	7.2%	2.645	10.5%	9.99%	36.5%	56.1%	7.4%	[1-0.52 0]
27	H	(6)	560.05	0.313	12.2%	0.049	12.2%	33.1	6.5%	2.621	10.4%	9.79%	35.5%	57.0%	7.5%	[1-0.46 2]
28	H	(6)	579.75	0.305	12.6%	0.049	12.6%	32.1	7.5%	2.641	10.1%	9.61%	35.6%	57.2%	7.2%	[1-0.61 0]
29	H	(6)	600.61	0.313	12.7%	0.052	12.7%	33.0	7.9%	2.632	9.9%	9.42%	34.7%	57.8%	7.5%	[1-0.51 0]
30	H	(6)	620.33	0.323	13.3%	0.056	13.3%	33.8	9.3%	2.650	9.6%	9.26%	33.8%	58.4%	7.9%	[1-0.64 0]
31	H	(6)	640.05	0.347	13.0%	0.062	13.0%	35.8	9.0%	2.695	9.3%	9.06%	33.5%	58.0%	8.6%	[1-0.74 0]
32	H	(6)	659.77	0.387	13.1%	0.071	13.1%	39.2	9.4%	2.738	9.1%	8.90%	33.3%	57.0%	9.7%	[1-0.85 0]
33	H	(6)	680.62	0.390	13.0%	0.074	13.0%	39.7	9.4%	2.732	9.0%	8.76%	32.5%	57.6%	9.9%	[1-0.89 0]
34	H	(6)	700.32	0.437	13.0%	0.085	13.0%	44.3	8.9%	2.741	9.5%	8.67%	32.7%	56.0%	11.3%	[1-0.93 0]
35	H	(6)	720.03	0.463	12.9%	0.093	12.9%	46.7	8.1%	2.755	10.0%	8.56%	33.5%	54.5%	12.1%	[1-0.87 0]
36	H	(6)	739.75	0.478	14.0%	0.098	14.0%	48.5	9.1%	2.736	10.6%	8.51%	34.5%	52.8%	12.7%	[1-0.83 0]
37	H	(6)	760.62	0.499	15.1%	0.106	15.1%	50.4	10.2%	2.753	11.2%	8.41%	35.4%	51.3%	13.3%	[1-0.90 0]
38	H	(6)	780.33	0.510	15.3%	0.110	15.3%	51.3	9.9%	2.758	11.7%	8.32%	35.9%	50.5%	13.6%	[1-0.88 0]
39	H	(6)	800.04	0.488	15.3%	0.109	15.3%	49.1	9.8%	2.765	11.6%	8.19%	36.0%	51.0%	13.0%	[1-0.86 0]
40	H	(6)	820.93	0.456	15.2%	0.104	15.2%	45.9	10.0%	2.761	11.4%	8.08%	36.0%	52.0%	12.0%	[1-0.89 0]
41	H	(6)	840.61	0.437	14.5%	0.102	14.5%	44.4	8.9%	2.734	11.4%	8.03%	35.8%	52.6%	11.6%	[1-0.96 0]
42	H	(6)	860.34	0.411	13.8%	0.098	13.8%	41.6	8.1%	2.741	11.2%	7.92%	35.9%	53.3%	10.8%	[1-0.92 0]
43	H	(6)	880.04	0.395	13.3%	0.097	13.3%	40.3	7.7%	2.726	10.8%	7.82%	35.8%	53.9%	10.3%	[1-0.90 0]
44	H	(6)	899.77	0.395	12.9%	0.099	12.9%	40.4	7.2%	2.714	10.7%	7.75%	35.5%	54.3%	10.3%	[1-0.93 0]
45	H	(6)	920.64	0.383	12.7%	0.098	12.7%	39.4	7.3%	2.699	10.4%	7.67%	35.4%	54.6%	10.0%	[1-0.95 0]
46	H	(6)	940.35	0.390	13.2%	0.102	13.2%	40.2	8.4%	2.694	10.2%	7.59%	35.3%	54.5%	10.2%	[1-0.90 0]
47	H	(6)	960.05	0.394	13.0%	0.105	13.0%	40.4	8.3%	2.706	10.0%	7.50%	35.5%	54.3%	10.2%	[1-0.92 0]
48	H	(6)	980.92	0.415	13.2%	0.113	13.2%	42.3	8.5%	2.725	10.2%	7.41%	35.8%	53.4%	10.8%	[1-0.95 0]
49	H	(6)	1000.63	0.415	13.5%	0.115	13.5%	42.1	8.9%	2.742	10.2%	7.31%	36.3%	52.9%	10.8%	[1-0.95 0]
50	H	(6)	1020.34	0.417	13.8%	0.118	13.8%	42.2	9.6%	2.747	10.0%	7.23%	36.1%	53.1%	10.8%	[1-0.89 0]
51	H	(6)	1040.04	0.418	13.9%	0.121	13.9%	42.4	9.7%	2.740	10.0%	7.17%	36.2%	52.9%	10.9%	[1-0.92 0]
52	H	(6)	1060.93	0.426	13.7%	0.126	13.7%	43.0	9.4%	2.752	9.9%	7.09%	36.2%	52.7%	11.1%	[1-0.91 0]
53	H	(6)	1081.79	0.418	13.5%	0.126	13.5%	42.2	9.5%	2.751	9.6%	7.02%	36.0%	53.2%	10.8%	[1-0.93 0]
54	H	(6)	1100.35	0.407	13.4%	0.124	13.4%	41.3	9.5%	2.736	9.5%	6.95%	35.8%	53.7%	10.5%	[1-0.83 0]
55	H	(6)	1121.23	0.427	13.1%	0.133	13.1%	43.6	8.4%	2.725	10.0%	6.90%	35.5%	53.2%	11.2%	[1-0.76 0]
56	H	(6)	1140.94	0.446	12.4%	0.141	12.4%	45.3	7.3%	2.736	10.1%	6.82%	35.1%	53.1%	11.8%	[1-0.73 0]
57	H	(6)	1160.64	0.443	12.9%	0.143	12.9%	45.2	8.1%	2.727	10.0%	6.77%	34.9%	53.4%	11.7%	[1-0.78 0]
58	H	(6)	1180.35	0.445	13.0%	0.146	13.0%	45.6	8.4%	2.707	9.9%	6.72%	34.2%	54.0%	11.8%	[1-0.68 0]
