[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.65	0.745	100.0%	0.004	100.0%	248.4	32.0%	0.833	100.0%	95.12%	18.5%	13.4%	68.1%	[1-0.10 0]
1	H	(3)	39.32	0.540	100.0%	0.006	100.0%	209.5	28.3%	0.716	100.0%	72.70%	20.3%	21.1%	58.5%	[1-0.10 0]
2	H	(3)	59.01	0.522	85.9%	0.009	85.9%	152.1	26.7%	0.953	81.6%	48.98%	20.3%	37.2%	42.4%	[1-0.10 0]
3	H	(3)	79.86	0.356	86.0%	0.008	86.0%	119.2	26.2%	0.830	81.9%	45.17%	23.2%	44.2%	32.7%	[1-0.10 0]
4	H	(3)	99.55	0.306	76.4%	0.008	76.4%	100.4	25.4%	0.848	72.1%	40.33%	22.6%	50.1%	27.3%	[1-0.10 0]
5	H	(3)	119.26	0.160	58.9%	0.005	58.9%	54.2	18.6%	0.819	55.9%	37.99%	26.6%	59.2%	14.1%	[1-0.10 0]
6	H	(3)	140.12	0.073	44.1%	0.003	44.1%	23.5	10.3%	0.863	42.9%	34.77%	28.4%	66.8%	4.8%	[1-0.10 0]
7	H	(3)	159.81	0.061	39.3%	0.003	39.3%	19.0	10.0%	0.895	38.0%	32.29%	32.8%	64.3%	2.9%	[1-0.10 0]
8	H	(3)	180.68	0.062	36.9%	0.003	36.9%	18.9	10.2%	0.906	35.5%	30.10%	33.8%	63.4%	2.9%	[1-0.10 0]
9	H	(3)	200.39	0.056	36.8%	0.003	36.8%	17.3	10.4%	0.908	35.3%	28.91%	38.5%	59.4%	2.1%	[1-0.10 0]
10	H	(3)	220.10	0.053	37.3%	0.003	37.3%	16.6	8.6%	0.880	36.3%	27.95%	39.0%	59.2%	1.8%	[1-0.10 0]
11	H	(3)	242.14	0.054	37.0%	0.004	37.0%	16.9	8.6%	0.885	36.0%	26.21%	38.2%	59.8%	2.0%	[1-0.10 0]
12	H	(3)	259.52	0.060	35.1%	0.004	35.1%	18.4	9.4%	0.909	33.8%	24.85%	34.9%	62.4%	2.7%	[1-0.10 0]
13	H	(3)	279.23	0.059	32.7%	0.005	32.7%	18.0	7.1%	0.908	31.9%	23.62%	33.7%	63.7%	2.5%	[1-0.10 0]
14	H	(3)	300.10	0.059	32.0%	0.005	32.0%	18.6	7.2%	0.877	31.2%	23.10%	31.0%	66.1%	2.9%	[1-0.10 0]
15	H	(3)	319.80	0.062	28.2%	0.005	28.2%	19.1	6.7%	0.901	27.4%	22.10%	29.2%	67.7%	3.1%	[1-0.10 0]
16	H	(3)	339.50	0.060	27.2%	0.006	27.2%	18.1	6.7%	0.924	26.4%	21.30%	32.3%	65.1%	2.7%	[1-0.10 0]
17	H	(3)	360.34	0.056	26.6%	0.006	26.6%	16.9	5.4%	0.916	26.1%	20.79%	34.7%	63.2%	2.1%	[1-0.10 0]
18	H	(3)	380.05	0.055	26.0%	0.006	26.0%	16.6	5.4%	0.921	25.5%	20.06%	35.9%	62.2%	1.9%	[1-0.10 0]
19	H	(3)	399.74	0.056	23.6%	0.006	23.6%	16.3	3.7%	0.946	23.3%	19.22%	36.4%	61.9%	1.8%	[1-0.10 0]
20	H	(3)	419.46	0.056	22.8%	0.007	22.8%	16.2	4.0%	0.960	22.5%	18.76%	37.8%	60.6%	1.7%	[1-0.10 0]
21	H	(3)	441.49	0.060	21.1%	0.007	21.1%	17.5	5.1%	0.957	20.4%	18.25%	37.3%	60.6%	2.1%	[1-0.10 0]
22	H	(3)	460.03	0.067	19.8%	0.009	19.8%	18.6	6.9%	0.995	18.5%	18.04%	38.6%	58.9%	2.5%	[1-1.00 1]
23	H	(3)	479.74	0.087	19.2%	0.012	19.2%	22.3	8.1%	1.078	17.4%	17.17%	41.7%	54.6%	3.8%	[1-1.00 1]
24	H	(3)	500.60	0.101	20.3%	0.014	20.3%	25.7	10.4%	1.092	17.5%	16.86%	43.7%	51.4%	4.9%	[1-1.00 1]
25	H	(3)	520.28	0.114	20.2%	0.016	20.2%	28.6	10.8%	1.106	17.1%	16.54%	45.5%	48.6%	5.9%	[1-1.00 1]
26	H	(3)	540.00	0.146	20.4%	0.022	20.4%	36.2	10.2%	1.123	17.7%	16.33%	46.7%	45.1%	8.2%	[1-1.00 1]
27	H	(3)	559.68	0.162	21.0%	0.025	21.0%	39.7	10.7%	1.133	18.1%	16.10%	47.3%	43.3%	9.4%	[1-1.00 1]
28	H	(3)	580.52	0.156	21.2%	0.025	21.2%	38.5	11.2%	1.125	18.0%	15.80%	46.9%	44.2%	9.0%	[1-1.00 1]
29	H	(3)	600.21	0.145	20.5%	0.024	20.5%	36.3	9.9%	1.108	17.9%	15.70%	48.0%	43.7%	8.3%	[1-1.00 1]
30	H	(3)	619.90	0.139	20.5%	0.024	20.5%	34.8	10.3%	1.110	17.7%	15.42%	47.1%	45.2%	7.7%	[1-1.00 1]
31	H	(3)	639.60	0.113	20.1%	0.020	20.1%	28.1	10.8%	1.123	17.0%	15.11%	48.8%	45.4%	5.8%	[1-1.00 1]
32	H	(3)	660.46	0.101	17.8%	0.019	17.8%	24.7	8.4%	1.137	15.7%	14.72%	48.4%	46.9%	4.7%	[1-1.00 1]
33	H	(3)	680.18	0.112	17.1%	0.021	17.1%	26.4	8.2%	1.176	15.0%	14.23%	48.9%	45.8%	5.3%	[1-1.00 1]
34	H	(3)	699.89	0.115	17.3%	0.022	17.3%	27.0	9.2%	1.189	14.6%	13.99%	49.0%	45.6%	5.4%	[1-1.00 1]
35	H	(3)	719.61	0.115	16.5%	0.023	16.5%	26.7	8.1%	1.195	14.4%	13.76%	49.6%	45.1%	5.3%	[1-1.00 1]
36	H	(3)	740.47	0.118	16.4%	0.024	16.4%	27.4	8.9%	1.200	13.8%	13.51%	49.1%	45.5%	5.4%	[1-1.00 1]
37	H	(3)	760.20	0.127	16.7%	0.027	16.7%	29.2	9.5%	1.207	13.7%	13.37%	50.3%	43.8%	5.9%	[1-1.00 2]
38	H	(3)	779.88	0.121	16.3%	0.026	16.3%	27.6	9.2%	1.218	13.5%	13.12%	50.7%	44.1%	5.3%	[1-1.00 1]
39	H	(3)	800.74	0.112	16.1%	0.025	16.1%	25.7	9.0%	1.212	13.3%	12.96%	50.9%	44.5%	4.6%	[1-1.00 1]
40	H	(3)	821.60	0.115	16.1%	0.026	16.1%	26.1	9.2%	1.222	13.2%	12.72%	51.5%	43.7%	4.8%	[1-1.00 1]
41	H	(3)	840.13	0.102	15.2%	0.024	15.2%	23.6	7.7%	1.200	13.1%	12.59%	50.5%	45.5%	4.0%	[1-1.00 1]
42	H	(3)	859.82	0.086	14.9%	0.020	14.9%	20.2	7.1%	1.177	13.1%	12.52%	50.6%	46.5%	2.8%	[1-1.00 1]
43	H	(3)	880.68	0.072	14.2%	0.018	14.2%	17.3	5.6%	1.161	13.0%	12.41%	49.5%	48.7%	1.8%	[1-1.00 1]
44	H	(3)	900.37	0.069	13.5%	0.017	13.5%	16.4	4.3%	1.166	12.8%	12.21%	49.6%	48.9%	1.5%	[1-1.00 1]
45	H	(3)	920.07	0.060	13.1%	0.015	13.1%	14.5	2.7%	1.145	12.8%	12.16%	49.7%	49.5%	0.8%	[1-1.00 1]
46	H	(3)	940.91	0.075	13.3%	0.020	13.3%	17.9	3.1%	1.169	12.9%	12.02%	51.6%	46.4%	1.9%	[1-1.00 1]
47	H	(3)	960.62	0.078	13.3%	0.021	13.3%	18.4	3.4%	1.174	12.8%	11.96%	52.8%	45.1%	2.1%	[1-1.00 1]
48	H	(3)	980.31	0.093	13.3%	0.025	13.3%	21.6	3.9%	1.196	12.7%	11.83%	54.6%	42.2%	3.1%	[1-1.00 1]
49	H	(3)	1001.18	0.096	13.1%	0.027	13.1%	22.0	4.2%	1.213	12.5%	11.70%	55.7%	41.1%	3.2%	[1-1.00 1]
50	H	(3)	1020.89	0.096	13.1%	0.027	13.1%	22.0	4.2%	1.217	12.4%	11.56%	56.6%	40.2%	3.2%	[1-1.00 1]
51	H	(3)	1040.60	0.084	12.8%	0.024	12.8%	19.1	4.4%	1.216	12.0%	11.36%	55.9%	41.8%	2.3%	[1-1.00 1]
52	H	(3)	1060.30	0.083	13.5%	0.024	13.5%	19.1	5.2%	1.205	12.5%	11.27%	55.8%	41.8%	2.3%	[1-1.00 1]
53	H	(3)	1080.00	0.073	14.0%	0.022	14.0%	17.1	5.7%	1.189	12.7%	11.18%	55.1%	43.2%	1.7%	[1-1.00 1]
54	H	(3)	1100.87	0.077	13.8%	0.024	13.8%	18.0	5.1%	1.185	12.9%	11.10%	54.8%	43.2%	2.0%	[1-1.00 1]
55	H	(3)	1120.58	0.085	14.9%	0.026	14.9%	19.5	7.9%	1.209	12.6%	10.96%	54.8%	42.6%	2.6%	[1-1.00 1]
56	H	(3)	1140.30	0.089	15.3%	0.028	15.3%	20.5	9.0%	1.208	12.4%	10.85%	54.3%	42.7%	2.9%	[1-1.00 1]
57	H	(3)	1161.24	0.091	14.5%	0.029	14.5%	20.9	8.4%	1.212	11.8%	10.76%	53.9%	43.0%	3.1%	[1-1.00 1]
58	H	(3)	1180.93	0.093	14.6%	0.031	14.6%	21.3	9.1%	1.216	11.4%	10.64%	54.3%	42.4%	3.3%	[1-1.00 1]
59	H	(3)	1200.65	0.106	14.0%	0.036	14.0%	24.0	8.6%	1.230	11.1%	10.53%	54.4%	41.4%	4.1%	[1-1.00 1]
60	H	(3)	1221.53	0.130	14.3%	0.044	14.3%	29.0	8.4%	1.251	11.6%	10.50%	57.1%	37.5%	5.4%	[1-1.00 1]
61	H	(6)	1241.21	0.140	13.9%	0.048	13.9%	30.3	7.9%	1.278	11.4%	10.39%	58.8%	35.3%	5.9%	[1-1.00 1]
62	H	(6)	1260.91	0.146	14.1%	0.051	14.1%	31.4	8.5%	1.294	11.3%	10.31%	59.7%	34.1%	6.2%	[1-1.00 1]
63	H	(6)	1281.77	0.153	14.1%	0.055	14.1%	32.6	8.2%	1.307	11.4%	10.25%	61.0%	32.5%	6.5%	[1-1.00 1]
64	H	(6)	1300.31	0.153	14.5%	0.055	14.5%	32.4	8.9%	1.313	11.5%	10.18%	62.2%	31.3%	6.5%	[1-1.00 1]
65	H	(6)	1321.18	0.131	13.1%	0.048	13.1%	28.2	7.3%	1.289	10.8%	10.07%	60.3%	34.3%	5.3%	[1-1.00 1]
66	H	(6)	1340.88	0.121	13.3%	0.045	13.3%	26.7	7.7%	1.265	10.8%	10.05%	59.3%	35.9%	4.8%	[1-1.00 1]
67	H	(6)	1360.58	0.126	12.9%	0.048	12.9%	27.9	7.1%	1.256	10.8%	9.94%	58.4%	36.4%	5.2%	[1-1.00 1]
68	H	(6)	1380.30	0.126	12.5%	0.048	12.5%	28.1	6.9%	1.246	10.5%	9.87%	57.4%	37.3%	5.3%	[1-1.00 1]
69	H	(6)	1401.16	0.123	12.4%	0.048	12.4%	27.5	6.8%	1.246	10.3%	9.78%	56.6%	38.3%	5.1%	[1-1.00 1]
70	H	(6)	1422.04	0.120	12.8%	0.047	12.8%	27.0	7.6%	1.231	10.3%	9.73%	55.3%	39.7%	4.9%	[1-1.00 1]
71	H	(6)	1440.60	0.125	12.7%	0.050	12.7%	28.1	7.4%	1.233	10.4%	9.69%	55.9%	38.8%	5.3%	[1-1.00 1]
72	H	(6)	1461.47	0.116	12.7%	0.047	12.7%	26.3	7.4%	1.227	10.3%	9.60%	55.4%	39.9%	4.7%	[1-1.00 1]
73	H	(6)	1481.14	0.116	12.6%	0.048	12.6%	26.1	7.4%	1.239	10.2%	9.51%	55.6%	39.6%	4.7%	[1-1.00 1]
74	H	(6)	1500.85	0.121	13.1%	0.050	13.1%	27.0	8.5%	1.243	10.0%	9.45%	55.6%	39.4%	5.0%	[1-1.00 1]
75	H	(6)	1520.57	0.132	13.1%	0.056	13.1%	29.2	8.3%	1.254	10.2%	9.41%	56.8%	37.5%	5.7%	[1-1.00 1]
76	H	(6)	1541.43	0.133	13.1%	0.057	13.1%	29.7	8.2%	1.245	10.1%	9.39%	56.8%	37.3%	5.9%	[1-1.00 1]
77	H	(6)	1561.13	0.152	13.1%	0.066	13.1%	33.0	8.3%	1.276	10.1%	9.26%	57.9%	35.2%	6.9%	[1-1.00 1]
78	H	(6)	1583.16	0.162	13.4%	0.071	13.4%	35.2	8.4%	1.280	10.4%	9.20%	58.1%	34.3%	7.5%	[1-1.00 1]
79	H	(6)	1601.69	0.170	13.2%	0.075	13.2%	36.8	7.9%	1.282	10.6%	9.17%	58.2%	33.7%	8.1%	[1-1.00 1]
80	H	(6)	1621.41	0.156	12.9%	0.070	12.9%	34.3	7.5%	1.265	10.4%	9.12%	57.1%	35.5%	7.4%	[1-1.00 1]
81	H	(6)	1642.30	0.160	13.3%	0.073	13.3%	35.0	8.3%	1.270	10.4%	9.06%	57.0%	35.4%	7.7%	[1-1.00 1]
82	H	(6)	1660.87	0.156	13.9%	0.072	13.9%	34.2	9.3%	1.265	10.2%	8.99%	56.2%	36.3%	7.4%	[1-1.00 1]
83	H	(6)	1681.75	0.148	13.7%	0.069	13.7%	32.9	9.5%	1.254	9.9%	8.93%	55.3%	37.7%	7.0%	[1-1.00 1]
84	H	(6)	1702.62	0.139	13.2%	0.066	13.2%	31.1	9.0%	1.240	9.7%	8.89%	54.6%	38.9%	6.5%	[1-1.00 1]
