[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	1.075	70.3%	0.006	70.3%	203.7	15.2%	1.466	68.6%	95.12%	32.3%	12.0%	55.7%	[1-0.43 0]
1	H	(3)	39.43	0.535	100.0%	0.006	100.0%	203.3	21.8%	0.731	100.0%	95.12%	32.2%	12.4%	55.4%	[1-0.43 0]
2	H	(3)	59.12	0.252	100.0%	0.004	100.0%	203.1	32.5%	0.345	100.0%	92.96%	32.5%	12.3%	55.3%	[1-0.43 0]
3	H	(3)	79.97	0.199	100.0%	0.004	100.0%	203.6	41.3%	0.271	100.0%	91.67%	32.5%	12.2%	55.3%	[1-0.43 0]
4	H	(3)	99.66	0.159	100.0%	0.004	100.0%	204.0	50.1%	0.217	100.0%	91.67%	32.4%	12.1%	55.5%	[1-0.43 0]
5	H	(3)	119.36	0.134	100.0%	0.004	100.0%	204.4	66.6%	0.182	100.0%	91.67%	32.4%	12.1%	55.5%	[1-0.43 0]
6	H	(3)	139.06	0.115	100.0%	0.004	100.0%	204.8	84.1%	0.156	100.0%	91.67%	32.4%	12.0%	55.6%	[1-0.43 0]
7	H	(3)	159.91	0.099	100.0%	0.004	100.0%	193.9	96.6%	0.142	100.0%	90.79%	32.3%	15.2%	52.5%	[1-0.43 0]
8	H	(3)	179.60	0.083	100.0%	0.004	100.0%	181.8	100.0%	0.128	100.0%	90.79%	32.9%	17.8%	49.3%	[1-0.43 0]
9	H	(3)	199.30	0.061	100.0%	0.003	100.0%	159.9	100.0%	0.106	100.0%	90.79%	27.7%	27.2%	45.2%	[1-0.43 0]
10	H	(3)	220.16	0.079	100.0%	0.005	100.0%	158.2	100.0%	0.138	100.0%	85.91%	23.2%	31.8%	44.9%	[1-0.43 0]
11	H	(3)	239.86	0.087	100.0%	0.006	100.0%	155.1	100.0%	0.155	100.0%	80.37%	19.0%	36.8%	44.2%	[1-0.43 0]
12	H	(3)	259.57	0.083	100.0%	0.006	100.0%	163.4	100.0%	0.142	100.0%	80.37%	14.9%	38.3%	46.7%	[1-0.43 0]
13	H	(3)	279.27	0.080	100.0%	0.006	100.0%	172.3	100.0%	0.129	100.0%	80.37%	10.2%	40.6%	49.2%	[1-0.43 0]
14	H	(3)	300.12	0.058	100.0%	0.005	100.0%	191.3	100.0%	0.084	100.0%	79.87%	11.2%	35.9%	52.9%	[1-0.43 0]
15	H	(3)	320.97	0.058	100.0%	0.005	100.0%	190.5	100.0%	0.085	100.0%	72.83%	12.5%	35.2%	52.3%	[1-0.43 0]
16	H	(3)	340.66	0.069	100.0%	0.007	100.0%	210.2	100.0%	0.092	100.0%	70.66%	14.2%	28.0%	57.8%	[1-0.43 0]
17	H	(3)	361.51	0.076	100.0%	0.008	100.0%	226.5	97.2%	0.093	100.0%	70.66%	15.2%	22.2%	62.5%	[1-0.43 0]
18	H	(3)	381.21	0.086	100.0%	0.009	100.0%	248.0	91.3%	0.097	100.0%	70.66%	15.8%	16.3%	67.9%	[1-0.43 0]
19	H	(3)	400.91	0.103	100.0%	0.012	100.0%	245.7	82.5%	0.117	100.0%	65.78%	16.4%	16.5%	67.1%	[1-0.43 0]
20	H	(3)	419.45	0.106	100.0%	0.012	100.0%	246.0	79.9%	0.120	100.0%	64.49%	19.8%	13.7%	66.6%	[1-0.43 0]
21	H	(3)	440.31	0.108	100.0%	0.013	100.0%	235.8	84.2%	0.127	100.0%	60.16%	19.8%	16.2%	63.9%	[1-0.43 0]
22	H	(3)	460.00	0.093	100.0%	0.012	100.0%	224.8	88.0%	0.115	100.0%	60.16%	20.6%	18.8%	60.6%	[1-0.43 0]
23	H	(3)	479.69	0.078	100.0%	0.010	100.0%	208.9	91.4%	0.104	100.0%	60.16%	21.5%	21.6%	56.8%	[1-0.43 0]
24	H	(3)	500.56	0.097	100.0%	0.013	100.0%	221.9	89.0%	0.121	100.0%	58.00%	22.4%	17.1%	60.5%	[1-0.43 0]
25	H	(3)	520.27	0.107	100.0%	0.015	100.0%	233.0	86.9%	0.127	100.0%	56.71%	19.5%	16.2%	64.3%	[1-0.43 0]
26	H	(3)	539.97	0.104	100.0%	0.016	100.0%	235.2	84.7%	0.123	100.0%	56.71%	19.3%	16.0%	64.6%	[1-0.43 0]
27	H	(3)	559.68	0.108	100.0%	0.017	100.0%	242.3	81.5%	0.124	100.0%	55.42%	18.8%	14.8%	66.4%	[1-0.43 0]
28	H	(3)	580.55	0.118	100.0%	0.019	100.0%	249.5	77.3%	0.132	100.0%	54.54%	18.8%	13.1%	68.2%	[1-0.43 0]
29	H	(3)	600.25	0.118	100.0%	0.020	100.0%	251.5	76.1%	0.131	100.0%	53.66%	18.7%	12.7%	68.5%	[1-0.43 0]
30	H	(3)	619.96	0.121	100.0%	0.021	100.0%	252.2	76.0%	0.133	100.0%	52.36%	18.4%	12.9%	68.7%	[1-0.43 0]
31	H	(3)	639.66	0.117	100.0%	0.021	100.0%	253.7	75.9%	0.128	100.0%	52.36%	18.0%	12.9%	69.1%	[1-0.43 0]
32	H	(3)	660.53	0.114	100.0%	0.021	100.0%	255.2	76.0%	0.124	100.0%	52.36%	17.8%	12.6%	69.6%	[1-0.43 0]
33	H	(3)	680.23	0.111	100.0%	0.021	100.0%	256.3	77.5%	0.120	100.0%	52.36%	17.4%	12.7%	69.9%	[1-0.43 0]
34	H	(3)	699.92	0.108	100.0%	0.021	100.0%	256.8	78.9%	0.117	100.0%	52.36%	17.1%	13.1%	69.8%	[1-0.43 0]
35	H	(3)	720.77	0.105	100.0%	0.021	100.0%	257.1	80.8%	0.114	100.0%	52.36%	17.1%	12.8%	70.0%	[1-0.43 0]
36	H	(3)	740.46	0.114	100.0%	0.023	100.0%	258.5	81.5%	0.122	100.0%	51.21%	16.9%	12.8%	70.4%	[1-0.43 0]
37	H	(3)	760.14	0.110	100.0%	0.023	100.0%	258.5	82.5%	0.119	100.0%	51.21%	16.7%	13.0%	70.3%	[1-0.43 0]
38	H	(3)	779.84	0.112	100.0%	0.024	100.0%	257.4	82.2%	0.120	100.0%	49.92%	17.0%	13.1%	69.9%	[1-0.43 0]
39	H	(3)	800.70	0.108	100.0%	0.024	100.0%	255.3	81.9%	0.118	100.0%	49.92%	17.5%	12.9%	69.6%	[1-0.43 0]
40	H	(3)	820.41	0.106	100.0%	0.024	100.0%	253.2	81.5%	0.117	100.0%	49.58%	17.6%	13.5%	68.8%	[1-0.43 0]
41	H	(3)	840.10	0.102	100.0%	0.024	100.0%	249.0	82.3%	0.114	100.0%	49.58%	18.2%	13.8%	68.0%	[1-0.43 0]
42	H	(3)	860.95	0.099	100.0%	0.024	100.0%	246.6	82.8%	0.112	100.0%	49.58%	18.6%	14.0%	67.4%	[1-0.43 0]
43	H	(3)	880.66	0.096	100.0%	0.024	100.0%	245.0	84.7%	0.109	100.0%	49.58%	18.7%	14.4%	66.9%	[1-0.43 0]
44	H	(3)	900.36	0.094	100.0%	0.024	100.0%	245.6	87.0%	0.106	100.0%	49.58%	18.7%	14.4%	66.9%	[1-0.43 0]
45	H	(3)	920.07	0.092	100.0%	0.023	100.0%	245.3	89.0%	0.104	100.0%	49.58%	18.7%	14.3%	67.0%	[1-0.43 0]
46	H	(3)	940.91	0.090	100.0%	0.024	100.0%	246.9	91.0%	0.102	100.0%	49.58%	18.7%	14.2%	67.1%	[1-0.43 0]
47	H	(3)	960.62	0.088	100.0%	0.023	100.0%	246.1	93.6%	0.099	100.0%	49.58%	18.6%	14.4%	67.0%	[1-0.43 0]
48	H	(3)	980.31	0.086	100.0%	0.024	100.0%	246.7	95.7%	0.097	100.0%	49.58%	18.6%	14.1%	67.2%	[1-0.43 0]
49	H	(3)	1001.15	0.084	100.0%	0.023	100.0%	245.1	97.2%	0.095	100.0%	49.58%	18.5%	14.4%	67.0%	[1-0.43 0]
50	H	(3)	1020.86	0.087	100.0%	0.025	100.0%	247.8	98.3%	0.097	100.0%	49.18%	18.5%	13.9%	67.7%	[1-0.43 0]
51	H	(3)	1040.55	0.085	100.0%	0.025	100.0%	248.9	100.0%	0.095	100.0%	49.18%	18.2%	13.7%	68.0%	[1-0.43 0]
52	H	(3)	1060.24	0.085	100.0%	0.025	100.0%	251.4	100.0%	0.093	100.0%	49.18%	17.9%	13.4%	68.7%	[1-0.43 0]
53	H	(3)	1081.10	0.083	100.0%	0.025	100.0%	252.7	100.0%	0.091	100.0%	49.18%	17.6%	13.4%	69.0%	[1-0.43 0]
54	H	(3)	1100.83	0.026	100.0%	0.008	100.0%	209.4	100.0%	0.034	100.0%	49.18%	18.0%	25.2%	56.9%	[1-0.43 0]
55	H	(3)	1120.54	0.022	100.0%	0.007	100.0%	163.9	99.1%	0.037	100.0%	49.18%	18.8%	36.9%	44.3%	[1-0.43 0]
