[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.536	52.2%	0.003	52.2%	29.6	9.9%	5.035	51.2%	35.20%	14.8%	77.6%	7.6%	[1-0.43 0]
1	H	(3)	39.62	2.918	30.9%	0.032	30.9%	111.9	7.3%	7.246	30.0%	22.02%	17.6%	50.9%	31.5%	[1-0.43 0]
2	H	(3)	59.31	3.555	26.0%	0.059	26.0%	128.3	6.3%	7.696	25.3%	17.60%	19.7%	44.2%	36.1%	[1-0.43 0]
3	H	(3)	79.04	3.639	23.8%	0.080	23.8%	131.4	6.4%	7.694	23.0%	15.25%	21.7%	41.3%	37.0%	[1-0.63 2]
4	H	(3)	99.89	3.806	21.0%	0.106	21.0%	129.4	6.0%	8.168	20.1%	13.13%	23.6%	40.2%	36.2%	[1-0.69 2]
5	H	(3)	119.62	4.416	16.9%	0.147	16.9%	144.2	6.2%	8.504	15.7%	11.92%	27.6%	32.2%	40.2%	[1-0.43 0]
6	H	(3)	139.33	4.283	14.7%	0.166	14.7%	134.6	5.5%	8.836	13.6%	11.08%	31.5%	31.6%	36.9%	[1-1.00 1]
7	H	(3)	159.02	4.171	13.6%	0.184	13.6%	129.2	5.7%	8.971	12.3%	10.37%	35.2%	29.5%	35.2%	[1-1.00 1]
8	H	(6)	179.91	4.065	12.6%	0.203	12.6%	122.7	5.3%	9.204	11.4%	9.75%	38.9%	27.8%	33.3%	[1-1.00 1]
9	H	(6)	199.62	4.101	11.8%	0.227	11.8%	118.8	5.4%	9.588	10.4%	9.16%	41.9%	25.7%	32.4%	[1-1.00 1]
10	H	(6)	219.33	4.218	10.9%	0.257	10.9%	120.6	4.7%	9.715	9.9%	8.72%	42.4%	24.7%	32.9%	[1-1.00 1]
11	H	(6)	239.05	3.958	10.8%	0.263	10.8%	116.0	5.0%	9.482	9.6%	8.45%	43.2%	25.1%	31.7%	[1-1.00 1]
