[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.70	0.664	84.8%	0.004	84.8%	101.6	22.7%	1.816	81.7%	72.70%	56.9%	12.4%	30.8%	[1-1.00 0]
1	H	(3)	39.29	0.398	85.6%	0.004	85.6%	72.4	21.1%	1.525	82.9%	51.86%	54.5%	25.1%	20.4%	[1-1.00 0]
2	H	(3)	58.99	0.577	58.0%	0.009	58.0%	82.4	16.9%	1.943	55.5%	37.40%	50.9%	26.7%	22.4%	[1-1.00 0]
3	H	(3)	79.84	0.473	54.7%	0.010	54.7%	71.5	17.0%	1.836	52.0%	33.29%	50.8%	30.2%	19.1%	[1-1.00 0]
4	H	(3)	99.53	0.378	53.5%	0.010	53.5%	61.7	16.6%	1.704	50.9%	30.96%	52.0%	32.0%	16.0%	[1-1.00 0]
5	H	(3)	119.23	0.330	38.3%	0.011	38.3%	48.7	14.2%	1.881	35.6%	26.40%	51.6%	36.9%	11.5%	[1-1.00 0]
6	H	(3)	140.07	0.348	31.0%	0.014	31.0%	50.3	12.3%	1.923	28.5%	24.01%	50.1%	37.8%	12.1%	[1-1.00 0]
7	H	(3)	159.77	0.245	29.9%	0.011	29.9%	37.7	13.2%	1.811	26.9%	23.07%	50.5%	40.8%	8.7%	[1-1.00 0]
8	H	(3)	179.46	0.235	27.3%	0.012	27.3%	35.3	12.1%	1.849	24.5%	21.62%	52.5%	39.4%	8.1%	[1-1.00 0]
9	H	(3)	199.18	0.291	24.8%	0.016	24.8%	43.0	10.2%	1.879	22.6%	20.46%	50.6%	39.0%	10.4%	[1-1.00 0]
10	H	(3)	220.08	0.310	23.0%	0.019	23.0%	46.1	8.2%	1.869	21.4%	19.61%	50.8%	38.0%	11.2%	[1-1.00 0]
11	H	(3)	239.76	0.313	22.3%	0.021	22.3%	46.7	8.6%	1.863	20.6%	18.84%	52.6%	36.0%	11.4%	[1-1.00 0]
12	H	(3)	259.43	0.334	21.0%	0.024	21.0%	47.9	7.9%	1.936	19.5%	18.11%	56.3%	32.0%	11.7%	[1-1.00 0]
13	H	(3)	280.29	0.351	20.5%	0.027	20.5%	51.7	7.5%	1.883	19.1%	17.67%	55.8%	31.5%	12.7%	[1-0.86 2]
14	H	(3)	300.00	0.296	20.8%	0.025	20.8%	46.3	8.0%	1.777	19.2%	17.31%	56.4%	32.5%	11.1%	[1-0.29 2]
15	H	(3)	319.69	0.271	19.7%	0.024	19.7%	41.4	8.3%	1.818	17.9%	16.78%	58.0%	32.4%	9.6%	[1-0.59 2]
16	H	(3)	339.38	0.217	19.2%	0.020	19.2%	34.5	7.6%	1.745	17.6%	16.37%	57.3%	35.5%	7.3%	[1-0.22 2]
17	H	(3)	360.23	0.173	17.9%	0.017	17.9%	28.3	6.8%	1.704	16.6%	15.90%	54.4%	40.4%	5.2%	[1-0.39 2]
18	H	(3)	379.93	0.157	16.5%	0.017	16.5%	25.0	5.7%	1.742	15.5%	15.30%	53.5%	42.3%	4.2%	[1-0.78 2]
19	H	(3)	399.63	0.175	15.9%	0.019	15.9%	27.4	5.0%	1.769	15.1%	14.85%	53.8%	41.4%	4.8%	[1-0.83 2]
20	H	(3)	420.49	0.194	15.4%	0.023	15.4%	30.2	4.7%	1.783	14.6%	14.37%	52.5%	41.9%	5.6%	[1-0.79 2]
21	H	(3)	440.18	0.237	15.9%	0.029	15.9%	36.6	4.8%	1.796	15.2%	13.99%	53.3%	39.2%	7.6%	[1-0.29 2]
22	H	(3)	459.89	0.283	16.1%	0.036	16.1%	42.3	5.3%	1.858	15.2%	13.68%	55.1%	35.6%	9.4%	[1-0.53 2]
23	H	(3)	479.56	0.274	16.3%	0.036	16.3%	40.8	6.2%	1.863	15.1%	13.41%	55.8%	35.2%	9.0%	[1-0.41 2]
24	H	(3)	500.43	0.241	16.6%	0.033	16.6%	36.5	6.9%	1.830	15.0%	13.08%	56.1%	36.1%	7.8%	[1-0.04 2]
25	H	(3)	520.12	0.216	16.7%	0.031	16.7%	33.2	7.5%	1.811	14.9%	12.97%	55.8%	37.3%	6.9%	[1-0.37 2]
26	H	(3)	539.80	0.172	16.6%	0.026	16.6%	26.5	8.5%	1.809	14.3%	12.72%	56.8%	38.3%	5.0%	[1-0.46 2]
27	H	(3)	560.68	0.150	16.6%	0.023	16.6%	23.3	9.5%	1.788	13.6%	12.42%	56.3%	39.7%	4.0%	[1-0.34 2]
28	H	(3)	580.37	0.164	15.4%	0.026	15.4%	25.6	8.0%	1.777	13.1%	12.16%	55.3%	40.1%	4.7%	[1-0.18 2]
29	H	(3)	600.07	0.180	15.5%	0.030	15.5%	27.7	8.5%	1.807	12.9%	11.99%	55.8%	38.9%	5.2%	[1-0.41 2]
30	H	(3)	619.78	0.173	15.3%	0.030	15.3%	27.1	8.6%	1.780	12.7%	11.71%	55.4%	39.5%	5.1%	[1-0.00 2]
31	H	(3)	640.63	0.170	14.9%	0.030	14.9%	26.9	8.6%	1.754	12.2%	11.55%	54.4%	40.6%	5.0%	[1-0.00 2]
32	H	(3)	660.35	0.152	14.3%	0.028	14.3%	24.5	7.7%	1.717	12.1%	11.42%	52.8%	43.0%	4.2%	[1-0.00 2]
33	H	(3)	680.06	0.124	14.2%	0.023	14.2%	20.5	7.7%	1.686	11.9%	11.26%	52.2%	44.8%	3.0%	[1-0.00 2]
34	H	(3)	699.76	0.097	12.7%	0.019	12.7%	16.5	5.1%	1.634	11.6%	11.15%	50.6%	47.7%	1.7%	[1-0.00 2]
35	H	(3)	720.63	0.087	12.2%	0.017	12.2%	15.3	3.7%	1.576	11.7%	11.13%	49.5%	49.2%	1.3%	[1-0.00 2]
36	H	(3)	742.65	0.082	11.8%	0.017	11.8%	14.6	2.5%	1.560	11.5%	11.09%	49.2%	49.8%	1.0%	[1-0.34 2]
37	H	(3)	760.04	0.082	11.8%	0.017	11.8%	14.8	2.3%	1.539	11.5%	11.04%	49.8%	49.1%	1.1%	[1-0.34 2]
38	H	(3)	780.88	0.079	11.8%	0.017	11.8%	14.7	2.3%	1.499	11.6%	11.00%	49.8%	49.1%	1.0%	[1-0.22 2]
39	H	(3)	800.57	0.078	11.8%	0.017	11.8%	14.6	2.3%	1.482	11.5%	10.91%	50.2%	48.8%	1.0%	[1-0.22 2]
40	H	(3)	820.27	0.075	11.7%	0.017	11.7%	14.4	2.1%	1.455	11.5%	10.85%	50.3%	48.8%	0.9%	[1-0.22 2]
41	H	(3)	839.99	0.075	11.7%	0.018	11.7%	14.6	2.6%	1.434	11.5%	10.82%	50.1%	48.9%	1.0%	[1-0.33 2]
42	H	(3)	860.85	0.076	11.8%	0.018	11.8%	14.9	3.0%	1.413	11.4%	10.78%	49.9%	49.0%	1.1%	[1-0.41 2]
43	H	(3)	880.54	0.075	11.9%	0.018	11.9%	15.0	3.1%	1.385	11.5%	10.76%	50.3%	48.6%	1.1%	[1-0.32 2]
44	H	(3)	900.25	0.080	12.5%	0.020	12.5%	16.1	5.1%	1.379	11.4%	10.74%	50.7%	47.9%	1.4%	[1-0.48 2]
45	H	(3)	919.96	0.083	13.0%	0.021	13.0%	16.8	6.4%	1.372	11.3%	10.67%	51.4%	46.9%	1.7%	[1-0.48 2]
46	H	(3)	940.82	0.081	13.0%	0.021	13.0%	16.9	6.2%	1.335	11.4%	10.64%	51.3%	47.0%	1.7%	[1-0.31 2]
