[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.66	0.516	100.0%	0.003	100.0%	202.4	29.8%	0.709	100.0%	100.00%	32.4%	12.5%	55.1%	[1-1.00 0]
1	H	(3)	39.31	0.349	100.0%	0.004	100.0%	192.9	26.0%	0.502	100.0%	88.07%	32.0%	15.3%	52.7%	[1-1.00 0]
2	H	(3)	58.99	0.259	100.0%	0.004	100.0%	174.6	25.6%	0.411	100.0%	77.58%	35.4%	16.9%	47.7%	[1-1.00 0]
3	H	(3)	79.82	0.237	100.0%	0.005	100.0%	152.3	24.1%	0.431	100.0%	66.53%	38.3%	20.5%	41.2%	[1-1.00 0]
4	H	(3)	99.53	0.205	100.0%	0.006	100.0%	139.9	22.8%	0.408	100.0%	61.32%	38.7%	23.6%	37.6%	[1-1.00 0]
5	H	(3)	119.66	0.161	88.3%	0.005	88.3%	104.5	19.5%	0.429	86.1%	56.84%	49.5%	23.1%	27.4%	[1-1.00 0]
6	H	(3)	139.34	0.133	72.0%	0.005	72.0%	79.6	17.2%	0.465	69.9%	53.62%	56.9%	22.9%	20.2%	[1-1.00 0]
7	H	(3)	159.05	0.101	65.0%	0.004	65.0%	63.0	13.2%	0.444	63.7%	52.37%	62.4%	22.4%	15.2%	[1-1.00 0]
8	H	(3)	179.90	0.095	57.2%	0.005	57.2%	55.7	12.7%	0.472	55.8%	47.61%	63.3%	23.5%	13.2%	[1-1.00 0]
9	H	(3)	199.62	0.112	47.7%	0.006	47.7%	56.3	11.6%	0.554	46.3%	41.81%	65.7%	20.9%	13.4%	[1-1.00 0]
10	H	(3)	219.31	0.126	46.9%	0.008	46.9%	67.3	11.8%	0.519	45.4%	39.96%	57.5%	25.8%	16.7%	[1-1.00 0]
11	H	(3)	240.17	0.120	44.0%	0.008	44.0%	64.6	12.4%	0.514	42.2%	37.38%	53.1%	30.7%	16.2%	[1-1.00 0]
12	H	(3)	259.87	0.134	41.3%	0.010	41.3%	69.4	12.8%	0.537	39.2%	34.52%	50.3%	32.0%	17.8%	[1-1.00 0]
13	H	(3)	280.74	0.136	41.4%	0.011	41.4%	72.4	12.2%	0.522	39.6%	33.72%	49.6%	31.7%	18.7%	[1-1.00 0]
14	H	(3)	299.27	0.111	38.6%	0.009	38.6%	59.0	12.6%	0.522	36.5%	32.59%	50.0%	35.2%	14.8%	[1-1.00 0]
15	H	(3)	320.11	0.097	38.0%	0.009	38.0%	52.0	12.3%	0.518	35.9%	31.84%	52.5%	34.7%	12.8%	[1-1.00 0]
16	H	(3)	340.96	0.111	42.7%	0.010	42.7%	62.0	15.5%	0.496	39.8%	31.60%	51.1%	33.5%	15.4%	[1-1.00 0]
17	H	(3)	359.49	0.090	39.8%	0.009	39.8%	48.6	15.4%	0.517	36.7%	30.60%	54.7%	34.0%	11.3%	[1-1.00 0]
18	H	(3)	380.35	0.077	38.2%	0.008	38.2%	38.5	16.8%	0.552	34.2%	29.00%	59.8%	32.1%	8.2%	[1-1.00 0]
19	H	(3)	400.04	0.074	38.8%	0.008	38.8%	35.7	17.2%	0.573	34.8%	27.94%	64.1%	28.7%	7.2%	[1-1.00 0]
20	H	(3)	419.75	0.080	36.9%	0.009	36.9%	36.5	16.2%	0.612	33.2%	26.76%	66.5%	26.2%	7.3%	[1-1.00 0]
21	H	(3)	440.61	0.060	32.4%	0.007	32.4%	26.4	7.2%	0.626	31.6%	26.03%	72.5%	23.0%	4.5%	[1-1.00 0]
22	H	(3)	460.32	0.076	31.8%	0.010	31.8%	31.8	7.3%	0.660	31.0%	24.88%	73.0%	20.8%	6.2%	[1-1.00 0]
23	H	(3)	480.02	0.091	32.5%	0.012	32.5%	38.4	7.8%	0.657	31.5%	24.75%	73.5%	18.3%	8.2%	[1-1.00 0]
24	H	(3)	500.90	0.111	32.9%	0.015	32.9%	45.5	7.8%	0.678	31.9%	24.30%	74.3%	15.3%	10.4%	[1-1.00 0]
25	H	(3)	519.43	0.095	32.1%	0.014	32.1%	38.6	7.9%	0.686	31.1%	23.88%	77.3%	14.4%	8.3%	[1-1.00 0]
26	H	(3)	540.29	0.080	31.8%	0.012	31.8%	32.3	8.1%	0.687	30.8%	23.46%	80.8%	12.8%	6.3%	[1-1.00 0]
27	H	(3)	559.98	0.067	31.0%	0.010	31.0%	26.8	8.2%	0.692	29.8%	23.17%	83.1%	12.2%	4.6%	[1-1.00 0]
28	H	(3)	579.68	0.051	30.4%	0.008	30.4%	20.6	7.7%	0.683	29.4%	22.73%	84.7%	12.5%	2.8%	[1-1.00 0]
29	H	(3)	600.53	0.034	27.8%	0.006	27.8%	13.9	7.1%	0.675	26.9%	22.26%	84.7%	14.6%	0.8%	[1-1.00 0]
30	H	(3)	620.22	0.033	27.1%	0.006	27.1%	13.7	6.6%	0.668	26.3%	22.03%	83.8%	15.4%	0.7%	[1-1.00 0]
31	H	(3)	639.93	0.032	26.8%	0.006	26.8%	13.6	6.5%	0.655	26.0%	21.72%	83.0%	16.3%	0.7%	[1-1.00 0]
32	H	(3)	659.63	0.040	25.5%	0.007	25.5%	16.2	7.1%	0.685	24.5%	20.90%	82.5%	16.0%	1.5%	[1-1.00 0]
33	H	(3)	680.48	0.043	25.2%	0.008	25.2%	17.8	6.8%	0.679	24.3%	20.56%	82.1%	15.9%	2.0%	[1-1.00 0]
34	H	(3)	700.19	0.056	26.2%	0.011	26.2%	22.8	7.6%	0.689	25.1%	20.13%	81.7%	14.8%	3.5%	[1-1.00 0]
35	H	(3)	721.06	0.076	26.2%	0.015	26.2%	29.4	7.9%	0.718	25.0%	19.63%	82.0%	12.6%	5.4%	[1-1.00 0]
36	H	(3)	740.75	0.091	27.1%	0.019	27.1%	35.4	8.3%	0.715	25.8%	19.45%	81.4%	11.4%	7.3%	[1-1.00 0]
37	H	(3)	760.45	0.099	28.2%	0.021	28.2%	38.9	8.5%	0.710	26.9%	19.27%	80.4%	11.5%	8.1%	[1-1.00 0]
38	H	(3)	781.31	0.111	30.4%	0.024	30.4%	44.0	10.0%	0.699	28.7%	19.17%	79.2%	11.1%	9.7%	[1-1.00 0]
39	H	(3)	801.01	0.110	30.1%	0.024	30.1%	42.7	10.9%	0.713	28.1%	18.73%	79.7%	11.1%	9.2%	[1-1.00 0]
40	H	(3)	821.86	0.102	30.8%	0.023	30.8%	40.8	11.3%	0.696	28.7%	18.58%	79.6%	11.8%	8.6%	[1-1.00 0]
41	H	(3)	841.56	0.102	31.4%	0.024	31.4%	41.2	10.8%	0.689	29.5%	18.46%	79.2%	12.1%	8.7%	[1-1.00 0]
42	H	(3)	861.27	0.098	32.5%	0.024	32.5%	41.2	11.8%	0.664	30.3%	18.40%	78.2%	12.9%	8.9%	[1-0.68 0]
43	H	(3)	882.12	0.092	31.7%	0.022	31.7%	39.4	11.0%	0.645	29.8%	18.18%	77.4%	14.3%	8.3%	[1-0.33 2]
44	H	(3)	901.82	0.091	31.1%	0.023	31.1%	39.9	9.9%	0.632	29.5%	18.06%	75.6%	15.7%	8.7%	[1-0.32 0]
45	H	(3)	921.53	0.100	30.1%	0.026	30.1%	43.3	9.4%	0.643	28.7%	17.88%	74.3%	15.8%	9.8%	[1-0.65 0]
46	H	(3)	941.24	0.108	28.8%	0.028	28.8%	45.8	9.3%	0.652	27.2%	17.47%	73.0%	16.4%	10.6%	[1-0.74 0]
47	H	(3)	960.93	0.115	26.5%	0.031	26.5%	47.2	7.7%	0.677	25.4%	16.92%	72.6%	16.4%	11.0%	[1-0.71 0]
48	H	(3)	980.61	0.121	25.9%	0.033	25.9%	49.2	6.9%	0.683	25.0%	16.62%	72.5%	15.9%	11.6%	[1-0.59 0]
49	H	(3)	1001.48	0.129	25.6%	0.036	25.6%	51.9	7.4%	0.690	24.6%	16.48%	73.0%	14.7%	12.3%	[1-0.58 0]
50	H	(3)	1021.17	0.135	25.8%	0.038	25.8%	53.7	7.9%	0.698	24.5%	16.42%	73.9%	13.4%	12.8%	[1-0.68 0]
51	H	(3)	1040.87	0.132	25.2%	0.038	25.2%	52.4	8.0%	0.700	23.9%	16.15%	74.7%	12.9%	12.4%	[1-0.42 2]
52	H	(3)	1061.73	0.128	25.0%	0.038	25.0%	51.1	8.2%	0.695	23.6%	16.11%	75.5%	12.5%	12.0%	[1-0.41 2]
53	H	(3)	1080.27	0.123	24.0%	0.037	24.0%	49.0	8.2%	0.697	22.5%	15.81%	75.9%	12.6%	11.4%	[1-0.00 2]
54	H	(3)	1101.15	0.124	23.0%	0.038	23.0%	49.3	7.2%	0.696	21.8%	15.77%	75.6%	12.8%	11.6%	[1-0.18 2]
55	H	(3)	1120.86	0.114	20.8%	0.035	20.8%	44.2	7.0%	0.716	19.6%	15.40%	76.2%	13.8%	10.1%	[1-0.51 0]
56	H	(3)	1140.56	0.112	20.3%	0.035	20.3%	43.2	7.2%	0.717	18.9%	15.32%	76.9%	13.3%	9.8%	[1-0.50 0]
57	H	(3)	1160.27	0.107	19.6%	0.034	19.6%	42.1	7.3%	0.706	18.3%	15.05%	76.6%	13.8%	9.6%	[1-0.16 2]
58	H	(3)	1181.15	0.109	19.1%	0.036	19.1%	41.9	7.5%	0.721	17.6%	14.91%	77.8%	12.6%	9.5%	[1-0.35 2]
59	H	(3)	1200.87	0.102	18.9%	0.034	18.9%	40.7	7.8%	0.699	17.2%	14.83%	77.7%	13.0%	9.2%	[1-0.00 2]
60	H	(3)	1220.56	0.109	18.2%	0.037	18.2%	43.0	8.1%	0.705	16.3%	14.64%	76.0%	14.1%	9.9%	[1-0.12 2]
61	H	(3)	1241.41	0.111	17.7%	0.038	17.7%	43.3	9.0%	0.714	15.3%	14.47%	75.3%	14.8%	9.9%	[1-0.45 2]
62	H	(3)	1261.09	0.117	17.9%	0.041	17.9%	45.6	9.6%	0.713	15.1%	14.38%	75.2%	14.3%	10.5%	[1-0.30 2]
63	H	(3)	1280.78	0.122	17.9%	0.043	17.9%	47.4	10.1%	0.712	14.8%	14.21%	74.1%	14.9%	10.9%	[1-0.30 2]
64	H	(3)	1300.47	0.125	18.8%	0.045	18.8%	48.4	11.9%	0.718	14.6%	14.17%	74.8%	14.1%	11.1%	[1-0.44 0]
65	H	(3)	1321.33	0.126	18.2%	0.046	18.2%	48.9	10.8%	0.716	14.7%	14.13%	75.6%	13.1%	11.3%	[1-0.44 0]
66	H	(3)	1341.04	0.125	18.1%	0.047	18.1%	48.4	10.9%	0.720	14.5%	13.99%	75.9%	12.7%	11.4%	[1-0.42 2]
67	H	(3)	1360.76	0.122	17.8%	0.046	17.8%	48.6	10.0%	0.699	14.7%	13.92%	75.3%	13.3%	11.4%	[1-0.08 2]
68	H	(3)	1381.64	0.129	16.8%	0.049	16.8%	49.5	9.0%	0.722	14.2%	13.81%	75.7%	12.6%	11.7%	[1-0.41 2]
69	H	(3)	1401.36	0.121	16.3%	0.047	16.3%	47.6	8.1%	0.708	14.2%	13.73%	75.1%	13.6%	11.3%	[1-0.27 2]
70	H	(3)	1421.06	0.117	17.1%	0.046	17.1%	46.3	9.7%	0.700	14.1%	13.71%	75.3%	13.5%	11.2%	[1-0.41 2]
71	H	(3)	1440.78	0.115	16.5%	0.046	16.5%	46.1	8.7%	0.692	14.0%	13.61%	74.7%	14.3%	11.0%	[1-0.26 2]
72	H	(3)	1461.65	0.110	17.0%	0.045	17.0%	43.4	9.9%	0.703	13.8%	13.50%	76.4%	13.3%	10.4%	[1-0.50 0]
73	H	(3)	1481.36	0.107	17.2%	0.044	17.2%	42.0	10.4%	0.705	13.7%	13.40%	76.3%	13.6%	10.1%	[1-0.49 0]
74	H	(3)	1501.06	0.108	16.4%	0.045	16.4%	42.1	9.2%	0.713	13.6%	13.33%	77.4%	12.5%	10.1%	[1-0.58 0]
75	H	(3)	1520.76	0.111	15.9%	0.047	15.9%	43.5	8.0%	0.710	13.7%	13.24%	76.8%	13.0%	10.2%	[1-0.38 2]
76	H	(3)	1541.62	0.111	15.6%	0.048	15.6%	43.0	7.7%	0.717	13.5%	13.11%	77.1%	12.9%	10.0%	[1-0.48 0]
77	H	(3)	1561.32	0.114	15.1%	0.050	15.1%	45.1	6.5%	0.704	13.6%	13.01%	75.4%	14.2%	10.4%	[1-0.22 2]
78	H	(3)	1581.04	0.118	14.7%	0.052	14.7%	45.9	6.2%	0.712	13.4%	12.94%	75.1%	14.2%	10.7%	[1-0.46 0]
79	H	(3)	1600.75	0.126	14.5%	0.056	14.5%	49.4	6.0%	0.709	13.2%	12.75%	73.2%	15.0%	11.7%	[1-0.35 2]
80	H	(3)	1621.64	0.123	14.4%	0.056	14.4%	49.9	5.8%	0.686	13.2%	12.66%	71.6%	16.4%	12.0%	[1-0.00 2]
81	H	(3)	1641.36	0.126	14.0%	0.058	14.0%	50.9	5.4%	0.689	12.9%	12.51%	70.1%	17.5%	12.3%	[1-0.00 2]
82	H	(3)	1661.06	0.132	14.1%	0.061	14.1%	53.8	5.6%	0.683	12.9%	12.46%	69.0%	17.9%	13.1%	[1-0.00 2]
83	H	(3)	1681.93	0.143	13.6%	0.067	13.6%	57.0	5.4%	0.698	12.4%	12.31%	67.5%	18.6%	13.9%	[1-0.32 2]
84	H	(3)	1701.64	0.138	13.7%	0.065	13.7%	56.4	5.5%	0.677	12.5%	12.24%	66.6%	19.7%	13.6%	[1-0.00 2]
85	H	(3)	1721.36	0.141	13.5%	0.067	13.5%	57.7	5.4%	0.677	12.4%	12.14%	65.6%	20.5%	13.9%	[1-0.00 2]
