[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.77	0.489	100.0%	0.003	100.0%	175.2	25.7%	0.775	100.0%	100.00%	16.1%	35.2%	48.7%	[1-0.43 0]
1	H	(3)	39.47	0.320	100.0%	0.004	100.0%	141.0	24.6%	0.630	100.0%	79.74%	42.8%	18.1%	39.1%	[1-0.43 0]
2	H	(3)	59.15	0.393	100.0%	0.006	100.0%	156.7	21.7%	0.697	100.0%	65.00%	43.8%	12.1%	44.1%	[1-0.43 0]
3	H	(3)	79.99	0.435	90.6%	0.010	90.6%	153.5	19.8%	0.788	88.5%	52.97%	43.2%	13.4%	43.4%	[1-0.43 0]
4	H	(3)	99.68	0.397	83.9%	0.011	83.9%	144.1	18.6%	0.766	81.8%	47.08%	42.5%	17.1%	40.4%	[1-0.43 0]
5	H	(3)	119.40	0.372	62.8%	0.012	62.8%	126.7	15.3%	0.815	60.9%	42.71%	47.9%	16.8%	35.3%	[1-0.43 0]
6	H	(3)	139.10	0.398	49.7%	0.015	49.7%	130.9	12.8%	0.846	48.1%	37.56%	39.7%	24.0%	36.3%	[1-0.43 0]
7	H	(3)	159.99	0.309	45.7%	0.014	45.7%	116.3	10.4%	0.738	44.5%	36.25%	37.5%	30.9%	31.6%	[1-0.43 0]
8	H	(3)	179.68	0.296	39.9%	0.015	39.9%	106.5	9.1%	0.771	38.8%	33.24%	39.6%	32.0%	28.4%	[1-0.43 0]
9	H	(3)	199.36	0.299	36.3%	0.017	36.3%	102.2	8.2%	0.814	35.3%	31.16%	43.6%	29.3%	27.1%	[1-0.43 0]
10	H	(3)	220.20	0.285	35.4%	0.017	35.4%	98.1	7.9%	0.807	34.6%	30.28%	47.6%	26.5%	25.8%	[1-0.43 0]
11	H	(3)	239.89	0.268	33.2%	0.018	33.2%	88.4	7.8%	0.842	32.3%	28.85%	54.2%	22.8%	23.0%	[1-0.43 0]
12	H	(3)	259.60	0.248	30.7%	0.018	30.7%	76.2	7.7%	0.905	29.7%	27.44%	61.6%	19.2%	19.3%	[1-0.43 0]
13	H	(3)	279.29	0.230	29.3%	0.018	29.3%	69.4	7.4%	0.921	28.3%	26.15%	63.9%	18.8%	17.3%	[1-0.43 0]
14	H	(3)	300.15	0.223	27.1%	0.019	27.1%	64.3	7.3%	0.961	26.1%	24.61%	65.1%	19.2%	15.7%	[1-0.43 0]
15	H	(3)	319.83	0.208	27.2%	0.019	27.2%	62.4	7.2%	0.927	26.3%	24.25%	65.5%	19.3%	15.2%	[1-0.43 0]
16	H	(3)	339.54	0.195	26.5%	0.018	26.5%	58.6	6.7%	0.923	25.7%	23.61%	66.4%	19.5%	14.1%	[1-0.43 0]
17	H	(3)	360.40	0.184	26.6%	0.018	26.6%	57.0	7.6%	0.898	25.5%	23.30%	66.6%	19.6%	13.8%	[1-0.43 0]
18	H	(3)	380.10	0.159	26.7%	0.017	26.7%	50.8	7.6%	0.871	25.6%	23.00%	68.1%	19.5%	12.4%	[1-0.43 0]
19	H	(3)	399.81	0.160	26.4%	0.018	26.4%	51.0	9.3%	0.872	24.7%	22.30%	67.9%	19.3%	12.8%	[1-0.43 0]
20	H	(3)	419.51	0.162	25.4%	0.019	25.4%	51.6	9.0%	0.869	23.8%	21.80%	67.1%	19.9%	13.0%	[1-0.43 0]
21	H	(3)	440.35	0.198	28.0%	0.024	28.0%	64.8	9.5%	0.847	26.4%	21.35%	59.7%	23.4%	16.9%	[1-0.43 0]
22	H	(3)	460.07	0.196	26.7%	0.025	26.7%	63.5	8.9%	0.857	25.2%	20.68%	58.6%	25.0%	16.4%	[1-0.43 0]
23	H	(3)	479.76	0.204	26.6%	0.027	26.6%	67.5	9.5%	0.840	24.9%	20.51%	57.5%	25.3%	17.2%	[1-0.43 0]
24	H	(3)	500.60	0.208	24.8%	0.029	24.8%	65.9	8.2%	0.875	23.4%	19.75%	58.0%	25.5%	16.5%	[1-0.43 0]
25	H	(3)	520.29	0.203	24.3%	0.029	24.3%	63.8	8.2%	0.883	22.9%	19.28%	58.8%	25.2%	16.0%	[1-0.43 0]
26	H	(3)	540.02	0.156	21.0%	0.023	21.0%	48.6	7.5%	0.893	19.6%	19.12%	66.5%	22.0%	11.5%	[1-0.43 0]
27	H	(3)	559.73	0.167	20.3%	0.026	20.3%	51.1	6.8%	0.908	19.1%	18.82%	67.3%	20.5%	12.2%	[1-0.43 0]
28	H	(3)	580.59	0.177	18.8%	0.029	18.8%	50.6	5.7%	0.971	17.9%	18.20%	68.8%	19.3%	11.9%	[1-1.00 1]
29	H	(3)	600.30	0.177	19.0%	0.030	19.0%	50.7	6.4%	0.971	17.9%	17.93%	69.8%	18.3%	11.9%	[1-1.00 1]
30	H	(3)	620.00	0.183	18.7%	0.031	18.7%	50.1	7.6%	1.013	17.1%	17.20%	70.6%	17.8%	11.6%	[1-0.97 0]
31	H	(3)	640.86	0.188	18.7%	0.034	18.7%	51.3	7.6%	1.021	17.1%	16.95%	71.3%	16.7%	12.0%	[1-1.00 1]
32	H	(3)	660.57	0.187	19.1%	0.034	19.1%	51.0	8.3%	1.017	17.2%	16.82%	72.1%	16.1%	11.9%	[1-1.00 1]
33	H	(3)	680.27	0.195	19.2%	0.037	19.2%	53.4	8.6%	1.015	17.1%	16.59%	72.3%	15.2%	12.5%	[1-1.00 1]
34	H	(3)	699.97	0.187	19.0%	0.036	19.0%	51.7	8.6%	1.007	16.9%	16.36%	71.8%	16.0%	12.2%	[1-1.00 1]
35	H	(3)	720.80	0.186	18.6%	0.037	18.6%	52.4	7.5%	0.986	17.0%	16.31%	72.0%	15.7%	12.3%	[1-1.00 1]
36	H	(3)	740.50	0.178	18.3%	0.037	18.3%	50.6	7.3%	0.979	16.8%	16.11%	72.3%	15.8%	11.9%	[1-1.00 1]
37	H	(3)	760.20	0.178	17.9%	0.038	17.9%	50.6	7.5%	0.978	16.3%	15.80%	70.7%	17.5%	11.8%	[1-1.00 1]
38	H	(3)	781.04	0.177	18.0%	0.038	18.0%	49.9	8.3%	0.982	16.0%	15.58%	70.8%	17.5%	11.7%	[1-1.00 1]
39	H	(3)	800.72	0.177	17.9%	0.039	17.9%	49.9	8.4%	0.985	15.8%	15.40%	71.5%	16.7%	11.8%	[1-1.00 1]
40	H	(3)	820.41	0.184	17.4%	0.042	17.4%	50.8	8.2%	1.004	15.3%	15.09%	71.6%	16.4%	12.0%	[1-1.00 1]
41	H	(3)	840.12	0.183	17.3%	0.043	17.3%	50.8	8.5%	1.002	15.1%	14.90%	70.9%	17.1%	12.0%	[1-1.00 1]
42	H	(3)	860.96	0.190	16.8%	0.045	16.8%	51.2	7.9%	1.030	14.8%	14.69%	72.6%	15.3%	12.1%	[1-1.00 1]
43	H	(3)	880.66	0.179	16.2%	0.044	16.2%	49.1	6.7%	1.012	14.7%	14.51%	71.6%	16.8%	11.6%	[1-1.00 1]
44	H	(3)	900.37	0.190	15.8%	0.047	15.8%	52.1	5.7%	1.012	14.7%	14.42%	71.8%	15.8%	12.4%	[1-1.00 1]
45	H	(3)	921.25	0.187	15.9%	0.048	15.9%	51.4	6.3%	1.010	14.6%	14.30%	72.4%	15.3%	12.3%	[1-1.00 0]
46	H	(3)	940.95	0.198	15.5%	0.052	15.5%	53.8	5.7%	1.021	14.5%	14.20%	73.1%	14.0%	12.9%	[1-0.99 0]
47	H	(3)	960.64	0.202	15.4%	0.054	15.4%	55.0	5.4%	1.018	14.4%	14.11%	73.4%	13.3%	13.3%	[1-0.98 0]
48	H	(3)	980.33	0.208	15.4%	0.057	15.4%	56.0	5.9%	1.033	14.2%	13.93%	74.3%	12.2%	13.5%	[1-0.93 0]
49	H	(3)	1001.18	0.198	15.2%	0.055	15.2%	53.2	5.9%	1.033	14.0%	13.79%	74.5%	12.8%	12.6%	[1-0.97 0]
50	H	(3)	1020.89	0.200	14.9%	0.057	14.9%	53.0	5.7%	1.047	13.7%	13.60%	75.2%	12.3%	12.5%	[1-1.00 1]
51	H	(3)	1040.59	0.189	14.9%	0.055	14.9%	50.0	6.1%	1.051	13.6%	13.46%	76.3%	12.1%	11.6%	[1-1.00 1]
52	H	(3)	1061.46	0.181	14.9%	0.053	14.9%	47.5	6.5%	1.058	13.4%	13.26%	76.4%	12.6%	10.9%	[1-1.00 1]
53	H	(3)	1081.15	0.179	14.5%	0.054	14.5%	47.2	5.7%	1.054	13.3%	13.12%	76.1%	13.0%	10.8%	[1-1.00 1]
54	H	(3)	1100.87	0.180	14.4%	0.055	14.4%	47.8	5.6%	1.047	13.3%	12.99%	75.8%	13.1%	11.0%	[1-0.94 0]
55	H	(3)	1120.59	0.178	14.5%	0.055	14.5%	48.0	6.0%	1.031	13.3%	12.88%	75.1%	13.8%	11.1%	[1-0.80 0]
56	H	(3)	1141.47	0.182	14.0%	0.058	14.0%	48.6	5.3%	1.040	13.0%	12.72%	74.2%	14.5%	11.3%	[1-0.91 0]
57	H	(3)	1161.20	0.187	13.8%	0.060	13.8%	49.8	4.9%	1.042	13.0%	12.69%	74.8%	13.5%	11.7%	[1-0.98 0]
58	H	(3)	1180.92	0.182	14.1%	0.060	14.1%	49.0	5.7%	1.034	12.9%	12.63%	75.3%	13.3%	11.4%	[1-0.94 0]
59	H	(3)	1200.63	0.184	14.2%	0.061	14.2%	49.1	6.2%	1.041	12.8%	12.53%	76.2%	12.5%	11.3%	[1-0.99 0]
60	H	(3)	1221.48	0.187	13.9%	0.063	13.9%	49.1	5.7%	1.058	12.6%	12.34%	77.2%	11.5%	11.3%	[1-1.00 1]
61	H	(3)	1241.18	0.193	14.1%	0.067	14.1%	50.5	6.4%	1.062	12.5%	12.20%	77.3%	11.0%	11.7%	[1-0.97 0]
62	H	(3)	1260.88	0.189	14.3%	0.066	14.3%	50.2	6.9%	1.046	12.5%	12.14%	76.2%	12.2%	11.6%	[1-0.99 0]
63	H	(3)	1280.59	0.199	13.8%	0.071	13.8%	52.9	5.9%	1.046	12.5%	12.06%	75.9%	11.6%	12.5%	[1-0.93 0]
