[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	359.28	0.045	100.0%	0.005	100.0%	172.7	100.0%	0.073	100.0%	100.00%	16.7%	35.8%	47.5%	[1-1.00 0]
1	H	(3)	380.14	0.043	100.0%	0.005	100.0%	172.6	100.0%	0.069	100.0%	100.00%	16.4%	36.0%	47.6%	[1-1.00 0]
2	H	(3)	399.86	0.026	100.0%	0.003	100.0%	172.5	100.0%	0.041	100.0%	100.00%	16.4%	36.0%	47.6%	[1-1.00 0]
3	H	(3)	419.57	0.023	100.0%	0.003	100.0%	168.4	100.0%	0.038	100.0%	100.00%	17.7%	35.8%	46.5%	[1-1.00 0]
4	H	(3)	439.28	0.022	100.0%	0.003	100.0%	165.3	100.0%	0.037	100.0%	100.00%	18.5%	35.8%	45.6%	[1-1.00 0]
5	H	(3)	460.14	0.021	100.0%	0.003	100.0%	162.0	100.0%	0.036	100.0%	100.00%	20.0%	35.3%	44.7%	[1-1.00 0]
6	H	(3)	479.85	0.020	100.0%	0.003	100.0%	158.6	100.0%	0.035	100.0%	100.00%	21.0%	35.2%	43.7%	[1-1.00 0]
7	H	(3)	499.55	0.019	100.0%	0.003	100.0%	155.3	100.0%	0.034	100.0%	100.00%	22.3%	34.9%	42.7%	[1-1.00 0]
8	H	(3)	519.25	0.018	100.0%	0.003	100.0%	154.9	100.0%	0.033	100.0%	100.00%	22.4%	35.0%	42.6%	[1-1.00 0]
9	H	(3)	540.11	0.018	100.0%	0.003	100.0%	154.5	100.0%	0.032	100.0%	100.00%	22.7%	34.9%	42.4%	[1-1.00 0]
10	H	(3)	559.82	0.017	100.0%	0.003	100.0%	154.5	100.0%	0.030	100.0%	100.00%	22.2%	35.3%	42.5%	[1-1.00 0]
11	H	(3)	579.50	0.016	100.0%	0.003	100.0%	154.6	100.0%	0.029	100.0%	100.00%	22.4%	35.1%	42.5%	[1-1.00 0]
12	H	(3)	600.36	0.016	100.0%	0.003	100.0%	155.3	100.0%	0.028	100.0%	100.00%	22.2%	35.2%	42.6%	[1-1.00 0]
13	H	(3)	620.08	0.015	100.0%	0.003	100.0%	155.0	100.0%	0.028	100.0%	100.00%	22.7%	34.9%	42.4%	[1-1.00 0]
14	H	(3)	639.79	0.015	100.0%	0.003	100.0%	158.6	100.0%	0.027	100.0%	100.00%	22.4%	34.5%	43.1%	[1-1.00 0]
15	H	(3)	659.49	0.015	100.0%	0.003	100.0%	158.5	100.0%	0.026	100.0%	100.00%	22.4%	34.5%	43.1%	[1-1.00 0]
16	H	(3)	680.35	0.014	100.0%	0.003	100.0%	158.4	100.0%	0.025	100.0%	100.00%	22.2%	34.6%	43.2%	[1-1.00 0]
17	H	(3)	700.06	0.013	100.0%	0.003	100.0%	157.8	100.0%	0.023	100.0%	100.00%	22.3%	34.6%	43.0%	[1-1.00 0]
18	H	(3)	719.76	0.013	100.0%	0.003	100.0%	158.0	100.0%	0.022	100.0%	100.00%	22.0%	34.8%	43.2%	[1-1.00 0]
19	H	(3)	739.47	0.012	100.0%	0.002	100.0%	155.0	100.0%	0.022	100.0%	100.00%	22.4%	35.0%	42.6%	[1-1.00 0]
20	H	(3)	760.32	0.012	100.0%	0.003	100.0%	164.9	100.0%	0.021	100.0%	100.00%	24.8%	30.1%	45.1%	[1-1.00 0]
21	H	(3)	780.03	0.013	100.0%	0.003	100.0%	174.2	100.0%	0.021	100.0%	100.00%	27.0%	25.6%	47.4%	[1-1.00 0]
22	H	(3)	799.72	0.013	100.0%	0.003	100.0%	171.0	100.0%	0.021	100.0%	95.12%	27.9%	25.6%	46.6%	[1-1.00 0]
23	H	(3)	820.56	0.013	100.0%	0.003	100.0%	167.9	100.0%	0.021	100.0%	95.12%	28.8%	25.5%	45.6%	[1-1.00 0]
24	H	(3)	840.27	0.012	100.0%	0.003	100.0%	165.9	100.0%	0.021	100.0%	95.12%	29.4%	25.4%	45.2%	[1-1.00 0]
25	H	(3)	859.99	0.011	100.0%	0.003	100.0%	152.6	100.0%	0.020	100.0%	95.12%	28.0%	30.3%	41.7%	[1-1.00 0]
26	H	(3)	880.85	0.010	100.0%	0.002	100.0%	139.7	100.0%	0.020	100.0%	95.12%	26.9%	34.7%	38.3%	[1-1.00 0]
27	H	(3)	900.55	0.010	100.0%	0.002	100.0%	138.9	100.0%	0.019	100.0%	95.12%	26.9%	34.9%	38.1%	[1-1.00 0]
28	H	(3)	920.26	0.009	100.0%	0.002	100.0%	138.5	100.0%	0.019	100.0%	95.12%	26.8%	35.1%	38.1%	[1-1.00 0]
29	H	(3)	939.97	0.009	100.0%	0.002	100.0%	137.3	100.0%	0.018	100.0%	95.12%	26.7%	35.5%	37.8%	[1-1.00 0]
30	H	(3)	960.85	0.009	100.0%	0.002	100.0%	137.2	100.0%	0.018	100.0%	95.12%	26.8%	35.4%	37.7%	[1-1.00 0]
31	H	(3)	980.56	0.009	100.0%	0.002	100.0%	136.5	100.0%	0.017	100.0%	95.12%	27.0%	35.4%	37.6%	[1-1.00 0]
32	H	(3)	1000.26	0.008	100.0%	0.002	100.0%	136.8	100.0%	0.017	100.0%	95.12%	27.0%	35.3%	37.7%	[1-1.00 0]
33	H	(3)	1019.96	0.008	100.0%	0.002	100.0%	136.7	100.0%	0.017	100.0%	95.12%	27.0%	35.3%	37.7%	[1-1.00 0]
34	H	(3)	1040.85	0.009	100.0%	0.003	100.0%	132.7	100.0%	0.020	100.0%	88.07%	31.3%	32.4%	36.3%	[1-1.00 0]
35	H	(3)	1060.54	0.010	100.0%	0.003	100.0%	133.5	100.0%	0.021	100.0%	88.07%	35.2%	28.5%	36.3%	[1-1.00 0]
36	H	(3)	1080.26	0.012	100.0%	0.003	100.0%	131.8	100.0%	0.024	100.0%	83.19%	35.7%	28.5%	35.8%	[1-1.00 0]
37	H	(3)	1101.10	0.011	100.0%	0.003	100.0%	130.5	100.0%	0.024	100.0%	83.19%	36.4%	28.3%	35.3%	[1-1.00 0]
38	H	(3)	1120.82	0.011	100.0%	0.003	100.0%	127.5	100.0%	0.024	100.0%	83.19%	37.3%	28.3%	34.3%	[1-1.00 0]
39	H	(3)	1140.53	0.011	100.0%	0.003	100.0%	129.5	100.0%	0.023	100.0%	83.19%	33.8%	31.0%	35.1%	[1-1.00 0]
40	H	(3)	1160.25	0.009	100.0%	0.003	100.0%	125.5	100.0%	0.021	100.0%	83.19%	30.7%	35.2%	34.1%	[1-1.00 0]
41	H	(3)	1181.11	0.009	100.0%	0.003	100.0%	124.6	100.0%	0.021	100.0%	83.19%	31.0%	35.2%	33.8%	[1-1.00 0]
42	H	(3)	1200.83	0.009	100.0%	0.003	100.0%	124.3	100.0%	0.020	100.0%	83.19%	30.9%	35.3%	33.8%	[1-1.00 0]
43	H	(3)	1220.53	0.009	100.0%	0.003	100.0%	125.6	100.0%	0.020	100.0%	83.19%	30.7%	34.9%	34.3%	[1-1.00 0]
44	H	(3)	1240.24	0.009	100.0%	0.003	100.0%	124.7	100.0%	0.020	100.0%	83.19%	31.1%	34.9%	34.1%	[1-1.00 0]
45	H	(3)	1261.11	0.009	100.0%	0.003	100.0%	125.8	100.0%	0.020	100.0%	83.19%	31.3%	34.3%	34.4%	[1-1.00 0]
46	H	(3)	1280.84	0.009	100.0%	0.003	100.0%	126.6	100.0%	0.019	100.0%	83.19%	31.2%	34.1%	34.7%	[1-1.00 0]
47	H	(3)	1300.55	0.009	100.0%	0.003	100.0%	126.1	100.0%	0.019	100.0%	83.19%	31.1%	34.4%	34.5%	[1-1.00 0]
48	H	(3)	1320.27	0.008	100.0%	0.003	100.0%	126.3	100.0%	0.019	100.0%	83.19%	31.0%	34.4%	34.5%	[1-1.00 0]
49	H	(3)	1341.15	0.008	100.0%	0.003	100.0%	124.9	100.0%	0.018	100.0%	83.19%	30.9%	35.0%	34.1%	[1-1.00 0]
50	H	(3)	1360.87	0.008	100.0%	0.003	100.0%	125.2	100.0%	0.018	100.0%	83.19%	30.6%	35.2%	34.2%	[1-1.00 0]
51	H	(3)	1380.59	0.008	100.0%	0.003	100.0%	125.2	100.0%	0.018	100.0%	83.19%	30.4%	35.3%	34.3%	[1-1.00 0]
52	H	(3)	1400.28	0.008	100.0%	0.003	100.0%	125.9	100.0%	0.017	100.0%	83.19%	30.5%	35.1%	34.3%	[1-1.00 0]
53	H	(3)	1421.16	0.008	100.0%	0.003	100.0%	125.5	100.0%	0.017	100.0%	83.19%	30.8%	35.0%	34.2%	[1-1.00 0]
54	H	(3)	1440.87	0.010	100.0%	0.004	100.0%	128.0	100.0%	0.021	100.0%	78.31%	30.4%	34.6%	34.9%	[1-1.00 0]
55	H	(3)	1460.58	0.009	100.0%	0.004	100.0%	128.2	100.0%	0.020	100.0%	78.31%	30.2%	34.8%	35.0%	[1-1.00 0]
56	H	(3)	1480.29	0.009	100.0%	0.004	100.0%	128.6	100.0%	0.020	100.0%	78.31%	29.8%	34.9%	35.2%	[1-1.00 0]
57	H	(3)	1501.40	0.009	100.0%	0.004	100.0%	128.1	100.0%	0.020	100.0%	78.31%	29.7%	35.1%	35.2%	[1-1.00 0]
58	H	(3)	1521.11	0.010	100.0%	0.004	100.0%	128.5	100.0%	0.021	100.0%	76.15%	29.0%	35.6%	35.4%	[1-1.00 0]
59	H	(3)	1540.83	0.010	100.0%	0.004	100.0%	128.0	100.0%	0.021	100.0%	76.15%	29.5%	35.1%	35.3%	[1-1.00 0]
60	H	(3)	1560.53	0.010	100.0%	0.004	100.0%	128.0	100.0%	0.021	100.0%	76.15%	29.8%	34.9%	35.3%	[1-1.00 0]
61	H	(3)	1581.39	0.009	100.0%	0.004	100.0%	126.8	100.0%	0.020	100.0%	76.15%	29.8%	35.3%	34.9%	[1-1.00 0]
62	H	(3)	1601.10	0.009	100.0%	0.004	100.0%	127.0	100.0%	0.020	100.0%	76.15%	29.7%	35.3%	35.0%	[1-1.00 0]
63	H	(3)	1620.80	0.009	100.0%	0.004	100.0%	127.3	100.0%	0.020	100.0%	76.15%	29.7%	35.2%	35.1%	[1-1.00 0]
64	H	(3)	1640.51	0.009	100.0%	0.004	100.0%	128.1	100.0%	0.020	100.0%	76.15%	29.2%	35.6%	35.2%	[1-1.00 0]
65	H	(3)	1661.39	0.009	100.0%	0.004	100.0%	127.9	100.0%	0.019	100.0%	76.15%	28.9%	35.9%	35.2%	[1-1.00 0]
66	H	(3)	1681.11	0.009	100.0%	0.004	100.0%	129.0	100.0%	0.019	100.0%	76.15%	29.2%	35.3%	35.5%	[1-1.00 0]
67	H	(3)	1700.83	0.009	100.0%	0.004	100.0%	128.8	100.0%	0.019	100.0%	76.15%	29.4%	35.2%	35.4%	[1-1.00 0]
68	H	(3)	1720.55	0.009	100.0%	0.004	100.0%	128.8	100.0%	0.019	100.0%	76.15%	29.5%	35.1%	35.4%	[1-1.00 0]
69	H	(3)	1741.43	0.009	100.0%	0.004	100.0%	128.7	100.0%	0.019	100.0%	76.15%	29.6%	35.1%	35.3%	[1-1.00 0]
70	H	(3)	1761.16	0.009	100.0%	0.004	100.0%	129.2	100.0%	0.018	100.0%	76.15%	29.9%	34.7%	35.4%	[1-1.00 0]
71	H	(3)	1780.88	0.010	100.0%	0.005	100.0%	133.0	100.0%	0.020	100.0%	73.99%	33.3%	30.4%	36.3%	[1-1.00 0]
72	H	(3)	1800.60	0.010	100.0%	0.005	100.0%	137.6	100.0%	0.020	100.0%	73.99%	36.7%	25.8%	37.5%	[1-1.00 0]
73	H	(3)	1821.47	0.010	100.0%	0.005	100.0%	141.3	100.0%	0.021	100.0%	73.99%	40.5%	21.1%	38.5%	[1-1.00 0]
74	H	(3)	1841.18	0.011	100.0%	0.006	100.0%	145.0	100.0%	0.021	100.0%	73.99%	44.0%	16.6%	39.4%	[1-1.00 0]
75	H	(3)	1860.89	0.011	100.0%	0.006	100.0%	148.7	100.0%	0.021	100.0%	73.99%	47.4%	12.3%	40.3%	[1-1.00 0]
76	H	(3)	1880.59	0.011	100.0%	0.006	100.0%	149.3	100.0%	0.021	100.0%	73.99%	47.1%	12.4%	40.5%	[1-1.00 0]
77	H	(3)	1901.47	0.011	100.0%	0.006	100.0%	149.2	100.0%	0.020	100.0%	73.99%	47.0%	12.5%	40.4%	[1-1.00 0]
78	H	(3)	1921.19	0.011	100.0%	0.006	100.0%	149.2	100.0%	0.020	100.0%	73.99%	47.0%	12.6%	40.4%	[1-1.00 0]
79	H	(3)	1940.90	0.011	100.0%	0.006	100.0%	149.0	100.0%	0.020	100.0%	73.99%	47.2%	12.5%	40.3%	[1-1.00 0]
80	H	(3)	1961.77	0.011	100.0%	0.006	100.0%	149.0	100.0%	0.020	100.0%	73.99%	47.2%	12.5%	40.3%	[1-1.00 0]
