[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	19.79	1.428	68.8%	0.008	68.8%	111.1	16.9%	3.569	66.7%	74.14%	12.9%	57.4%	29.7%	[1-0.43 0]
1	H	(3)	39.52	1.572	60.8%	0.017	60.8%	194.4	12.6%	2.247	59.4%	74.14%	9.9%	35.9%	54.2%	[1-0.43 0]
160	H	(3)	3224.39	0.040	100.0%	0.035	100.0%	233.9	13.6%	0.047	100.0%	32.78%	15.0%	18.0%	67.0%	[1-0.43 0]
165	H	(3)	3324.09	0.038	100.0%	0.035	100.0%	219.2	13.9%	0.048	100.0%	31.53%	15.2%	22.7%	62.0%	[1-0.43 0]
167	H	(3)	3364.65	0.043	100.0%	0.040	100.0%	236.2	13.3%	0.051	100.0%	31.53%	16.8%	17.1%	66.1%	[1-0.43 0]
168	H	(3)	3384.35	0.047	100.0%	0.044	100.0%	244.3	13.0%	0.053	100.0%	31.53%	17.9%	13.8%	68.3%	[1-0.43 0]
169	H	(3)	3404.05	0.058	60.7%	0.055	60.7%	260.6	12.8%	0.062	59.3%	31.19%	19.8%	6.7%	73.6%	[1-0.43 0]
170	H	(3)	3423.77	0.059	58.9%	0.056	58.9%	263.2	12.5%	0.063	57.6%	31.19%	19.3%	6.6%	74.0%	[1-0.43 0]
171	H	(3)	3444.66	0.058	59.2%	0.056	59.2%	261.0	12.5%	0.062	57.9%	31.19%	19.2%	7.2%	73.6%	[1-0.43 0]
172	H	(3)	3464.39	0.048	62.7%	0.046	62.7%	241.3	12.9%	0.055	61.3%	31.19%	17.8%	13.9%	68.2%	[1-0.43 0]
173	H	(3)	3484.09	0.041	64.8%	0.040	64.8%	230.4	13.1%	0.050	63.5%	31.19%	16.1%	19.2%	64.7%	[1-0.43 0]
174	H	(3)	3503.77	0.041	63.7%	0.040	63.7%	229.0	12.8%	0.049	62.4%	31.19%	16.8%	19.2%	64.0%	[1-0.43 0]
175	H	(3)	3524.64	0.033	64.8%	0.032	64.8%	208.5	12.9%	0.043	63.5%	31.19%	16.5%	25.6%	57.9%	[1-0.43 0]
176	H	(3)	3545.50	0.033	63.5%	0.033	63.5%	211.9	12.7%	0.044	62.2%	31.19%	17.3%	24.3%	58.4%	[1-0.43 0]
