[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.460	51.1%	0.003	51.1%	50.2	11.6%	2.546	49.8%	50.81%	6.8%	77.1%	16.1%	[1-0.43 0]
1	H	(3)	39.54	0.746	47.1%	0.008	47.1%	71.6	18.2%	2.892	43.4%	33.54%	15.9%	63.3%	20.8%	[1-0.43 0]
2	H	(3)	59.23	0.678	40.0%	0.011	40.0%	57.2	16.3%	3.293	36.5%	26.03%	23.8%	60.4%	15.8%	[1-0.43 0]
3	H	(3)	80.09	0.694	34.0%	0.015	34.0%	51.2	14.9%	3.766	30.6%	21.20%	32.1%	54.1%	13.7%	[1-0.43 0]
4	H	(3)	100.94	0.736	36.0%	0.021	36.0%	52.1	16.2%	3.921	32.1%	19.31%	40.3%	46.0%	13.7%	[1-1.00 0]
5	H	(3)	120.63	0.928	36.0%	0.031	36.0%	57.9	18.8%	4.453	30.7%	17.37%	53.8%	31.7%	14.6%	[1-1.00 1]
6	H	(3)	141.50	0.902	36.9%	0.035	36.9%	55.7	14.8%	4.497	33.8%	16.60%	63.8%	22.6%	13.6%	[1-1.00 1]
8	H	(3)	180.95	1.077	38.2%	0.054	38.2%	64.7	13.8%	4.621	35.6%	14.72%	70.8%	13.2%	16.0%	[1-0.74 0]
9	H	(3)	200.68	1.018	37.9%	0.057	37.9%	61.6	13.9%	4.586	35.3%	13.97%	71.7%	13.5%	14.9%	[1-0.85 2]
10	H	(3)	221.57	1.058	35.1%	0.065	35.1%	63.1	11.1%	4.659	33.3%	13.25%	71.0%	13.8%	15.3%	[1-0.76 2]
11	H	(3)	241.29	0.921	32.9%	0.062	32.9%	58.1	6.8%	4.406	32.2%	12.80%	68.2%	18.1%	13.8%	[1-0.59 2]
12	H	(3)	262.17	0.717	30.0%	0.052	30.0%	48.1	7.7%	4.137	28.9%	12.25%	64.7%	24.2%	11.0%	[1-0.29 2]
13	H	(3)	280.72	0.531	28.5%	0.041	28.5%	37.5	8.9%	3.942	27.1%	11.83%	61.8%	30.0%	8.2%	[1-0.00 2]
14	H	(3)	301.59	0.601	27.5%	0.050	27.5%	40.2	10.7%	4.155	25.4%	11.33%	59.6%	31.2%	9.2%	[1-0.49 2]
15	H	(3)	321.32	0.555	25.7%	0.050	25.7%	37.3	10.5%	4.133	23.4%	10.96%	56.8%	34.6%	8.5%	[1-0.77 2]
16	H	(3)	342.17	0.577	27.2%	0.055	27.2%	39.4	15.5%	4.073	22.4%	10.64%	54.9%	35.9%	9.2%	[1-0.79 2]
17	H	(6)	359.55	0.557	25.5%	0.056	25.5%	38.4	15.0%	4.034	20.6%	10.32%	52.1%	39.1%	8.9%	[1-0.84 0]
18	H	(6)	380.41	0.585	22.5%	0.062	22.5%	40.2	14.6%	4.044	17.2%	9.97%	50.2%	40.5%	9.3%	[1-0.87 0]
19	H	(6)	400.10	0.572	19.9%	0.064	19.9%	38.8	13.0%	4.091	15.1%	9.66%	50.4%	40.9%	8.8%	[1-0.94 0]
20	H	(6)	419.85	0.497	19.9%	0.058	19.9%	34.6	15.2%	3.988	12.8%	9.50%	49.5%	43.1%	7.4%	[1-1.00 1]
21	H	(6)	439.55	0.380	16.1%	0.046	16.1%	27.0	12.2%	3.911	10.5%	9.33%	49.9%	45.0%	5.1%	[1-1.00 1]
22	H	(6)	460.42	0.376	14.7%	0.048	14.7%	26.5	10.9%	3.941	9.8%	9.13%	51.8%	43.2%	5.0%	[1-1.00 1]
23	H	(6)	480.13	0.351	13.5%	0.047	13.5%	24.4	9.6%	3.998	9.5%	8.90%	52.7%	43.0%	4.3%	[1-1.00 1]
24	H	(6)	499.84	0.334	13.9%	0.046	13.9%	23.8	10.3%	3.897	9.4%	8.79%	51.1%	44.7%	4.2%	[1-1.00 1]
25	H	(6)	540.44	0.321	13.4%	0.048	13.4%	22.8	9.8%	3.919	9.1%	8.41%	50.9%	45.3%	3.8%	[1-1.00 1]
26	H	(6)	560.17	0.328	12.2%	0.051	12.2%	23.2	8.3%	3.939	8.8%	8.21%	50.3%	45.7%	4.0%	[1-1.00 1]
27	H	(6)	579.87	0.321	11.5%	0.052	11.5%	22.6	7.6%	3.936	8.6%	8.06%	49.9%	46.4%	3.8%	[1-1.00 1]
28	H	(6)	599.57	0.335	11.4%	0.056	11.4%	23.9	7.7%	3.899	8.5%	7.94%	48.2%	47.7%	4.1%	[1-1.00 1]
29	H	(6)	620.48	0.358	10.8%	0.062	10.8%	25.1	7.0%	3.967	8.2%	7.77%	49.2%	46.3%	4.4%	[1-1.00 1]
30	H	(6)	640.20	0.364	10.6%	0.065	10.6%	25.5	6.7%	3.961	8.2%	7.67%	49.3%	46.1%	4.6%	[1-1.00 1]
31	H	(6)	659.92	0.376	10.4%	0.069	10.4%	26.3	6.6%	3.969	8.0%	7.55%	49.6%	45.6%	4.8%	[1-1.00 1]
32	H	(6)	679.64	0.407	11.1%	0.077	11.1%	28.5	7.7%	3.965	7.9%	7.46%	49.7%	44.8%	5.5%	[1-1.00 1]
33	H	(6)	700.50	0.421	11.4%	0.082	11.4%	29.0	8.3%	4.029	7.8%	7.32%	50.6%	43.7%	5.7%	[1-1.00 1]
34	H	(6)	720.22	0.420	12.0%	0.084	12.0%	28.8	9.3%	4.049	7.6%	7.22%	51.3%	43.1%	5.6%	[1-1.00 1]
35	H	(6)	739.93	0.432	12.3%	0.089	12.3%	29.5	9.7%	4.071	7.5%	7.12%	52.2%	42.1%	5.7%	[1-1.00 1]
36	H	(6)	760.80	0.430	12.0%	0.091	12.0%	29.2	9.3%	4.085	7.5%	7.02%	52.9%	41.5%	5.7%	[1-1.00 1]
37	H	(6)	780.50	0.432	11.8%	0.094	11.8%	29.3	9.2%	4.095	7.4%	6.93%	53.2%	41.2%	5.6%	[1-1.00 1]
38	H	(6)	800.20	0.432	11.7%	0.096	11.7%	29.3	9.2%	4.105	7.3%	6.86%	53.9%	40.6%	5.6%	[1-1.00 1]
39	H	(6)	819.89	0.428	11.3%	0.097	11.3%	29.0	8.7%	4.097	7.2%	6.77%	53.9%	40.6%	5.5%	[1-1.00 1]
40	H	(6)	840.75	0.423	10.9%	0.099	10.9%	28.9	8.2%	4.072	7.2%	6.70%	53.4%	41.1%	5.5%	[1-1.00 1]
41	H	(6)	860.47	0.419	11.2%	0.100	11.2%	28.7	8.6%	4.057	7.1%	6.61%	52.8%	41.7%	5.5%	[1-1.00 1]
42	H	(6)	880.19	0.402	11.4%	0.098	11.4%	27.7	8.9%	4.027	7.1%	6.55%	52.5%	42.3%	5.3%	[1-1.00 1]
43	H	(6)	899.91	0.398	11.5%	0.099	11.5%	27.5	9.1%	4.017	7.0%	6.46%	51.8%	43.0%	5.2%	[1-1.00 1]
44	H	(6)	920.80	0.422	12.1%	0.108	12.1%	28.9	9.8%	4.057	7.1%	6.39%	52.4%	41.9%	5.7%	[1-1.00 1]
45	H	(6)	940.52	0.450	12.3%	0.117	12.3%	30.6	10.0%	4.082	7.1%	6.31%	52.0%	41.7%	6.2%	[1-1.00 1]
46	H	(6)	960.23	0.429	12.7%	0.115	12.7%	29.2	10.4%	4.091	7.2%	6.27%	53.2%	41.0%	5.9%	[1-1.00 1]
47	H	(6)	979.93	0.426	12.5%	0.116	12.5%	28.9	10.3%	4.089	7.1%	6.20%	52.9%	41.3%	5.8%	[1-1.00 1]
48	H	(6)	1000.81	0.449	12.4%	0.125	12.4%	30.1	10.0%	4.136	7.3%	6.12%	53.3%	40.4%	6.3%	[1-1.00 1]
49	H	(6)	1020.51	0.482	12.1%	0.137	12.1%	32.4	9.6%	4.136	7.3%	6.05%	52.8%	40.4%	6.9%	[1-1.00 1]
50	H	(6)	1040.21	0.475	12.5%	0.137	12.5%	31.9	10.0%	4.140	7.4%	6.00%	53.6%	39.5%	6.8%	[1-1.00 1]
51	H	(6)	1061.07	0.492	12.6%	0.145	12.6%	33.2	10.3%	4.114	7.3%	5.96%	52.9%	39.8%	7.2%	[1-1.00 1]
52	H	(6)	1080.78	0.506	12.0%	0.152	12.0%	34.1	9.5%	4.117	7.3%	5.91%	53.1%	39.4%	7.4%	[1-1.00 1]
53	H	(6)	1100.51	0.492	11.8%	0.150	11.8%	33.5	9.5%	4.079	7.0%	5.87%	52.6%	40.3%	7.2%	[1-1.00 1]
54	H	(6)	1120.21	0.468	10.5%	0.146	10.5%	32.1	8.1%	4.051	6.7%	5.82%	52.1%	41.2%	6.7%	[1-1.00 1]
55	H	(6)	1141.09	0.458	9.8%	0.145	9.8%	31.6	7.3%	4.021	6.5%	5.77%	51.2%	42.3%	6.4%	[1-1.00 1]
56	H	(6)	1160.81	0.433	8.9%	0.140	8.9%	30.0	6.2%	4.007	6.4%	5.71%	51.0%	43.1%	6.0%	[1-1.00 1]
57	H	(6)	1180.51	0.423	9.0%	0.139	9.0%	29.4	6.4%	3.995	6.3%	5.65%	50.4%	43.8%	5.7%	[1-1.00 1]
58	H	(6)	1202.57	0.400	8.4%	0.134	8.4%	27.9	5.6%	3.981	6.2%	5.60%	50.0%	44.7%	5.3%	[1-1.00 1]
59	H	(6)	1221.12	0.373	9.2%	0.126	9.2%	26.2	6.8%	3.956	6.2%	5.57%	50.1%	45.0%	4.9%	[1-1.00 1]
60	H	(6)	1240.84	0.345	9.1%	0.119	9.1%	24.4	6.8%	3.926	6.0%	5.53%	49.8%	45.9%	4.3%	[1-1.00 1]
