[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	1.082	93.5%	0.006	93.5%	183.4	19.5%	1.639	91.5%	79.74%	16.3%	34.1%	49.6%	[1-0.03 0]
1	H	(3)	39.25	0.348	100.0%	0.004	100.0%	106.4	18.7%	0.908	100.0%	67.84%	50.1%	22.2%	27.7%	[1-0.03 0]
2	H	(3)	60.03	0.373	85.8%	0.006	85.8%	89.2	17.4%	1.163	84.1%	49.86%	56.0%	21.1%	22.9%	[1-0.03 0]
3	H	(3)	79.71	0.413	61.8%	0.009	61.8%	78.1	16.1%	1.468	59.6%	38.48%	57.6%	22.6%	19.7%	[1-0.03 0]
4	H	(3)	99.41	0.385	57.3%	0.011	57.3%	73.9	14.8%	1.448	55.4%	34.76%	58.4%	23.0%	18.6%	[1-0.03 0]
5	H	(3)	119.09	0.320	37.0%	0.011	37.0%	53.8	9.2%	1.654	35.9%	29.65%	64.5%	22.5%	13.0%	[1-0.03 0]
6	H	(3)	139.94	0.354	35.1%	0.014	35.1%	65.5	8.1%	1.500	34.2%	28.13%	57.5%	25.8%	16.7%	[1-0.03 0]
7	H	(3)	159.63	0.372	32.4%	0.016	32.4%	70.7	7.2%	1.460	31.6%	26.55%	52.8%	28.9%	18.3%	[1-0.03 0]
8	H	(3)	179.35	0.407	29.0%	0.020	29.0%	76.3	6.9%	1.479	28.2%	24.52%	48.8%	30.9%	20.2%	[1-0.03 0]
9	H	(3)	200.21	0.425	28.3%	0.024	28.3%	85.0	7.1%	1.390	27.4%	23.73%	45.3%	31.8%	22.8%	[1-0.03 0]
10	H	(3)	219.92	0.424	27.2%	0.026	27.2%	87.8	7.3%	1.342	26.2%	23.00%	44.6%	31.5%	23.9%	[1-0.03 0]
11	H	(3)	239.61	0.351	26.3%	0.023	26.3%	76.2	7.4%	1.280	25.3%	22.28%	41.8%	37.7%	20.4%	[1-0.03 0]
12	H	(3)	259.31	0.294	25.4%	0.021	25.4%	66.8	7.4%	1.222	24.3%	21.53%	39.3%	42.8%	17.9%	[1-0.03 0]
13	H	(3)	280.17	0.298	23.5%	0.023	23.5%	66.5	7.1%	1.246	22.4%	20.40%	38.2%	43.9%	17.9%	[1-0.03 0]
14	H	(3)	299.85	0.310	22.4%	0.026	22.4%	70.1	6.3%	1.230	21.5%	19.70%	36.2%	45.0%	18.8%	[1-0.03 0]
15	H	(3)	320.70	0.371	22.2%	0.033	22.2%	79.1	6.3%	1.303	21.3%	18.90%	36.3%	42.5%	21.1%	[1-1.00 1]
16	H	(3)	340.40	0.429	21.7%	0.041	21.7%	89.3	6.2%	1.335	20.8%	18.38%	39.5%	36.6%	24.0%	[1-0.95 2]
17	H	(3)	360.10	0.517	20.9%	0.052	20.9%	99.6	6.8%	1.441	19.7%	17.62%	43.9%	29.3%	26.7%	[1-1.00 1]
18	H	(3)	379.80	0.546	20.6%	0.058	20.6%	103.5	6.7%	1.466	19.5%	17.24%	46.8%	25.6%	27.6%	[1-1.00 1]
19	H	(3)	399.50	0.565	19.9%	0.063	19.9%	103.1	6.5%	1.522	18.8%	16.70%	50.5%	22.3%	27.2%	[1-1.00 1]
