[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.66	0.768	97.5%	0.004	97.5%	201.1	21.0%	1.061	95.2%	100.00%	32.4%	12.5%	55.1%	[1-0.73 0]
1	H	(3)	39.34	0.370	100.0%	0.004	100.0%	198.8	31.1%	0.517	100.0%	100.00%	31.0%	15.0%	53.9%	[1-0.73 0]
2	H	(3)	59.04	0.229	100.0%	0.004	100.0%	171.5	33.2%	0.371	100.0%	92.96%	31.3%	22.0%	46.7%	[1-0.73 0]
3	H	(3)	79.89	0.141	100.0%	0.003	100.0%	160.0	38.2%	0.244	100.0%	92.96%	31.5%	24.9%	43.6%	[1-0.73 0]
4	H	(3)	99.59	0.100	100.0%	0.003	100.0%	151.4	42.5%	0.184	100.0%	92.96%	31.9%	26.8%	41.3%	[1-0.73 0]
5	H	(3)	119.29	0.074	100.0%	0.002	100.0%	130.0	51.1%	0.158	100.0%	92.96%	32.8%	31.9%	35.2%	[1-0.73 0]
6	H	(3)	139.00	0.069	100.0%	0.003	100.0%	119.3	56.4%	0.160	100.0%	88.07%	31.3%	36.1%	32.5%	[1-0.73 0]
7	H	(3)	159.89	0.062	100.0%	0.003	100.0%	126.0	62.1%	0.137	100.0%	88.07%	29.8%	35.9%	34.3%	[1-0.73 0]
8	H	(3)	179.59	0.047	100.0%	0.002	100.0%	105.3	62.3%	0.124	100.0%	85.91%	30.0%	41.8%	28.1%	[1-0.73 0]
9	H	(3)	199.28	0.038	100.0%	0.002	100.0%	87.7	60.6%	0.121	100.0%	82.45%	28.3%	48.7%	23.0%	[1-0.73 0]
10	H	(3)	220.14	0.035	100.0%	0.002	100.0%	75.2	60.8%	0.129	100.0%	77.57%	25.3%	55.1%	19.5%	[1-0.73 0]
11	H	(3)	239.86	0.022	100.0%	0.001	100.0%	52.9	60.8%	0.117	100.0%	77.57%	24.7%	62.0%	13.3%	[1-0.73 0]
12	H	(3)	259.57	0.011	100.0%	0.001	100.0%	29.8	54.1%	0.106	100.0%	77.57%	24.1%	69.1%	6.8%	[1-0.73 0]
13	H	(3)	279.26	0.011	100.0%	0.001	100.0%	31.7	57.9%	0.099	100.0%	77.57%	21.2%	71.2%	7.6%	[1-0.73 0]
14	H	(3)	300.12	0.011	100.0%	0.001	100.0%	32.4	60.8%	0.092	100.0%	77.57%	20.4%	71.7%	7.9%	[1-0.73 0]
15	H	(3)	322.16	0.012	100.0%	0.001	100.0%	53.9	47.4%	0.064	100.0%	77.57%	22.7%	63.3%	14.0%	[1-0.73 0]
16	H	(3)	341.85	0.016	100.0%	0.001	100.0%	69.2	39.8%	0.063	100.0%	76.92%	28.0%	53.5%	18.5%	[1-0.73 0]
17	H	(3)	359.25	0.019	100.0%	0.002	100.0%	67.3	35.6%	0.079	100.0%	69.88%	28.4%	53.7%	17.8%	[1-0.73 0]
18	H	(3)	381.25	0.017	100.0%	0.002	100.0%	64.9	31.0%	0.074	100.0%	69.88%	30.5%	52.6%	16.9%	[1-0.73 0]
19	H	(3)	400.95	0.029	87.6%	0.003	87.6%	91.0	27.6%	0.089	83.1%	62.83%	34.9%	40.8%	24.3%	[1-0.73 0]
20	H	(3)	420.65	0.025	85.0%	0.003	85.0%	78.7	23.9%	0.087	81.5%	61.95%	34.0%	45.1%	20.9%	[1-0.73 0]
21	H	(3)	440.37	0.019	84.9%	0.002	84.9%	61.7	22.7%	0.084	81.8%	61.04%	35.1%	49.3%	15.6%	[1-0.73 0]
22	H	(3)	461.24	0.020	83.8%	0.003	83.8%	61.3	23.3%	0.092	80.5%	57.24%	39.8%	44.8%	15.4%	[1-0.73 0]
24	H	(3)	502.96	0.022	83.1%	0.003	83.1%	60.6	24.0%	0.102	79.5%	53.54%	43.7%	41.2%	15.1%	[1-0.73 0]
25	H	(3)	521.50	0.013	70.6%	0.002	70.6%	31.0	17.7%	0.115	68.4%	50.50%	44.6%	49.0%	6.4%	[1-0.73 0]
27	H	(3)	562.06	0.014	64.3%	0.002	64.3%	28.2	15.4%	0.134	62.5%	43.95%	45.7%	49.0%	5.4%	[1-0.73 0]
