[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.32	0.253	100.0%	0.003	100.0%	175.1	45.3%	0.402	100.0%	100.00%	16.4%	35.4%	48.2%	[1-1.00 0]
1	H	(3)	60.07	0.157	100.0%	0.003	100.0%	174.8	53.5%	0.250	100.0%	100.00%	16.9%	35.1%	48.0%	[1-1.00 0]
2	H	(3)	79.76	0.118	100.0%	0.003	100.0%	175.0	62.7%	0.188	100.0%	100.00%	16.8%	35.1%	48.0%	[1-1.00 0]
3	H	(3)	99.45	0.094	100.0%	0.003	100.0%	174.4	72.0%	0.150	100.0%	100.00%	16.7%	35.4%	47.8%	[1-1.00 0]
4	H	(3)	119.14	0.079	100.0%	0.003	100.0%	174.0	81.2%	0.126	100.0%	100.00%	16.8%	35.4%	47.8%	[1-1.00 0]
5	H	(3)	140.00	0.067	100.0%	0.003	100.0%	174.3	100.0%	0.107	100.0%	100.00%	16.8%	35.3%	47.9%	[1-1.00 0]
6	H	(3)	159.71	0.059	100.0%	0.003	100.0%	174.2	100.0%	0.094	100.0%	100.00%	16.6%	35.4%	47.9%	[1-1.00 0]
7	H	(3)	179.40	0.052	100.0%	0.003	100.0%	173.7	100.0%	0.084	100.0%	100.00%	16.8%	35.4%	47.8%	[1-1.00 0]
8	H	(3)	200.25	0.047	100.0%	0.003	100.0%	175.0	100.0%	0.075	100.0%	100.00%	16.9%	34.9%	48.2%	[1-1.00 0]
9	H	(3)	219.95	0.043	100.0%	0.003	100.0%	175.3	100.0%	0.068	100.0%	100.00%	16.8%	35.0%	48.2%	[1-1.00 0]
10	H	(3)	239.68	0.071	100.0%	0.005	100.0%	177.6	100.0%	0.112	100.0%	90.24%	16.2%	35.0%	48.8%	[1-1.00 0]
11	H	(3)	259.40	0.067	100.0%	0.005	100.0%	180.1	100.0%	0.103	100.0%	90.24%	15.5%	35.1%	49.5%	[1-1.00 0]
12	H	(3)	280.30	0.062	100.0%	0.005	100.0%	182.8	100.0%	0.095	100.0%	90.24%	14.5%	35.2%	50.3%	[1-1.00 0]
13	H	(3)	300.02	0.058	100.0%	0.005	100.0%	184.0	100.0%	0.088	100.0%	90.24%	13.7%	35.6%	50.6%	[1-1.00 0]
14	H	(3)	319.72	0.064	100.0%	0.006	100.0%	188.4	100.0%	0.095	100.0%	88.07%	12.7%	35.3%	52.0%	[1-1.00 0]
15	H	(3)	339.43	0.061	100.0%	0.006	100.0%	189.5	100.0%	0.089	100.0%	88.07%	12.3%	35.5%	52.2%	[1-1.00 0]
16	H	(3)	360.29	0.058	100.0%	0.006	100.0%	191.1	100.0%	0.084	100.0%	88.07%	12.0%	35.3%	52.7%	[1-1.00 0]
17	H	(3)	379.99	0.055	100.0%	0.006	100.0%	192.7	100.0%	0.080	100.0%	88.07%	11.7%	35.1%	53.2%	[1-1.00 0]
18	H	(3)	399.70	0.053	100.0%	0.006	100.0%	194.0	100.0%	0.076	100.0%	88.07%	11.4%	35.0%	53.6%	[1-1.00 0]
19	H	(3)	419.40	0.050	100.0%	0.006	100.0%	194.3	100.0%	0.072	100.0%	88.07%	11.3%	35.0%	53.7%	[1-1.00 0]
20	H	(3)	440.25	0.048	100.0%	0.006	100.0%	193.8	100.0%	0.069	100.0%	88.07%	11.3%	35.1%	53.6%	[1-1.00 0]
21	H	(3)	459.96	0.046	100.0%	0.006	100.0%	193.7	100.0%	0.066	100.0%	88.07%	11.3%	35.1%	53.6%	[1-1.00 0]
22	H	(3)	479.64	0.044	100.0%	0.006	100.0%	193.4	100.0%	0.063	100.0%	88.07%	11.4%	35.2%	53.5%	[1-1.00 0]
23	H	(3)	500.50	0.043	100.0%	0.006	100.0%	196.0	100.0%	0.060	100.0%	88.07%	11.2%	34.6%	54.2%	[1-1.00 0]
24	H	(3)	520.21	0.041	100.0%	0.006	100.0%	195.8	100.0%	0.058	100.0%	88.07%	11.3%	34.7%	54.0%	[1-1.00 0]
25	H	(3)	539.91	0.040	100.0%	0.006	100.0%	196.2	100.0%	0.056	100.0%	88.07%	11.3%	34.5%	54.2%	[1-1.00 0]
26	H	(3)	559.63	0.039	100.0%	0.006	100.0%	196.8	100.0%	0.054	100.0%	88.07%	11.3%	34.2%	54.5%	[1-1.00 0]
27	H	(3)	580.49	0.037	100.0%	0.006	100.0%	197.0	100.0%	0.052	100.0%	88.07%	11.3%	34.2%	54.5%	[1-1.00 0]
28	H	(3)	600.22	0.036	100.0%	0.006	100.0%	195.1	100.0%	0.051	100.0%	88.07%	11.5%	34.6%	54.0%	[1-1.00 0]
29	H	(3)	619.93	0.033	100.0%	0.006	100.0%	190.9	100.0%	0.048	100.0%	83.19%	12.4%	34.8%	52.8%	[1-1.00 0]
30	H	(3)	639.63	0.032	100.0%	0.006	100.0%	187.0	100.0%	0.047	100.0%	83.19%	13.4%	34.9%	51.7%	[1-1.00 0]
31	H	(3)	660.50	0.030	100.0%	0.005	100.0%	182.6	100.0%	0.045	100.0%	83.19%	14.4%	35.2%	50.4%	[1-1.00 0]
32	H	(3)	680.21	0.029	100.0%	0.005	100.0%	178.5	100.0%	0.044	100.0%	83.19%	15.4%	35.3%	49.3%	[1-1.00 0]
33	H	(3)	699.90	0.022	100.0%	0.004	100.0%	175.2	100.0%	0.035	100.0%	83.19%	16.2%	35.4%	48.4%	[1-1.00 0]
34	H	(3)	720.74	0.021	100.0%	0.004	100.0%	175.8	100.0%	0.034	100.0%	83.19%	16.2%	35.2%	48.6%	[1-1.00 0]
35	H	(3)	740.44	0.021	100.0%	0.004	100.0%	176.1	100.0%	0.033	100.0%	83.19%	16.2%	35.1%	48.7%	[1-1.00 0]
