[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.64	0.456	37.9%	0.002	37.9%	26.2	8.7%	4.825	36.9%	37.92%	30.2%	64.0%	5.8%	[1-0.91 0]
1	H	(3)	39.38	1.260	28.5%	0.014	28.5%	56.2	6.6%	6.226	27.7%	24.24%	37.5%	48.5%	14.0%	[1-0.91 0]
2	H	(3)	59.02	1.464	25.1%	0.024	25.1%	60.4	6.5%	6.732	24.2%	19.64%	43.4%	41.4%	15.2%	[1-0.91 0]
3	H	(3)	79.84	1.458	24.1%	0.032	24.1%	62.5	6.1%	6.479	23.3%	17.20%	45.3%	39.1%	15.6%	[1-0.91 0]
4	H	(3)	99.53	1.412	23.1%	0.039	23.1%	61.6	6.8%	6.364	22.1%	15.55%	45.7%	38.9%	15.4%	[1-0.68 0]
5	H	(3)	119.23	1.663	19.0%	0.055	19.0%	67.0	6.2%	6.892	17.9%	13.79%	49.7%	33.5%	16.8%	[1-0.33 2]
6	H	(3)	140.09	1.355	17.4%	0.053	17.4%	55.6	7.3%	6.766	15.8%	12.65%	51.4%	35.0%	13.6%	[1-0.01 2]
7	H	(3)	159.79	1.324	15.8%	0.059	15.8%	55.8	7.1%	6.588	14.2%	11.85%	48.7%	37.7%	13.6%	[1-0.00 2]
8	H	(3)	179.49	1.270	15.3%	0.063	15.3%	53.4	8.3%	6.610	12.9%	11.14%	47.7%	39.3%	13.0%	[1-0.09 2]
9	H	(3)	199.16	1.233	14.3%	0.068	14.3%	52.7	7.4%	6.499	12.2%	10.65%	48.0%	39.1%	12.9%	[1-0.00 2]
10	H	(6)	220.03	1.315	13.3%	0.080	13.3%	52.9	7.6%	6.900	11.0%	10.02%	49.1%	37.9%	13.0%	[1-0.57 2]
11	H	(6)	239.72	1.568	12.2%	0.104	12.2%	60.9	6.5%	7.153	10.4%	9.55%	48.7%	36.0%	15.3%	[1-0.86 0]
12	H	(6)	260.60	1.629	14.7%	0.118	14.7%	62.4	9.4%	7.250	11.3%	9.15%	49.5%	34.7%	15.8%	[1-0.89 0]
13	H	(6)	280.31	1.694	14.2%	0.132	14.2%	62.9	8.8%	7.476	11.2%	8.78%	50.9%	33.1%	16.0%	[1-0.96 0]
14	H	(6)	300.01	1.788	16.3%	0.149	16.3%	65.5	11.1%	7.588	12.0%	8.49%	51.8%	31.5%	16.7%	[1-1.00 1]
15	H	(6)	320.88	1.780	16.7%	0.159	16.7%	64.3	11.7%	7.687	12.0%	8.17%	52.7%	31.0%	16.3%	[1-1.00 0]
16	H	(6)	341.74	1.746	20.1%	0.166	20.1%	62.8	15.3%	7.721	13.0%	7.88%	52.4%	31.7%	15.8%	[1-1.00 1]
17	H	(6)	360.29	1.655	19.3%	0.166	19.3%	58.9	15.0%	7.807	12.2%	7.69%	54.9%	30.3%	14.8%	[1-1.00 1]
18	H	(6)	381.17	1.628	20.2%	0.172	20.2%	57.4	16.0%	7.881	12.2%	7.44%	55.2%	30.5%	14.3%	[1-1.00 1]
19	H	(6)	400.88	1.467	19.2%	0.163	19.2%	52.1	15.4%	7.819	11.4%	7.29%	56.3%	30.9%	12.7%	[1-1.00 1]
20	H	(6)	420.59	1.383	19.7%	0.162	19.7%	49.4	16.3%	7.779	11.2%	7.12%	56.5%	31.6%	11.9%	[1-1.00 1]
21	H	(6)	440.29	1.264	16.2%	0.155	16.2%	44.6	13.2%	7.869	9.5%	6.94%	58.5%	31.0%	10.5%	[1-1.00 1]
22	H	(6)	460.00	1.154	13.7%	0.148	13.7%	41.0	10.7%	7.829	8.6%	6.78%	58.8%	31.8%	9.4%	[1-1.00 1]
23	H	(6)	479.69	1.145	12.8%	0.153	12.8%	40.5	10.2%	7.864	7.8%	6.64%	59.5%	31.3%	9.1%	[1-1.00 0]
24	H	(6)	500.54	1.127	11.6%	0.157	11.6%	40.1	9.0%	7.809	7.3%	6.53%	59.9%	31.1%	9.0%	[1-1.00 1]
25	H	(6)	520.23	1.148	10.6%	0.166	10.6%	40.7	8.0%	7.827	7.0%	6.40%	59.6%	31.3%	9.1%	[1-1.00 1]
26	H	(6)	539.92	1.119	10.8%	0.168	10.8%	39.8	8.2%	7.806	7.0%	6.29%	59.9%	31.3%	8.8%	[1-1.00 1]
27	H	(6)	559.63	1.109	11.3%	0.172	11.3%	39.3	8.9%	7.846	7.1%	6.16%	60.1%	31.3%	8.6%	[1-1.00 1]
28	H	(6)	580.48	0.973	10.6%	0.157	10.6%	34.8	8.0%	7.771	7.0%	6.04%	59.9%	32.8%	7.3%	[1-1.00 1]
29	H	(6)	600.19	0.899	10.8%	0.150	10.8%	32.3	8.1%	7.721	7.1%	5.95%	59.2%	34.1%	6.6%	[1-1.00 1]
30	H	(6)	619.87	0.836	11.5%	0.144	11.5%	30.2	8.9%	7.700	7.2%	5.85%	59.0%	35.0%	6.0%	[1-1.00 1]
31	H	(6)	640.74	0.823	10.2%	0.147	10.2%	29.7	7.3%	7.697	7.2%	5.73%	58.2%	36.0%	5.8%	[1-1.00 1]
32	H	(6)	660.45	0.753	10.1%	0.138	10.1%	27.1	7.1%	7.717	7.1%	5.63%	58.1%	36.8%	5.1%	[1-1.00 1]
33	H	(6)	680.14	0.741	10.4%	0.140	10.4%	26.7	7.6%	7.718	7.1%	5.53%	57.9%	37.1%	5.0%	[1-1.00 1]
34	H	(6)	699.84	0.703	10.1%	0.137	10.1%	25.3	7.2%	7.729	7.1%	5.45%	58.5%	36.9%	4.6%	[1-1.00 1]
35	H	(6)	720.72	0.656	9.2%	0.131	9.2%	23.7	6.0%	7.704	7.0%	5.37%	58.8%	37.1%	4.2%	[1-1.00 1]
36	H	(6)	740.41	0.665	10.2%	0.137	10.2%	24.0	7.3%	7.710	7.0%	5.31%	59.3%	36.4%	4.3%	[1-1.00 1]
37	H	(6)	760.12	0.700	10.8%	0.148	10.8%	25.2	8.2%	7.730	7.1%	5.25%	59.2%	36.2%	4.6%	[1-1.00 1]
38	H	(6)	781.03	0.715	11.9%	0.155	11.9%	25.6	9.1%	7.768	7.7%	5.20%	60.4%	34.9%	4.8%	[1-1.00 1]
39	H	(6)	801.89	0.757	13.8%	0.169	13.8%	27.0	11.0%	7.787	8.3%	5.13%	60.3%	34.5%	5.2%	[1-1.00 1]
40	H	(6)	821.60	0.812	15.5%	0.185	15.5%	28.8	12.7%	7.834	8.9%	5.08%	60.9%	33.4%	5.8%	[1-1.00 1]
41	H	(6)	840.15	0.761	14.8%	0.178	14.8%	26.8	11.9%	7.881	8.8%	5.00%	61.6%	33.2%	5.3%	[1-1.00 1]
42	H	(6)	859.87	0.760	14.4%	0.181	14.4%	26.6	11.4%	7.938	8.8%	4.93%	61.9%	32.8%	5.2%	[1-1.00 1]
43	H	(6)	880.74	0.730	13.7%	0.179	13.7%	25.6	10.7%	7.916	8.5%	4.87%	61.8%	33.3%	4.9%	[1-1.00 1]
44	H	(6)	900.46	0.681	11.5%	0.170	11.5%	24.2	8.4%	7.825	7.9%	4.84%	61.5%	34.1%	4.4%	[1-1.00 1]
45	H	(6)	920.17	0.618	9.7%	0.158	9.7%	22.2	6.3%	7.714	7.4%	4.80%	60.9%	35.3%	3.8%	[1-1.00 1]
46	H	(6)	941.02	0.598	9.9%	0.156	9.9%	21.6	6.7%	7.680	7.3%	4.74%	60.3%	36.1%	3.6%	[1-1.00 1]
47	H	(6)	963.06	0.544	8.8%	0.146	8.8%	19.8	5.2%	7.634	7.1%	4.68%	59.7%	37.3%	3.0%	[1-1.00 1]
48	H	(6)	980.43	0.537	8.6%	0.146	8.6%	19.5	4.9%	7.658	7.1%	4.63%	59.5%	37.6%	2.9%	[1-1.00 1]
49	H	(6)	1000.15	0.536	8.9%	0.149	8.9%	19.4	5.1%	7.665	7.3%	4.58%	60.1%	37.0%	2.9%	[1-1.00 1]
50	H	(6)	1021.01	0.533	8.8%	0.151	8.8%	19.3	4.9%	7.658	7.3%	4.54%	60.0%	37.2%	2.9%	[1-0.98 1]
51	H	(6)	1040.72	0.560	9.3%	0.162	9.3%	20.4	5.3%	7.618	7.6%	4.51%	59.5%	37.3%	3.2%	[1-0.98 2]
52	H	(6)	1060.44	0.566	9.5%	0.167	9.5%	20.5	5.7%	7.648	7.7%	4.46%	59.9%	36.9%	3.2%	[1-0.99 2]
53	H	(6)	1080.15	0.580	10.0%	0.174	10.0%	21.0	6.5%	7.666	7.7%	4.42%	59.9%	36.7%	3.3%	[1-1.00 1]
54	H	(6)	1101.00	0.588	10.1%	0.180	10.1%	21.3	6.4%	7.660	7.8%	4.38%	60.0%	36.6%	3.4%	[1-1.00 1]
55	H	(6)	1120.72	0.594	9.9%	0.185	9.9%	21.4	6.1%	7.691	7.8%	4.33%	60.2%	36.3%	3.5%	[1-1.00 1]
56	H	(6)	1140.44	0.566	9.4%	0.179	9.4%	20.4	5.6%	7.709	7.6%	4.29%	60.8%	36.0%	3.2%	[1-1.00 1]
57	H	(6)	1160.16	0.580	9.6%	0.187	9.6%	20.8	5.7%	7.731	7.7%	4.26%	60.9%	35.8%	3.4%	[1-1.00 1]
58	H	(6)	1181.04	0.575	8.8%	0.189	8.8%	20.6	4.5%	7.738	7.5%	4.21%	61.0%	35.6%	3.4%	[1-1.00 1]
59	H	(6)	1200.75	0.584	8.8%	0.195	8.8%	20.9	4.9%	7.762	7.4%	4.17%	61.2%	35.3%	3.5%	[1-1.00 1]
60	H	(6)	1220.48	0.600	9.6%	0.203	9.6%	21.4	6.1%	7.782	7.3%	4.14%	61.4%	35.0%	3.7%	[1-0.99 0]
61	H	(6)	1242.52	0.623	10.2%	0.215	10.2%	22.2	7.0%	7.798	7.4%	4.11%	61.7%	34.4%	3.9%	[1-1.00 1]
62	H	(6)	1261.07	0.647	10.6%	0.227	10.6%	22.9	7.7%	7.843	7.3%	4.07%	61.8%	34.0%	4.2%	[1-1.00 1]
63	H	(6)	1281.95	0.657	10.5%	0.234	10.5%	23.2	7.5%	7.879	7.3%	4.03%	61.9%	33.8%	4.3%	[1-1.00 1]
64	H	(6)	1301.65	0.670	11.0%	0.242	11.0%	23.6	8.2%	7.882	7.3%	4.00%	61.7%	33.9%	4.4%	[1-1.00 1]
65	H	(6)	1322.51	0.684	12.1%	0.251	12.1%	24.1	9.6%	7.891	7.3%	3.96%	61.6%	33.8%	4.6%	[1-1.00 1]
66	H	(6)	1341.05	0.685	11.5%	0.255	11.5%	24.2	8.9%	7.878	7.2%	3.94%	61.4%	34.0%	4.6%	[1-1.00 1]
